"country","group","conflicts","split","spillover","region","pop","area","lake","river","capital","borderdist","capdist","seadist","coastal","meanelev","agriculture","diamond","malaria","petroleum","island","city1400"
"MAR","UREGU",0,0,0.25,"north",12395.6076307565,3.98770795905283,0,1,0,143.839324951172,0.312983900308609,0.178895622491837,0,1.24530005455017,0.325599998235703,0,0,0,0,0
"MAR","WARAIN",0,0,0,"north",142508.236222502,9.86583715705579,0,1,0,199.668151855469,0.250980257987976,0.154830321669579,0,1.27934992313385,0.630299985408783,0,0,0,0,0
"MAR","YAHI",0,0,0.333333343267441,"north",217012.076374761,7.2446609936097,0,1,0,130.616317749023,0.341126799583435,0.0981562733650208,0,0.833180546760559,0.437375009059906,0,0.00242028571665287,0,0,0
"MAR","ZEKARA",2,1,0.25,"north",45786.8147891684,2.92133631555656,0,0,0,41.5148658752441,0.433349698781967,0.0832907259464264,0,0.997166693210602,0.296000003814697,0,0,0,0,0
"LBY","AZJER",2,1,0.5,"north",8294.61808297384,93.5196681004155,0,0,0,132.049423217773,0.798155426979065,0.74215567111969,0,0.682114362716675,0.00250980397686362,0,0.000294411758659407,1,0,0
"LBY","CYRENAICANS",387,0,0,"north",176178.204858957,17.554840826223,0,0,0,355.56982421875,0.795444786548615,0.0415246225893497,1,0.184656754136086,0.367042869329453,0,0.00574427610263228,0,0,0
"LBY","FEZZAN",50,0,0.5,"north",67503.9714499764,143.685318187623,0,0,0,308.008361816406,0.742954611778259,0.530913770198822,0,0.495450377464294,0.00160000007599592,0,0,1,0,0
"LBY","GADAMES",4,1,0.5,"north",2069.5728321051,2.16833664795344,0,0,0,14.9525594711304,0.426665335893631,0.340922892093658,0,0.381894439458847,0.0020000000949949,0,0,0,0,0
"LBY","JALO",3,0,0,"north",2563.17713958943,15.3160878655668,0,0,0,381.579956054688,0.875783085823059,0.222613006830215,0,0.10594841837883,0.0015714286128059,0,0,1,0,0
"LBY","JOFRA",12,0,0,"north",7225.73752092722,54.5507229013951,0,0,0,569.847778320312,0.535894870758057,0.243177160620689,0,0.37132129073143,0.00230000005103648,0,0.000192499996046536,1,0,0
"LBY","KUFRA",27,0,1,"north",4312.26611770791,99.6051561711611,0,0,0,283.970794677734,1.28598845005035,0.695359349250793,0,0.427614390850067,0.00164705887436867,0,0.000325769215123728,0,0,0
"LBY","NEFUSA",52,0,0.5,"north",41035.9123481159,13.5861189350288,0,0,0,59.0376968383789,0.181607350707054,0.130763426423073,0,0.412227779626846,0.019933333620429,0,0.000366714288247749,1,0,0
"LBY","RIYAH",55,0,0.428571432828903,"north",43271.3176701085,239.336374587094,0,0,0,272.443298339844,0.377635449171066,0.350029319524765,0,0.497132360935211,0.00706086959689856,0,0.000660285702906549,1,0,0
"LBY","SANUSI",120,0,0,"north",192032.07055533,191.873704784805,0,0,0,298.503570556641,0.86413836479187,0.192807674407959,1,0.122975803911686,0.0312268827110529,0,0.000567631563171744,1,0,0
"LBY","SIRTICANS",117,0,0.25,"north",40863.8067826054,68.6997054126645,0,0,0,556.841857910156,0.401857048273087,0.0759356394410133,1,0.171832650899887,0.0118707315996289,0,0.00591207481920719,1,0,0
"LBY","TRIPOLITANIANS",706,1,0,"north",712446.753817464,34.2981984907832,0,0,1,178.635543823242,0.0389914102852345,0.0545483119785786,1,0.143837973475456,0.0576666668057442,0,0.00952786859124899,1,0,1
"AGO","AMBO",5,1,0.16666667163372,"other",89335.4049321689,39.1342541217029,0,1,0,62.6648597717285,0.949551820755005,0.462165713310242,0,1.10793519020081,0.304095238447189,0,0.838037073612213,0,0,0
"AGO","CHOKWE",209,1,0.272727280855179,"other",294745.42655928,179.179801283716,0,1,0,187.563842773438,0.761657953262329,0.652998268604279,0,1.08986306190491,0.231499999761581,1,0.700895071029663,0,0,0
"AGO","HERERO",0,0,0.333333343267441,"other",5807.2005734813,23.7532273695308,0,1,0,22.8528003692627,0.882175207138062,0.16633215546608,1,0.843895435333252,0.201117649674416,0,0.398073941469193,0,0,0
"AGO","HOLO",14,1,0.333333343267441,"other",7510.34723225458,9.86726504509345,0,1,0,30.7718105316162,0.459779262542725,0.411538362503052,0,0.739277780056,0.452333331108093,1,1,0,0,0
"AGO","KIMBUNDU",567,0,0.428571432828903,"other",1065481.87677869,81.2639271097322,0,1,1,225.302551269531,0.247725680470467,0.215160772204399,1,0.663000643253326,0.454162776470184,1,0.815828859806061,1,0,0
"AGO","KISAMA",0,0,0,"other",14638.6023142861,9.84305657789983,0,1,0,441.139190673828,0.117256335914135,0.0409266129136086,1,0.100861102342606,0.736249983310699,0,0.53142124414444,1,0,0
"AGO","KONGO",327,1,0.5,"other",392078.793147481,97.0362101580146,0,1,0,126.836120605469,0.25069060921669,0.169998809695244,1,0.556873142719269,0.323086947202682,1,0.839152574539185,1,0,1
"AGO","KOROCA",1,0,0,"other",10707.2056423779,27.4250982224072,0,0,0,171.123092651367,0.753660023212433,0.0411442257463932,1,0.416632682085037,0.118555553257465,0,0.256490260362625,0,0,0
"AGO","KWANGARE",49,1,0.666666686534882,"other",30026.8957918755,42.0567990435731,0,1,0,76.3358154296875,1.10762655735016,0.703082501888275,0,1.1385338306427,0.424913048744202,1,0.891001224517822,0,0,0
"AGO","LUCHAZI",3,0,0.75,"other",4328.41315074859,36.823582465112,0,1,0,188.750061035156,0.894170820713043,0.67424076795578,0,1.23793113231659,0.233130440115929,1,0.504358410835266,0,0,0
"AGO","LUIMBE",51,0,0.25,"other",59686.3480172189,20.6990480114116,0,1,0,436.190093994141,0.583887338638306,0.394905805587769,0,1.32153153419495,0.362666666507721,0,0.558028340339661,0,0,0
"AGO","LUPOLO",36,0,0,"other",96695.8045732626,26.8128961340644,0,1,0,359.905639648438,0.265213310718536,0.145970776677132,0,0.991848051548004,0.458470582962036,0,0.747866928577423,1,0,0
"AGO","LUVALE",18,1,0.666666686534882,"other",74925.0918245363,59.2189509265522,0,1,0,111.986442565918,0.982621788978577,0.807899594306946,0,1.12397217750549,0.539857149124146,1,0.986020743846893,0,0,0
"AGO","MBANGALA",35,0,0.600000023841858,"other",56345.1217987783,35.2156902077909,0,1,0,141.992568969727,0.550424814224243,0.486918896436691,0,0.975321412086487,0.425000011920929,1,0.93185555934906,0,0,0
"AGO","MBUKUSHU",18,1,0.800000011920929,"other",772.092312263588,41.8387249863041,0,1,0,112.845245361328,1.24205601215363,0.898839771747589,0,1.07885444164276,0.439319998025894,0,0.911803007125854,0,0,0
"AGO","MBUNDA",8,1,0.5,"other",12352.3343673888,43.8045194433307,0,1,0,108.776809692383,1.0449070930481,0.793902575969696,0,1.13556623458862,0.309653848409653,1,0.663595497608185,0,0,0
"AGO","MBUNDU",776,0,0,"other",1237378.17646359,96.8527363328161,0,1,0,535.870849609375,0.485068142414093,0.216083660721779,0,1.47108852863312,0.32268750667572,1,0.44142884016037,0,0,0
"AGO","MBWELA",12,0,0.714285731315613,"other",30971.6917081739,81.0842887805958,0,1,0,253.095947265625,0.965268552303314,0.671518802642822,0,1.21911585330963,0.343731701374054,1,0.707994759082794,0,0,0
"AGO","NDEMBU",16,1,1,"other",11192.3804649254,26.7150049684082,0,1,0,59.5268287658691,1.16902375221252,0.991231560707092,0,1.18153166770935,0.452272742986679,0,0.927642166614532,0,0,0
"AGO","NDOMBE",56,0,0,"other",418518.796256116,41.0846994699374,0,0,0,415.242431640625,0.50531667470932,0.0772069171071053,1,0.836491703987122,0.365649998188019,0,0.665658295154572,0,0,0
"AGO","NGONYELU",98,0,0.333333343267441,"other",60732.2279563512,64.0339452772823,0,1,0,333.919830322266,0.74573677778244,0.425926715135574,0,1.39041113853455,0.250714302062988,1,0.830680847167969,0,0,0
"AGO","NGUMBE",18,0,0.200000002980232,"other",60861.8724959866,34.2637810437445,0,1,0,254.912139892578,0.734378099441528,0.303332835435867,0,1.24750125408173,0.293173909187317,0,0.865799725055695,0,0,0
"AGO","NUKWE",48,1,1,"other",844.132022018223,9.01768165893442,0,1,0,39.7901153564453,1.38955962657928,1.00036299228668,0,0.994615137577057,0.5317143201828,0,0.95002281665802,0,0,0
"AGO","NYANEKA",7,0,0.200000002980232,"other",349869.008566165,42.5283108772466,0,1,0,174.266052246094,0.748762905597687,0.190422773361206,0,1.06153583526611,0.343083322048187,0,0.627301454544067,0,0,0
"AGO","SELE",14,0,0,"other",139461.101681341,16.401168009965,0,0,0,505.95947265625,0.28237310051918,0.0328044183552265,1,0.569343984127045,0.529953837394714,0,0.627768814563751,1,0,0
"AGO","SONGO",11,0,0.16666667163372,"other",46081.4543094973,36.5312353575411,0,1,0,292.459594726562,0.525331914424896,0.396571666002274,0,1.16414022445679,0.463428556919098,0,0.858123362064362,0,0,0
"AGO","VILI",25,1,1,"other",64185.6699609489,4.56985420288089,0,0,0,18.0106143951416,0.414434880018234,0.0193434115499258,1,0.101990737020969,0.267166674137115,0,0.938465356826782,1,0,0
"AGO","YAKA",2,1,0.600000023841858,"other",49881.3687193282,8.94797696452803,0,1,0,7.81043720245361,0.452271044254303,0.395506411790848,0,0.648951411247253,0.268916666507721,0,1,0,0,0
"AGO","YOMBE",19,1,1,"other",5853.30520014309,2.44427418934148,0,0,0,15.8696384429932,0.467995375394821,0.0831957682967186,0,0.24136109650135,0.385749995708466,0,1,1,0,0
"BWA","HIECHWARE",7,1,0.400000005960464,"south",60539.5489228095,76.8555378873129,0,0,0,66.7293090820312,0.532818794250488,0.915910363197327,0,0.986251354217529,0.213268294930458,1,0.731475234031677,0,0,0
"BWA","KGALAGADI",0,0,0.333333343267441,"south",19132.3083261008,121.61280705428,0,1,0,142.95002746582,0.337466835975647,0.803811311721802,0,1.07287752628326,0.0346875004470348,1,0.143599823117256,0,0,0
"BWA","KGATLA",0,1,0.333333343267441,"south",11775.219901468,4.37454459390498,0,1,0,20.1560802459717,0.0905244499444962,0.633386313915253,0,0.979180514812469,0.162333339452744,0,0,0,0,0
"BWA","KWENA",14,0,0.400000005960464,"south",90707.537536796,18.3196628999658,0,1,0,72.1207504272461,0.0749975591897964,0.742838323116302,0,1.0812714099884,0.113384619355202,1,0,0,0,0
"BWA","MBUKUSHU",0,1,0.666666686534882,"south",3621.76736200416,8.34067423243121,0,1,0,26.4517040252686,0.812631011009216,0.879272997379303,0,1.01541972160339,0.194000005722046,0,0.734265387058258,0,0,0
"BWA","NARON",0,0,0.333333343267441,"south",9056.8583667115,45.8784690020285,0,0,0,36.5341339111328,0.572008609771729,0.707115590572357,0,1.1127895116806,0.0571538470685482,0,0.251262098550797,0,0,0
"BWA","NDEBELE",0,0,0.666666686534882,"south",21793.3642301143,5.2741729952719,0,0,0,12.5330362319946,0.454278111457825,0.697459697723389,0,1.02425003051758,0.161142855882645,0,0.769933521747589,0,0,0
"BWA","NGWAKETSE",20,1,0.25,"south",116086.432630193,13.6550774044985,0,1,0,52.9522895812988,0.0905799344182014,0.747402310371399,0,1.14110124111176,0.149928569793701,0,0,0,0,0
"BWA","NGWATO",0,0,0.5,"south",143131.366596383,57.5253424951345,0,1,0,98.870719909668,0.262630105018616,0.677064538002014,0,0.996965944766998,0.11629032343626,1,0.419390946626663,0,0,0
"BWA","NUSAN",0,1,0,"south",20.1603326920368,42.1490895200693,0,1,0,39.1257972717285,0.506920516490936,0.584015607833862,0,1.05878436565399,0.0170399993658066,0,0,0,0,0
"BWA","OHEKWE",5,0,0.28571429848671,"south",10974.2778980533,105.236975222571,1,1,0,309.711273193359,0.375169157981873,0.957761943340302,0,0.975335478782654,0.0617924518883228,1,0.396397620439529,0,0,0
"BWA","ROLONG",0,0,1,"south",3127.16486797972,0.357390416275746,0,1,0,5.47044801712036,0.118550859391689,0.721426963806152,0,1.28138887882233,0.168500006198883,0,0,0,0,0
"BWA","SUBIA",0,1,1,"south",592.148020093968,2.81128103967006,0,1,0,8.43129920959473,0.758570194244385,1.03407073020935,0,0.961379647254944,0.614666640758514,0,0.907076895236969,0,0,0
"BWA","TANNEKWE",0,0,0.666666686534882,"south",5141.47092686388,17.3022700129897,0,1,0,100.561897277832,0.729430556297302,0.847236216068268,0,1.01584410667419,0.135846152901649,0,0.662750661373138,0,0,0
"BWA","TAWANA",1,0,0.25,"south",10886.0927153884,20.2843914073755,0,1,0,182.977935791016,0.619004964828491,0.895750761032104,0,0.953275799751282,0.1186428591609,0,0.631836593151093,0,0,0
"BWA","TLHARU",0,0,0.5,"south",717.768147554449,1.13908349748001,0,1,0,3.00576090812683,0.407388895750046,0.629725277423859,0,0.982564806938171,0.0203333329409361,0,0,0,0,0
"BWA","TLOKWA",0,1,0,"south",3604.60385295121,5.00264491170534,0,1,0,26.2710952758789,0.406254827976227,0.562579691410065,0,0.729472219944,0.0921249985694885,0,0.377926886081696,0,0,0
"BEN","ANA",0,1,1,"west",16625.8302928104,1.49259374871527,0,0,0,13.0169563293457,0.173270523548126,0.177537262439728,0,0.175953701138496,0.648000001907349,0,1,0,0,0
"BEN","BARGU",4,1,0.666666686534882,"west",287661.312875042,43.3468562516536,0,1,0,92.3844757080078,0.455136597156525,0.489878445863724,0,0.297302335500717,0.39430770277977,0,1,0,0,0
"BEN","BASILA",0,0,0.666666686534882,"west",10026.0991973459,1.70016924792082,0,0,0,26.2792911529541,0.313042193651199,0.338171750307083,0,0.286500006914139,0.39300000667572,0,1,0,0,0
"BEN","BUSA",0,1,1,"west",16906.7123650253,3.54405919878481,0,0,0,15.8546981811523,0.494510799646378,0.513912439346313,0,0.274749994277954,0.427166670560837,0,1,0,0,0
"BEN","DENDI",0,1,1,"west",33244.510529867,3.37070440933431,0,1,0,9.89955997467041,0.601183831691742,0.63630884885788,0,0.211583331227303,0.408428549766541,0,1,0,0,0
"BEN","EGBA",1,1,0.666666686534882,"west",78550.8559996702,11.5465156332106,0,1,0,54.2347183227539,0.228118404746056,0.253084897994995,0,0.196000009775162,0.481399983167648,0,0.99942147731781,0,0,0
"BEN","FON",51,1,1,"west",989425.887431809,19.3516485957529,1,1,0,56.1992492675781,0.0969166606664658,0.108464367687702,1,0.09649358689785,0.579999983310699,0,0.997054219245911,0,0,0
"BEN","GUN",5,1,1,"west",305551.686368131,1.34839271280712,1,1,1,8.96648788452148,0.0181678514927626,0.0330319739878178,1,0.00597220007330179,0.521499991416931,0,0.5,0,0,0
"BEN","GURMA",0,1,0.333333343267441,"west",26704.9967824795,8.31030847317235,0,1,0,33.8346061706543,0.523615479469299,0.560848355293274,0,0.257046282291412,0.523222208023071,0,1,0,0,0
"BEN","KABRE",0,1,0.5,"west",73039.1221113525,2.22142404786197,0,0,0,3.11164903640747,0.393023312091827,0.416012793779373,0,0.331277757883072,0.494666665792465,0,1,0,0,0
"BEN","KILINGA",0,0,0.666666686534882,"west",59650.8396692695,6.63011365966586,0,1,0,66.6844482421875,0.345347374677658,0.376119017601013,0,0.315067440271378,0.391000002622604,0,1,0,0,0
"BEN","MOBA",0,0,0.5,"west",1495.15215038492,0.134926312156635,0,0,0,0.556528985500336,0.498524397611618,0.517357230186462,0,0.160083338618279,0.491999983787537,0,1,0,0,0
"BEN","NAUDEBA",0,1,0.5,"west",24020.4851331519,1.02182567164166,0,0,0,12.9652576446533,0.421688109636307,0.448057472705841,0,0.362784683704376,0.530499994754791,0,1,0,0,0
"BEN","POPO",2,1,1,"west",116501.000054331,1.26766073270786,0,0,0,19.8546295166016,0.0721151605248451,0.0152954570949078,1,0.0260208249092102,0.654500007629395,0,0.952644228935242,0,0,0
"BEN","SOMBA",1,0,0.666666686534882,"west",141411.904686342,8.86728794596978,0,1,0,50.5171699523926,0.46299746632576,0.492752343416214,0,0.298642367124557,0.531000018119812,0,1,0,0,0
"BEN","TEM",0,1,0.5,"west",12530.4492429437,1.36483647074511,0,0,0,2.30440592765808,0.310220003128052,0.330419093370438,0,0.342962950468063,0.498666673898697,0,1,0,0,0
"BDI","BASHI",103,1,1,"east",82936.7311350458,1.16139697905221,0,1,0,9.89476203918457,0.0536576956510544,1.05522787570953,0,1.60431480407715,0.65200001001358,0,0.568316698074341,0,0,0
"BDI","RUANDA",20,1,1,"east",27356.8830620931,0.385248445663098,0,0,0,2.35762095451355,0.117733128368855,0.993255257606506,0,1.62179172039032,0.461999982595444,0,0.72374016046524,0,0,0
"BDI","RUNDI",2701,1,0.666666686534882,"east",2810964.22799202,23.5527847178994,1,1,1,55.3843002319336,0.0713727399706841,0.960750818252563,0,1.48594284057617,0.521294414997101,0,0.480885416269302,0,0,0
"TCD","ADAMAWA",0,0,1,"other",10854.0291605258,0.643904440511411,0,0,0,6.91463088989258,0.301731169223785,0.790373980998993,0,0.34117591381073,0.430666655302048,0,1,0,0,0
"TCD","BAGIRMI",2,0,0.428571432828903,"other",70405.8846464217,23.849123021235,0,1,0,134.410614013672,0.1755440980196,1.09335827827454,0,0.318187892436981,0.296235293149948,0,1,1,0,0
"TCD","BIDEYAT",18,1,0.5,"other",2276.3196028555,224.251645967603,0,0,0,232.696105957031,0.987056791782379,1.32313227653503,0,0.587315320968628,0.005978022236377,0,0.0257776658982038,0,0,0
"TCD","BUA",2,0,0.200000002980232,"other",22351.0888659175,16.0762462820063,0,1,0,151.69157409668,0.413576424121857,1.12502062320709,0,0.379050940275192,0.534583330154419,0,1,0,0,0
"TCD","BUDUMA",1,0,1,"other",8870.73760723688,7.33179348516171,1,0,0,51.9927215576172,0.168397530913353,1.1910297870636,0,0.292453706264496,0.0114888893440366,0,0.596449017524719,1,0,0
"TCD","BULGEDA",4,0,0.600000023841858,"other",28522.2572525863,140.860309735231,0,0,0,256.372741699219,0.637576937675476,1.41940474510193,0,0.285059839487076,0.0032769232057035,0,0.0455142222344875,0,0,0
"TCD","DARI",0,1,0.666666686534882,"other",39829.7372588523,4.78625246049284,0,0,0,33.0382957458496,0.344202369451523,0.805086553096771,0,0.41762501001358,0.368750005960464,0,1,0,0,0
"TCD","DAZA",2,1,0.400000005960464,"other",23715.6104408458,48.3660445178072,0,0,0,90.2364501953125,0.367343425750732,1.42336583137512,0,0.318945407867432,0.00203448277898133,0,0.247518911957741,1,0,0
"TCD","DEKAKIRI",1,0,0,"other",11539.0230156984,7.03615408122977,0,0,0,214.248504638672,0.265043288469315,1.14196705818176,0,0.38499653339386,0.41499999165535,0,1,0,0,0
"TCD","FANYAN",0,0,0.25,"other",295.646122794742,7.27776509749952,0,0,0,201.667678833008,0.454499125480652,1.23803627490997,0,0.463981479406357,0.50516664981842,0,1,0,0,0
"TCD","FUR",0,0,0.333333343267441,"other",30.1787018936886,0.590161313691224,0,0,0,8.07141971588135,0.843068182468414,1.61405563354492,0,0.648148119449615,0.41499999165535,0,1,0,0,0
"TCD","GABERI",1,0,0.200000002980232,"other",165030.485768048,9.99256919067279,0,1,0,104.166885375977,0.34201243519783,0.931043863296509,0,0.384853184223175,0.675142824649811,0,1,1,0,0
"TCD","GULA",1,1,0.333333343267441,"other",13851.0934929654,21.9950347833743,0,1,0,77.0236663818359,0.588549971580505,1.24957144260406,0,0.400220483541489,0.750500023365021,0,1,1,0,0
"TCD","HABBANIA",0,0,0.5,"other",26.0393843890243,0.314992577646628,0,0,0,4.95870590209961,0.86451643705368,1.60165989398956,0,0.551361083984375,0.417500019073486,0,1,0,0,0
"TCD","HEMAT",37,0,0.333333343267441,"other",63618.8526435019,43.0926784599143,0,0,0,202.677337646484,0.559593915939331,1.41728281974792,0,0.493189990520477,0.397639989852905,0,1,0,0,0
"TCD","KANEMBU",3,1,0.400000005960464,"other",134815.400811233,19.7038157754413,0,0,0,103.81510925293,0.196111664175987,1.25159192085266,0,0.306814819574356,0.00570000009611249,0,0.537357985973358,1,0,0
"TCD","KENGA",4,0,0,"other",75629.7788564324,11.7714882872597,0,0,0,350.420684814453,0.372080355882645,1.3083438873291,0,0.461222231388092,0.337727278470993,0,0.906783998012543,0,0,0
"TCD","KOTOKO",87,1,0.666666686534882,"other",100227.774007657,4.92894906736567,0,1,1,15.4350147247314,0.0451824143528938,1.06955933570862,0,0.299933344125748,0.211400002241135,0,0.99942147731781,0,0,0
"TCD","KREDA",6,0,0.428571432828903,"other",53621.9236822248,76.2843198822907,0,0,0,331.570587158203,0.356268376111984,1.44012296199799,0,0.290457636117935,0.00884999986737967,0,0.5140061378479,0,0,0
"TCD","KUN",0,0,0.200000002980232,"other",13415.9938180342,4.89903911690309,0,1,0,63.2947959899902,0.23242661356926,0.992291331291199,0,0.321199059486389,0.563666701316833,0,1,0,0,0
"TCD","LAKA (ADAMAWA",6,1,0.5,"other",277647.39054156,18.2679650657526,0,1,0,53.5960388183594,0.428976327180862,0.809067964553833,0,0.473378211259842,0.535307705402374,1,1,1,0,0
"TCD","LISI",2,0,0.16666667163372,"other",176693.423669395,29.3529024339357,0,0,0,321.172943115234,0.332280725240707,1.34410572052002,0,0.337897211313248,0.107550002634525,0,0.932201385498047,0,0,0
"TCD","MABA",45,0,0.125,"other",451990.600897469,55.281604534183,0,0,0,199.435440063477,0.58533775806427,1.56628322601318,0,0.476642370223999,0.0941562503576279,0,0.790747702121735,0,0,0
"TCD","MAHAMID",10,0,0.375,"other",26368.8910157373,30.7400521581325,0,0,0,213.766372680664,0.687695443630219,1.62702775001526,0,0.517097234725952,0.0292272735387087,1,0.256807923316956,0,0,0
"TCD","MASA",3,0,0.714285731315613,"other",123848.611497733,9.82984376549172,0,1,0,7.0036039352417,0.255945950746536,0.922032415866852,0,0.348505079746246,0.565363645553589,1,1,0,0,0
"TCD","MASALIT",44,1,0.200000002980232,"other",18782.7189281855,1.99612267025551,0,0,0,22.1996574401855,0.780762493610382,1.66110229492188,0,0.719961047172546,0.283399999141693,0,0.955637395381927,0,0,0
"TCD","MBERE",0,1,1,"other",2480.91185356108,0.338537561965959,0,0,0,7.12608098983765,0.521085321903229,0.753843665122986,0,0.607259273529053,0.549333333969116,0,1,0,0,0
"TCD","MERARIT",24,0,0.400000005960464,"other",92598.7888849699,13.0672939951938,0,0,0,88.571533203125,0.748321712017059,1.72130310535431,0,0.761197209358215,0.141499996185303,0,0.593385934829712,0,0,0
"TCD","MIMI",0,0,0,"other",16550.3391470441,6.80409539861933,0,0,0,221.77018737793,0.638935446739197,1.66064655780792,0,0.390298575162888,0.0106250001117587,0,0.415994256734848,0,0,0
"TCD","MUBI",2,0,0,"other",33330.2228104756,9.6996815748208,0,0,0,229.961944580078,0.503636240959167,1.42800855636597,0,0.457124978303909,0.248166665434837,0,1,0,0,0
"TCD","MUNDANG",4,1,0.5,"other",138492.777579663,9.32651148578045,0,0,0,41.4272956848145,0.285668611526489,0.826171159744263,0,0.388484567403793,0.429333329200745,0,1,0,0,0
"TCD","MUSGU",6,1,0.400000005960464,"other",41921.7644730304,5.86101446923409,0,1,0,36.7838401794434,0.133058995008469,1.00331103801727,0,0.305722236633301,0.377250015735626,0,1,0,0,0
"TCD","NDUKA",2,1,0.666666686534882,"other",33673.4248715559,9.77762653814735,0,1,0,12.0785112380981,0.566055059432983,1.09562575817108,0,0.355830252170563,0.79622220993042,0,1,1,0,0
"TCD","NGAMA",0,1,0.666666686534882,"other",3174.84480702997,4.00210532831012,0,1,0,8.63429641723633,0.532379150390625,0.913705587387085,0,0.394634932279587,0.702714264392853,0,1,0,0,0
"TCD","OKORO",2,0,0.111111111938953,"other",64353.2425487785,19.6833301237024,0,0,0,285.007690429688,0.329435288906097,1.20769417285919,0,0.449081480503082,0.373666673898697,1,1,0,0,0
"TCD","RUNGA",11,1,0.200000002980232,"other",25652.4727231141,37.1778575877303,0,1,0,55.6924781799316,0.690515577793121,1.43363058567047,0,0.472835540771484,0.618040025234222,0,1,0,0,0
"TCD","SALA",10,0,0.571428596973419,"other",349902.376265994,38.5452478094447,0,1,0,97.892578125,0.461544871330261,0.987733423709869,0,0.384412229061127,0.682799994945526,0,1,1,0,0
"TCD","SHUWA",1,1,0.333333343267441,"other",171848.24424359,22.5370948352456,0,1,0,101.960952758789,0.103348508477211,1.17389214038849,0,0.30042690038681,0.0682631582021713,0,0.954537868499756,0,0,1
"TCD","SILA",46,0,0.5,"other",15064.3986078701,18.4400079242085,0,0,0,68.5542068481445,0.728107988834381,1.56048357486725,0,0.573907434940338,0.367200016975403,0,1,0,0,0
"TCD","SOLIMAN",0,0,1,"other",23366.0880894557,6.89071235893724,0,0,0,147.1865234375,0.272159069776535,1.33747184276581,0,0.345439821481705,0.00183333340100944,0,0.26868411898613,0,0,0
