"id","period","session","firm","firmx","order","gender","manager","student","retir","senior","seniord","workingsenior","workingjunior","information","nbseniors","homogend","homodgenck","contribution","pot","potlag","potimean","potimeanlag","payoffpggame","desirnbseniors","invest","payoffriskgame","letters","idicompet","seniordopponent","seniori","option","option0","twoperstour","beliefself","beliefseniors","beliefjuniors","beliefsmatchs","beliefjmatchj","relatabil","performance","perfi","payoffcompetitiongame","expesenck","potlagsenior","heterogend"
2,10,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,10,23,26,6.5,8,418,2,NA,NA,0,1,1,1,0,1,NA,4,6,3,6,NA,0,5,5,90,NA,0,0
2,11,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,5,10,23,2.5,6.5,418,2,NA,NA,0,1,1,1,0,1,NA,4,6,3,6,NA,0,5,5,90,NA,0,0
2,12,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,10,13,10,1.5,2.5,418,2,NA,NA,0,1,1,1,0,1,NA,4,6,3,6,NA,0,5,5,90,NA,0,0
2,13,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,6,13,3,1.5,418,2,NA,NA,0,1,1,1,0,1,NA,4,6,3,6,NA,0,5,5,90,NA,0,0
2,14,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2,6,1,3,418,2,NA,NA,0,1,1,1,0,1,NA,4,6,3,6,NA,0,5,5,90,NA,0,0
2,15,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,5,5,2,0,1,418,2,NA,NA,0,1,1,1,0,1,NA,4,6,3,6,NA,0,5,5,90,NA,0,0
2,16,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,4,5,2,0,418,2,NA,NA,0,1,1,1,0,1,NA,4,6,3,6,NA,0,5,5,90,NA,0,0
2,17,1,1,1,1,1,0,0,0,0,0,0,1,1,2,0,0,10,32,4,11,2,418,2,NA,NA,0,1,1,1,0,1,NA,4,6,3,6,NA,0,5,5,90,0,0,1
3,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,20,40,NA,10,NA,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,NA,1
3,2,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,20,44,40,12,10,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,10,1
3,3,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,20,47,44,13.5,12,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,12,1
3,4,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,20,46,47,13,13.5,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,13.5,1
3,5,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,20,46,46,13,13,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,13,1
3,6,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,17,46,8.5,13,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,13,1
3,7,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,20,45,17,12.5,8.5,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,8.5,1
3,8,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,29,45,14.5,12.5,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,12.5,1
3,9,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,1,20,34,29,7,14.5,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,14.5,0
3,10,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,1,20,40,34,10,7,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,7,0
3,11,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,1,20,36,40,8,10,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,10,0
3,12,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,1,0,9,36,4.5,8,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,8,0
3,13,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,1,20,36,9,8,4.5,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,4.5,0
3,14,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,1,0,17,36,8.5,8,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,8,0
3,15,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,1,0,19,17,9.5,8.5,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,8.5,0
3,16,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,1,0,14,19,7,9.5,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,NA,9.5,0
3,17,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,10,35,14,12.5,7,403,0,NA,NA,0,4,0,0,0,1,NA,20,20,20,NA,20,0,24,10,432,2,7,1
4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,4,14,NA,5,NA,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,NA,1
4,2,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,5,15,14,5,5,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,1
4,3,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,2,13,15,5.5,5,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,1
4,4,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,7,9,13,1,5.5,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,1
4,5,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,2,5,9,1.5,1,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,1
4,6,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,4,8,5,2,1.5,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,1
4,7,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,4,12,8,4,2,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,1
4,8,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,5,14,12,4.5,4,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,1
4,9,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4,26,14,11,4.5,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,0
4,10,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,3,23,26,10,11,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,0
4,11,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,5,10,23,2.5,10,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,0
4,12,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,2,13,10,5.5,2.5,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,0
4,13,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4,6,13,1,5.5,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,0
4,14,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,2,2,6,0,1,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,0
4,15,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,5,2,2.5,0,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,0
4,16,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,2,4,5,1,2.5,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,NA,0,0
4,17,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2,24,4,11,1,381,1,NA,NA,0,3,1,1,1,0,0,5,5,6,5,NA,0,10,24,300,0,0,1
5,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,5,14,NA,4.5,NA,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,NA,1
5,2,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,3,15,14,6,4.5,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,4.5,1
5,3,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,7,13,15,3,6,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,6,1
5,4,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,9,13,4,3,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,3,1
5,5,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,2,5,9,1.5,4,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,4,1
5,6,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,3,8,5,2.5,1.5,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,1.5,1
5,7,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,5,12,8,3.5,2.5,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,2.5,1
5,8,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,14,12,6.5,3.5,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,3.5,1
5,9,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,2,34,14,16,6.5,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,6.5,0
5,10,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,5,40,34,17.5,16,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,16,0
5,11,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,6,36,40,15,17.5,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,17.5,0
5,12,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,4,9,36,2.5,15,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,15,0
5,13,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,1,36,9,17.5,2.5,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,2.5,0
5,14,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,1,17,36,8,17.5,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,17.5,0
5,15,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,5,19,17,7,8,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,8,0
5,16,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,0,14,19,7,7,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,NA,7,0
5,17,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,5,27,14,11,7,441,1,NA,NA,0,6,1,1,1,1,1,5,5,5,5,NA,0,10,18,60,2,7,1
6,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,5,14,NA,4.5,NA,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,NA,1
6,2,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,7,15,14,4,4.5,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,4.5,1
6,3,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,4,13,15,4.5,4,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,4,1
6,4,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,9,13,4,4.5,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,4.5,1
6,5,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,5,9,2,4,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,4,1
6,6,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,8,5,3.5,2,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,2,1
6,7,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,3,12,8,4.5,3.5,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,3.5,1
6,8,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,8,14,12,3,4.5,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,4.5,1
6,9,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,1,19,14,9,3,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,3,0
6,10,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,2,18,19,8,9,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,9,0
6,11,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,3,28,18,12.5,8,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,8,0
6,12,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,4,14,28,5,12.5,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,12.5,0
6,13,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,0,20,14,10,5,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,5,0
6,14,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,2,13,20,5.5,10,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,10,0
6,15,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,1,5,13,2,5.5,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,5.5,0
6,16,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,0,17,5,8.5,2,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,NA,2,0
6,17,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,3,28,17,12.5,8.5,416,0,NA,NA,0,5,1,1,1,1,1,12,12,10,12,NA,0,18,10,540,2,8.5,1
7,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,6,17,NA,5.5,NA,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,NA,1
7,2,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,10,29,17,9.5,5.5,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,1
7,3,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,12,20,29,4,9.5,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,1
7,4,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,25,20,12.5,4,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,1
7,5,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,6,12,25,3,12.5,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,1
7,6,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,8,21,12,6.5,3,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,1
7,7,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,3,26,21,11.5,6.5,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,1
7,8,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,5,20,26,7.5,11.5,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,1
7,9,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,12,26,20,7,7.5,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,0
7,10,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,10,23,26,6.5,7,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,0
7,11,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,10,23,5,6.5,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,0
7,12,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,13,10,6,5,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,0
7,13,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2,6,13,2,6,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,0
7,14,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2,6,1,2,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,0
7,15,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,5,2,2.5,1,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,0
7,16,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2,4,5,1,2.5,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,NA,0,0
7,17,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,10,32,4,11,1,395,1,NA,NA,0,8,1,1,0,1,NA,6,3,5,3,NA,1,9,6,162,0,0,1
8,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,6,17,NA,5.5,NA,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,NA,1
8,2,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,9,29,17,10,5.5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,5.5,1
8,3,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,8,20,29,6,10,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,10,1
8,4,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,15,25,20,5,6,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,6,1
8,5,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,6,12,25,3,5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,5,1
8,6,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,8,21,12,6.5,3,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,3,1
8,7,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,17,26,21,4.5,6.5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,6.5,1
8,8,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,10,20,26,5,4.5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,4.5,1
8,9,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,10,19,20,4.5,5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,5,0
8,10,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,10,18,19,4,4.5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,4.5,0
8,11,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,15,28,18,6.5,4,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,4,0
8,12,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,5,14,28,4.5,6.5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,6.5,0
8,13,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,10,20,14,5,4.5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,4.5,0
8,14,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,5,13,20,4,5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,5,0
8,15,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,0,5,13,2.5,4,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,4,0
8,16,1,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,10,17,5,3.5,2.5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,NA,2.5,0
8,17,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,10,35,17,12.5,3.5,351,0,NA,NA,0,7,0,0,1,0,0,5,6,6,NA,6,0,6,9,180,2,3.5,1
9,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,5,17,NA,6,NA,438,0,NA,NA,0,10,1,1,1,0,0,6,7,6,7,NA,0,14,7,420,NA,NA,1
