"pair","article","brc","pubyear","brcyear","year","citations"
195,1195,"yes",1977,1982,1989,29
195,1195,"yes",1977,1982,1990,32
195,1195,"yes",1977,1982,1991,33
195,1195,"yes",1977,1982,1992,41
195,1195,"yes",1977,1982,1993,45
195,1195,"yes",1977,1982,1994,52
195,1195,"yes",1977,1982,1995,51
195,1195,"yes",1977,1982,1996,42
195,1195,"yes",1977,1982,1997,33
195,1195,"yes",1977,1982,1998,34
195,1195,"yes",1977,1982,1999,24
195,1195,"yes",1977,1982,2000,44
195,1195,"yes",1977,1982,2001,28
197,1197,"yes",1971,1982,1971,0
197,1197,"yes",1971,1982,1972,0
197,1197,"yes",1971,1982,1973,4
197,1197,"yes",1971,1982,1974,0
197,1197,"yes",1971,1982,1975,0
197,1197,"yes",1971,1982,1976,1
197,1197,"yes",1971,1982,1977,4
197,1197,"yes",1971,1982,1978,0
197,1197,"yes",1971,1982,1979,4
197,1197,"yes",1971,1982,1980,3
197,1197,"yes",1971,1982,1981,5
197,1197,"yes",1971,1982,1982,1
197,1197,"yes",1971,1982,1983,2
197,1197,"yes",1971,1982,1984,1
197,1197,"yes",1971,1982,1985,0
197,1197,"yes",1971,1982,1986,3
197,1197,"yes",1971,1982,1987,1
197,1197,"yes",1971,1982,1988,2
197,1197,"yes",1971,1982,1989,1
197,1197,"yes",1971,1982,1990,2
197,1197,"yes",1971,1982,1991,0
197,1197,"yes",1971,1982,1992,1
197,1197,"yes",1971,1982,1993,0
197,1197,"yes",1971,1982,1994,2
197,1197,"yes",1971,1982,1995,0
197,1197,"yes",1971,1982,1996,2
197,1197,"yes",1971,1982,1997,0
197,1197,"yes",1971,1982,1998,2
197,1197,"yes",1971,1982,1999,1
197,1197,"yes",1971,1982,2000,0
197,1197,"yes",1971,1982,2001,1
198,1198,"yes",1974,1982,1974,1
198,1198,"yes",1974,1982,1975,1
198,1198,"yes",1974,1982,1976,0
198,1198,"yes",1974,1982,1977,7
198,1198,"yes",1974,1982,1978,6
198,1198,"yes",1974,1982,1979,5
198,1198,"yes",1974,1982,1980,5
198,1198,"yes",1974,1982,1981,5
198,1198,"yes",1974,1982,1982,7
198,1198,"yes",1974,1982,1983,11
198,1198,"yes",1974,1982,1984,13
198,1198,"yes",1974,1982,1985,14
198,1198,"yes",1974,1982,1986,14
198,1198,"yes",1974,1982,1987,16
198,1198,"yes",1974,1982,1988,18
198,1198,"yes",1974,1982,1989,19
198,1198,"yes",1974,1982,1990,7
198,1198,"yes",1974,1982,1991,12
198,1198,"yes",1974,1982,1992,10
198,1198,"yes",1974,1982,1993,10
198,1198,"yes",1974,1982,1994,12
198,1198,"yes",1974,1982,1995,5
198,1198,"yes",1974,1982,1996,4
198,1198,"yes",1974,1982,1997,4
198,1198,"yes",1974,1982,1998,6
198,1198,"yes",1974,1982,1999,7
198,1198,"yes",1974,1982,2000,7
198,1198,"yes",1974,1982,2001,8
200,1200,"yes",1977,1982,1977,4
200,1200,"yes",1977,1982,1978,7
200,1200,"yes",1977,1982,1979,11
200,1200,"yes",1977,1982,1980,9
200,1200,"yes",1977,1982,1981,11
200,1200,"yes",1977,1982,1982,9
200,1200,"yes",1977,1982,1983,8
200,1200,"yes",1977,1982,1984,10
200,1200,"yes",1977,1982,1985,18
200,1200,"yes",1977,1982,1986,16
200,1200,"yes",1977,1982,1987,15
200,1200,"yes",1977,1982,1988,15
200,1200,"yes",1977,1982,1989,12
200,1200,"yes",1977,1982,1990,7
200,1200,"yes",1977,1982,1991,14
200,1200,"yes",1977,1982,1992,23
200,1200,"yes",1977,1982,1993,20
200,1200,"yes",1977,1982,1994,17
200,1200,"yes",1977,1982,1995,18
200,1200,"yes",1977,1982,1996,18
200,1200,"yes",1977,1982,1997,18
200,1200,"yes",1977,1982,1998,12
200,1200,"yes",1977,1982,1999,12
200,1200,"yes",1977,1982,2000,20
200,1200,"yes",1977,1982,2001,13
201,1201,"yes",1980,1982,1980,0
201,1201,"yes",1980,1982,1981,1
201,1201,"yes",1980,1982,1982,5
201,1201,"yes",1980,1982,1983,4
201,1201,"yes",1980,1982,1984,1
201,1201,"yes",1980,1982,1985,3
201,1201,"yes",1980,1982,1986,0
201,1201,"yes",1980,1982,1987,2
201,1201,"yes",1980,1982,1988,1
201,1201,"yes",1980,1982,1989,2
201,1201,"yes",1980,1982,1990,1
201,1201,"yes",1980,1982,1991,0
201,1201,"yes",1980,1982,1992,5
201,1201,"yes",1980,1982,1993,0
201,1201,"yes",1980,1982,1994,5
201,1201,"yes",1980,1982,1995,3
201,1201,"yes",1980,1982,1996,2
201,1201,"yes",1980,1982,1997,1
201,1201,"yes",1980,1982,1998,0
201,1201,"yes",1980,1982,1999,2
201,1201,"yes",1980,1982,2000,3
201,1201,"yes",1980,1982,2001,2
202,1202,"yes",1980,1982,1980,0
202,1202,"yes",1980,1982,1981,1
202,1202,"yes",1980,1982,1982,5
202,1202,"yes",1980,1982,1983,4
202,1202,"yes",1980,1982,1984,1
202,1202,"yes",1980,1982,1985,3
202,1202,"yes",1980,1982,1986,0
202,1202,"yes",1980,1982,1987,2
202,1202,"yes",1980,1982,1988,1
202,1202,"yes",1980,1982,1989,2
202,1202,"yes",1980,1982,1990,1
202,1202,"yes",1980,1982,1991,0
202,1202,"yes",1980,1982,1992,5
202,1202,"yes",1980,1982,1993,0
202,1202,"yes",1980,1982,1994,5
202,1202,"yes",1980,1982,1995,3
202,1202,"yes",1980,1982,1996,2
202,1202,"yes",1980,1982,1997,1
202,1202,"yes",1980,1982,1998,0
202,1202,"yes",1980,1982,1999,2
202,1202,"yes",1980,1982,2000,3
202,1202,"yes",1980,1982,2001,2
205,1205,"yes",1977,1982,1977,4
205,1205,"yes",1977,1982,1978,7
205,1205,"yes",1977,1982,1979,11
205,1205,"yes",1977,1982,1980,9
205,1205,"yes",1977,1982,1981,11
205,1205,"yes",1977,1982,1982,9
205,1205,"yes",1977,1982,1983,8
205,1205,"yes",1977,1982,1984,10
205,1205,"yes",1977,1982,1985,18
205,1205,"yes",1977,1982,1986,16
205,1205,"yes",1977,1982,1987,15
205,1205,"yes",1977,1982,1988,15
205,1205,"yes",1977,1982,1989,12
205,1205,"yes",1977,1982,1990,7
205,1205,"yes",1977,1982,1991,14
205,1205,"yes",1977,1982,1992,23
205,1205,"yes",1977,1982,1993,20
205,1205,"yes",1977,1982,1994,17
205,1205,"yes",1977,1982,1995,18
205,1205,"yes",1977,1982,1996,18
205,1205,"yes",1977,1982,1997,18
205,1205,"yes",1977,1982,1998,12
205,1205,"yes",1977,1982,1999,12
205,1205,"yes",1977,1982,2000,20
205,1205,"yes",1977,1982,2001,13
206,1206,"yes",1973,1982,1973,NA
206,1206,"yes",1973,1982,1974,NA
206,1206,"yes",1973,1982,1975,NA
206,1206,"yes",1973,1982,1976,NA
206,1206,"yes",1973,1982,1977,NA
206,1206,"yes",1973,1982,1978,NA
206,1206,"yes",1973,1982,1979,NA
206,1206,"yes",1973,1982,1980,NA
206,1206,"yes",1973,1982,1981,24
206,1206,"yes",1973,1982,1982,40
206,1206,"yes",1973,1982,1983,39
206,1206,"yes",1973,1982,1984,30
206,1206,"yes",1973,1982,1985,36
206,1206,"yes",1973,1982,1986,33
206,1206,"yes",1973,1982,1987,36
206,1206,"yes",1973,1982,1988,51
206,1206,"yes",1973,1982,1989,52
206,1206,"yes",1973,1982,1990,58
206,1206,"yes",1973,1982,1991,56
206,1206,"yes",1973,1982,1992,52
206,1206,"yes",1973,1982,1993,52
206,1206,"yes",1973,1982,1994,51
206,1206,"yes",1973,1982,1995,58
206,1206,"yes",1973,1982,1996,56
206,1206,"yes",1973,1982,1997,35
206,1206,"yes",1973,1982,1998,46
206,1206,"yes",1973,1982,1999,54
206,1206,"yes",1973,1982,2000,34
206,1206,"yes",1973,1982,2001,20
207,1207,"yes",1981,1982,1981,1
207,1207,"yes",1981,1982,1982,3
207,1207,"yes",1981,1982,1983,5
207,1207,"yes",1981,1982,1984,5
207,1207,"yes",1981,1982,1985,2
207,1207,"yes",1981,1982,1986,4
207,1207,"yes",1981,1982,1987,3
207,1207,"yes",1981,1982,1988,4
207,1207,"yes",1981,1982,1989,4
207,1207,"yes",1981,1982,1990,1
207,1207,"yes",1981,1982,1991,4
207,1207,"yes",1981,1982,1992,1
207,1207,"yes",1981,1982,1993,2
207,1207,"yes",1981,1982,1994,0
207,1207,"yes",1981,1982,1995,3
207,1207,"yes",1981,1982,1996,2
207,1207,"yes",1981,1982,1997,0
207,1207,"yes",1981,1982,1998,2
207,1207,"yes",1981,1982,1999,2
207,1207,"yes",1981,1982,2000,0
207,1207,"yes",1981,1982,2001,2
208,1208,"yes",1977,1982,1977,4
208,1208,"yes",1977,1982,1978,7
208,1208,"yes",1977,1982,1979,11
208,1208,"yes",1977,1982,1980,9
208,1208,"yes",1977,1982,1981,11
208,1208,"yes",1977,1982,1982,9
208,1208,"yes",1977,1982,1983,8
208,1208,"yes",1977,1982,1984,10
208,1208,"yes",1977,1982,1985,18
208,1208,"yes",1977,1982,1986,16
208,1208,"yes",1977,1982,1987,15
208,1208,"yes",1977,1982,1988,15
208,1208,"yes",1977,1982,1989,12
208,1208,"yes",1977,1982,1990,7
208,1208,"yes",1977,1982,1991,14
208,1208,"yes",1977,1982,1992,23
208,1208,"yes",1977,1982,1993,20
208,1208,"yes",1977,1982,1994,17
208,1208,"yes",1977,1982,1995,18
208,1208,"yes",1977,1982,1996,18
208,1208,"yes",1977,1982,1997,18
208,1208,"yes",1977,1982,1998,12
208,1208,"yes",1977,1982,1999,12
208,1208,"yes",1977,1982,2000,20
208,1208,"yes",1977,1982,2001,13
209,1209,"yes",1982,1982,1982,0
209,1209,"yes",1982,1982,1983,12
209,1209,"yes",1982,1982,1984,5
209,1209,"yes",1982,1982,1985,6
209,1209,"yes",1982,1982,1986,13
209,1209,"yes",1982,1982,1987,9
209,1209,"yes",1982,1982,1988,6
209,1209,"yes",1982,1982,1989,4
209,1209,"yes",1982,1982,1990,4
209,1209,"yes",1982,1982,1991,6
209,1209,"yes",1982,1982,1992,5
209,1209,"yes",1982,1982,1993,3
209,1209,"yes",1982,1982,1994,2
209,1209,"yes",1982,1982,1995,2
209,1209,"yes",1982,1982,1996,3
209,1209,"yes",1982,1982,1997,1
209,1209,"yes",1982,1982,1998,1
209,1209,"yes",1982,1982,1999,1
209,1209,"yes",1982,1982,2000,0
209,1209,"yes",1982,1982,2001,0
211,1211,"yes",1981,1982,1981,4
211,1211,"yes",1981,1982,1982,11
211,1211,"yes",1981,1982,1983,8
211,1211,"yes",1981,1982,1984,7
211,1211,"yes",1981,1982,1985,5
211,1211,"yes",1981,1982,1986,7
211,1211,"yes",1981,1982,1987,6
211,1211,"yes",1981,1982,1988,7
211,1211,"yes",1981,1982,1989,6
211,1211,"yes",1981,1982,1990,7
211,1211,"yes",1981,1982,1991,7
211,1211,"yes",1981,1982,1992,10
211,1211,"yes",1981,1982,1993,14
211,1211,"yes",1981,1982,1994,13
211,1211,"yes",1981,1982,1995,11
211,1211,"yes",1981,1982,1996,7
211,1211,"yes",1981,1982,1997,11
211,1211,"yes",1981,1982,1998,5
211,1211,"yes",1981,1982,1999,4
211,1211,"yes",1981,1982,2000,5
211,1211,"yes",1981,1982,2001,4
214,1214,"yes",1978,1982,1978,0
214,1214,"yes",1978,1982,1979,2
214,1214,"yes",1978,1982,1980,2
214,1214,"yes",1978,1982,1981,1
214,1214,"yes",1978,1982,1982,2
214,1214,"yes",1978,1982,1983,6
214,1214,"yes",1978,1982,1984,4
214,1214,"yes",1978,1982,1985,1
214,1214,"yes",1978,1982,1986,5
214,1214,"yes",1978,1982,1987,9
214,1214,"yes",1978,1982,1988,6
214,1214,"yes",1978,1982,1989,2
214,1214,"yes",1978,1982,1990,7
214,1214,"yes",1978,1982,1991,10
214,1214,"yes",1978,1982,1992,10
214,1214,"yes",1978,1982,1993,6
214,1214,"yes",1978,1982,1994,7
214,1214,"yes",1978,1982,1995,10
214,1214,"yes",1978,1982,1996,13
214,1214,"yes",1978,1982,1997,14
214,1214,"yes",1978,1982,1998,10
214,1214,"yes",1978,1982,1999,9
214,1214,"yes",1978,1982,2000,13
214,1214,"yes",1978,1982,2001,13
215,1215,"yes",1972,1982,1972,0
215,1215,"yes",1972,1982,1973,0
215,1215,"yes",1972,1982,1974,0
215,1215,"yes",1972,1982,1975,0
215,1215,"yes",1972,1982,1976,0
215,1215,"yes",1972,1982,1977,0
215,1215,"yes",1972,1982,1978,0
215,1215,"yes",1972,1982,1979,0
215,1215,"yes",1972,1982,1980,0
215,1215,"yes",1972,1982,1981,0
215,1215,"yes",1972,1982,1982,0
215,1215,"yes",1972,1982,1983,0
215,1215,"yes",1972,1982,1984,0
215,1215,"yes",1972,1982,1985,0
215,1215,"yes",1972,1982,1986,0
215,1215,"yes",1972,1982,1987,0
215,1215,"yes",1972,1982,1988,0
215,1215,"yes",1972,1982,1989,0
215,1215,"yes",1972,1982,1990,0
215,1215,"yes",1972,1982,1991,0
215,1215,"yes",1972,1982,1992,0
215,1215,"yes",1972,1982,1993,0
215,1215,"yes",1972,1982,1994,0
215,1215,"yes",1972,1982,1995,0
215,1215,"yes",1972,1982,1996,0
215,1215,"yes",1972,1982,1997,0
215,1215,"yes",1972,1982,1998,0
215,1215,"yes",1972,1982,1999,0
215,1215,"yes",1972,1982,2000,0
215,1215,"yes",1972,1982,2001,0
219,1219,"yes",1978,1983,1978,1
219,1219,"yes",1978,1983,1979,5
219,1219,"yes",1978,1983,1980,3
219,1219,"yes",1978,1983,1981,2
219,1219,"yes",1978,1983,1982,1
219,1219,"yes",1978,1983,1983,3
219,1219,"yes",1978,1983,1984,2
219,1219,"yes",1978,1983,1985,8
219,1219,"yes",1978,1983,1986,1
219,1219,"yes",1978,1983,1987,2
219,1219,"yes",1978,1983,1988,3
219,1219,"yes",1978,1983,1989,7
219,1219,"yes",1978,1983,1990,6
219,1219,"yes",1978,1983,1991,4
219,1219,"yes",1978,1983,1992,2
219,1219,"yes",1978,1983,1993,1
219,1219,"yes",1978,1983,1994,4
219,1219,"yes",1978,1983,1995,4
219,1219,"yes",1978,1983,1996,3
219,1219,"yes",1978,1983,1997,3
219,1219,"yes",1978,1983,1998,3
219,1219,"yes",1978,1983,1999,2
219,1219,"yes",1978,1983,2000,3
219,1219,"yes",1978,1983,2001,2
220,1220,"yes",1979,1983,1979,0
220,1220,"yes",1979,1983,1980,0
220,1220,"yes",1979,1983,1981,3
220,1220,"yes",1979,1983,1982,2
220,1220,"yes",1979,1983,1983,1
220,1220,"yes",1979,1983,1984,1
220,1220,"yes",1979,1983,1985,6
220,1220,"yes",1979,1983,1986,0
220,1220,"yes",1979,1983,1987,2
220,1220,"yes",1979,1983,1988,0
220,1220,"yes",1979,1983,1989,2
220,1220,"yes",1979,1983,1990,0
220,1220,"yes",1979,1983,1991,3
220,1220,"yes",1979,1983,1992,2
220,1220,"yes",1979,1983,1993,3
220,1220,"yes",1979,1983,1994,0
220,1220,"yes",1979,1983,1995,1
220,1220,"yes",1979,1983,1996,1
220,1220,"yes",1979,1983,1997,2
220,1220,"yes",1979,1983,1998,3
220,1220,"yes",1979,1983,1999,0
220,1220,"yes",1979,1983,2000,2
220,1220,"yes",1979,1983,2001,1
221,1221,"yes",1977,1983,1977,0
221,1221,"yes",1977,1983,1978,9
221,1221,"yes",1977,1983,1979,12
221,1221,"yes",1977,1983,1980,13
221,1221,"yes",1977,1983,1981,13
221,1221,"yes",1977,1983,1982,10
221,1221,"yes",1977,1983,1983,10
221,1221,"yes",1977,1983,1984,8
221,1221,"yes",1977,1983,1985,17
221,1221,"yes",1977,1983,1986,4
221,1221,"yes",1977,1983,1987,12
221,1221,"yes",1977,1983,1988,8
221,1221,"yes",1977,1983,1989,4
221,1221,"yes",1977,1983,1990,8
221,1221,"yes",1977,1983,1991,5
221,1221,"yes",1977,1983,1992,5
221,1221,"yes",1977,1983,1993,4
221,1221,"yes",1977,1983,1994,5
221,1221,"yes",1977,1983,1995,3
221,1221,"yes",1977,1983,1996,5
221,1221,"yes",1977,1983,1997,5
221,1221,"yes",1977,1983,1998,9
221,1221,"yes",1977,1983,1999,4
221,1221,"yes",1977,1983,2000,8
221,1221,"yes",1977,1983,2001,7
222,1222,"yes",1980,1983,1980,0
222,1222,"yes",1980,1983,1981,1
222,1222,"yes",1980,1983,1982,5
222,1222,"yes",1980,1983,1983,4
222,1222,"yes",1980,1983,1984,3
222,1222,"yes",1980,1983,1985,1
222,1222,"yes",1980,1983,1986,0
222,1222,"yes",1980,1983,1987,3
222,1222,"yes",1980,1983,1988,0
222,1222,"yes",1980,1983,1989,3
222,1222,"yes",1980,1983,1990,0
222,1222,"yes",1980,1983,1991,0
222,1222,"yes",1980,1983,1992,5
222,1222,"yes",1980,1983,1993,0
222,1222,"yes",1980,1983,1994,5
222,1222,"yes",1980,1983,1995,3
222,1222,"yes",1980,1983,1996,2
222,1222,"yes",1980,1983,1997,1
222,1222,"yes",1980,1983,1998,0
222,1222,"yes",1980,1983,1999,2
222,1222,"yes",1980,1983,2000,3
222,1222,"yes",1980,1983,2001,2
223,1223,"yes",1979,1983,1979,1
223,1223,"yes",1979,1983,1980,4
223,1223,"yes",1979,1983,1981,10
223,1223,"yes",1979,1983,1982,13
223,1223,"yes",1979,1983,1983,15
223,1223,"yes",1979,1983,1984,22
223,1223,"yes",1979,1983,1985,23
223,1223,"yes",1979,1983,1986,12
223,1223,"yes",1979,1983,1987,27
223,1223,"yes",1979,1983,1988,22
223,1223,"yes",1979,1983,1989,29
223,1223,"yes",1979,1983,1990,39
223,1223,"yes",1979,1983,1991,29
223,1223,"yes",1979,1983,1992,20
223,1223,"yes",1979,1983,1993,30
223,1223,"yes",1979,1983,1994,16
223,1223,"yes",1979,1983,1995,18
223,1223,"yes",1979,1983,1996,22
223,1223,"yes",1979,1983,1997,24
223,1223,"yes",1979,1983,1998,15
223,1223,"yes",1979,1983,1999,19
223,1223,"yes",1979,1983,2000,14
223,1223,"yes",1979,1983,2001,6
224,1224,"yes",1976,1983,1976,0
224,1224,"yes",1976,1983,1977,9
224,1224,"yes",1976,1983,1978,13
224,1224,"yes",1976,1983,1979,16
224,1224,"yes",1976,1983,1980,14
224,1224,"yes",1976,1983,1981,6
224,1224,"yes",1976,1983,1982,6
224,1224,"yes",1976,1983,1983,13
224,1224,"yes",1976,1983,1984,6
224,1224,"yes",1976,1983,1985,11
224,1224,"yes",1976,1983,1986,1
224,1224,"yes",1976,1983,1987,9
