"state","year","farsocc","farsnocc","usage","percapin","unemp","meanage","precentb","precenth","densurb","densrur","viopcap","proppcap","vmtrural","vmturban","fueltax","lim65","lim70p","mlda21","bac08","ds","dp","dsp"
"CA",1990,4071,1121,0.570999979972839,21363,5.76999998092651,33.8367233276367,0.0774172395467758,0.259635239839554,2.7597062587738,0.61263120174408,3.49266156263184e-05,0.000185741620953195,54923,204003,9,1,0,1,1,1,0,0
"CA",1991,3679,1009,0.593499958515167,21491,7.73000001907349,33.7984924316406,0.0774826034903526,0.265305519104004,2.71062302589417,0.605202436447144,3.58614452125039e-05,0.000186972989467904,55094,202882,15,1,0,1,1,1,0,0
"CA",1992,3302,890,0.666000008583069,22191,9.28999996185303,33.8995819091797,0.0772277787327766,0.271428167819977,2.62984776496887,0.590517222881317,3.62906612281222e-05,0.000180195071152411,52197,210351,16,1,0,1,1,1,0,0
"CA",1993,3175,989,0.813000023365021,22430,9.39000034332275,33.9820594787598,0.0769216269254684,0.278916001319885,2.64795637130737,0.587270259857178,3.46278538927436e-05,0.000172828280483373,51762,214646,17,1,0,1,1,1,0,1
"CA",1994,3266,966,0.826999962329865,22953,8.59000015258789,34.0540046691895,0.07647854834795,0.286328107118607,2.70251607894897,0.599601984024048,3.23687709169462e-05,0.000164906639838591,52723,219220,18,1,0,1,1,1,0,1
"CA",1995,3217,975,0.816999971866608,23983,7.8600001335144,34.1773719787598,0.0761721804738045,0.292310655117035,2.70277500152588,0.607017278671265,3.06940455629956e-05,0.000154582696268335,53338,223033,18,1,1,1,1,1,0,1
"CA",1996,3068,921,0.845000028610229,25142,7.23000001907349,34.2943305969238,0.0759134367108345,0.298341363668442,2.70809412002563,0.606153547763824,2.71612261713017e-05,0.000136801027110778,52976,225067,18,1,1,1,1,1,0,1
"CA",1997,2801,887,0.851999998092651,26314,6.30000019073486,34.4820899963379,0.0756057724356651,0.303953975439072,2.76906180381775,0.630499720573425,2.48044070758624e-05,0.000126377170090564,55071,230541,18,1,1,1,1,1,0,1
"CO",1983,548,98,NA,13460,6.67999982833862,32.6092262268066,0.0377680324018002,0.120739564299583,1.23315012454987,0.165000081062317,0.000152036431245506,0.00196280004456639,10643,13466,12,0,0,0,0,0,0,0
"CO",1984,531,77,NA,14597,5.67999982833862,32.7904396057129,0.0382991619408131,0.121667854487896,1.24244725704193,0.176533743739128,0.000144408215419389,0.0018969610100612,11510,13078,12,0,0,0,0,0,0,0
"CO",1985,512,67,NA,15224,5.8899998664856,32.9454574584961,0.0390977971255779,0.122473642230034,1.4932998418808,0.154830902814865,0.000146797188790515,0.00200953683815897,10099,16047,12,0,0,0,0,0,0,0
"CO",1986,533,70,NA,15571,7.44000005722046,33.115364074707,0.0396917313337326,0.123431712388992,1.47910940647125,0.156550064682961,0.000161722811753862,0.00201031705364585,10239,16143,18,0,0,0,0,0,0,0
"CO",1987,510,81,NA,16147,7.65999984741211,33.2912368774414,0.0402376353740692,0.124832846224308,1.48695492744446,0.159886062145233,0.000143385739647783,0.0018352426122874,10497,16471,18,1,0,1,0,1,0,0
"CO",1988,441,56,NA,16985,6.42999982833862,33.5219192504883,0.0405648797750473,0.126395642757416,1.50157272815704,0.16595983505249,0.000144862933666445,0.00174900470301509,10957,16708,18,1,0,1,0,1,0,0
"CO",1989,457,70,NA,18110,5.78000020980835,33.7736434936523,0.0409762784838676,0.127712070941925,1.39923417568207,0.17941389977932,0.00014389974239748,0.00169973983429372,11865,15712,20,1,0,1,0,1,0,0
"CO",1990,487,57,0.5,19290,5.03999996185303,34.0188293457031,0.0413738340139389,0.129670962691307,1.37233853340149,0.176319122314453,0.000159199917106889,0.00167308747768402,11709,15469,20,1,0,1,0,1,0,0
"CO",1991,480,63,0.509999990463257,20099,5.05999994277954,34.1767730712891,0.0420408882200718,0.130810305476189,1.43594038486481,0.172214791178703,0.000166047117090784,0.00163730536587536,11459,16285,22,1,0,1,0,1,0,0
"CO",1992,452,70,0.5,21005,6.01000022888184,34.3463516235352,0.0424111820757389,0.131957232952118,1.41731238365173,0.165752455592155,0.000167265767231584,0.00155460729729384,10818,18109,22,1,0,1,0,1,0,0
"CO",1993,480,79,0.529999971389771,22117,5.26999998092651,34.5524101257324,0.0427316874265671,0.133759528398514,1.52336668968201,0.198456346988678,0.000159254355821759,0.00139231258071959,13062,19656,22,1,0,1,0,1,0,0
"CO",1994,525,61,0.540000021457672,23019,4.23000001907349,34.7841567993164,0.0428303293883801,0.135186761617661,1.51185834407806,0.191347658634186,0.000139467723784037,0.00131599081214517,13561,20144,22,1,0,1,0,1,0,0
"CO",1995,578,67,0.560000002384186,24304,4.17999982833862,34.9894180297852,0.0427054241299629,0.137362614274025,1.55988132953644,0.197468101978302,0.000117753937956877,0.0013257849495858,14023,21035,22,1,0,1,0,1,0,0
"CO",1996,534,83,0.560000002384186,25627,4.23000001907349,35.1913871765137,0.0427686125040054,0.13982355594635,1.56091666221619,0.208352655172348,0.000106062805571128,0.00123604468535632,14822,21319,22,1,0,1,0,1,0,0
"CO",1997,547,66,0.589999973773956,27015,3.25999999046326,35.3195877075195,0.0428886823356152,0.142785936594009,1.62399888038635,0.214000836014748,9.33164556045085e-05,0.00110154203139246,15239,22507,22,1,0,1,0,1,0,0
"CT",1983,368,70,NA,15620,6.01999998092651,36.034252166748,0.0753703117370605,0.047839168459177,1.4737286567688,0.554641723632812,0.000118577925604768,0.00145551457535475,4923,15707,14,0,0,0,0,0,0,0
"CT",1984,389,80,NA,17360,4.6100001335144,36.1912384033203,0.0767336487770081,0.0502222292125225,1.50486433506012,0.56125545501709,0.00012385101581458,0.001331762294285,4989,16087,15,0,0,0,0,0,0,0
"CT",1985,369,79,NA,18531,4.84000015258789,36.3009796142578,0.0781233236193657,0.0525458045303822,1.56555390357971,0.601975500583649,0.000125566162751056,0.0013441622722894,5363,16789,16,0,0,1,0,0,0,0
"CT",1986,365,90,NA,19815,3.77999997138977,36.3553848266602,0.0795252844691277,0.054980207234621,1.6993864774704,0.646248579025269,0.000132075321744196,0.00136579968966544,5771,18282,17,0,0,1,0,0,1,0
"CT",1987,373,76,NA,21588,3.32999992370605,36.4513473510742,0.0810333639383316,0.0575088411569595,1.88711476325989,0.720415711402893,0.000129039355670102,0.0014093917561695,6447,20328,19,0,0,1,0,0,1,0
"CT",1988,396,88,NA,23699,2.98000001907349,36.5017051696777,0.0827404409646988,0.0602157674729824,1.80518043041229,0.728526949882507,0.000139177878736518,0.00141879578586668,6548,19514,20,0,0,1,0,0,1,0
"CT",1989,333,73,NA,25407,3.63000011444092,36.5743789672852,0.0844113007187843,0.062794454395771,1.80209767818451,0.72924268245697,0.000155863279360346,0.00144917308352888,6596,19587,20,0,0,1,0,0,1,0
"CT",1990,313,72,0.589999973773956,26453,5.17000007629395,36.7700958251953,0.0859275013208389,0.0651296600699425,1.80706095695496,0.726062059402466,0.000168353974004276,0.00146947370376438,6597,19706,22,0,0,1,0,0,1,0
"CT",1991,255,55,0.610000014305115,26721,6.78999996185303,36.8206405639648,0.0873971059918404,0.0673647820949554,1.81621670722961,0.733078598976135,0.000164175551617518,0.00146760628558695,6715,19913,25,1,0,1,0,0,1,0
"CT",1992,251,45,0.709999978542328,28345,7.61999988555908,36.9771003723145,0.088065505027771,0.069202221930027,1.77374744415283,0.690801441669464,0.000151378320879303,0.00139283516909927,6068,20391,26,0,0,1,0,0,1,0
"CT",1993,290,52,0.709999978542328,29232,6.26999998092651,37.0656204223633,0.0891896039247513,0.0713452622294426,1.76955735683441,0.745972335338593,0.00013950681022834,0.00128264317754656,6575,20426,29,0,0,1,0,0,1,0
"CT",1994,241,69,0.720000028610229,30310,5.57000017166138,37.1605911254883,0.0896806642413139,0.0731773003935814,1.79904806613922,0.719220757484436,0.000139488256536424,0.00125339312944561,6350,20788,31,0,0,1,0,0,1,0
"CT",1995,262,55,0.720000028610229,32073,5.51999998092651,37.279956817627,0.0901747271418571,0.0750619620084763,1.83572721481323,0.755212426185608,0.000124437923659571,0.00125615566503257,6701,21344,34,0,0,1,0,0,1,0
"CT",1996,255,55,0.620000004768372,33979,5.73999977111816,37.4275665283203,0.0908058136701584,0.0774506628513336,1.818150639534,0.773430466651917,0.000126228973385878,0.00116902741137892,6899,21236,38,0,0,1,0,0,1,0
"CT",1997,280,59,0.639999985694885,35863,5.09000015258789,37.5472793579102,0.0915451571345329,0.0798720046877861,1.83555209636688,0.786312401294708,0.000119628879474476,0.00109983503352851,7043,21509,39,0,0,1,0,0,1,0
"DC",1983,43,23,NA,15267,11.6000003814697,35.7238540649414,0.688636541366577,0.0349692702293396,2.81215977668762,9.99999997475243e-07,0.00302860722877085,0.01163499802351,9.99999997475243e-07,3099,14.8000001907349,0,0,0,0,0,0,0
"DC",1984,31,33,NA,16620,9.0600004196167,35.8357276916504,0.683687925338745,0.037626463919878,2.9165153503418,9.99999997475243e-07,0.00271796295419335,0.0108462562784553,9.99999997475243e-07,3214,15.5,0,0,0,0,0,0,0
"DC",1985,34,26,NA,17531,8.36999988555908,35.8874282836914,0.679345548152924,0.0402886457741261,2.92468237876892,9.99999997475243e-07,0.00256052054464817,0.010045719332993,9.99999997475243e-07,3223,15.5,0,0,0,0,0,0,0
"DC",1986,28,16,NA,18335,7.73000001907349,35.8914070129395,0.675181210041046,0.0431143753230572,2.98275852203369,9.99999997475243e-07,0.0023583322763443,0.0107069732621312,9.99999997475243e-07,3287,15.5,0,0,1,0,1,0,0
"DC",1987,24,29,NA,19566,6.3600001335144,35.9766387939453,0.671781241893768,0.0459306873381138,3.05626130104065,9.99999997475243e-07,0.00252818875014782,0.0107410158962011,9.99999997475243e-07,3368,15.5,1,0,1,0,1,0,0
"DC",1988,35,26,NA,21782,4.82999992370605,36.0415382385254,0.668940246105194,0.0488539561629295,3.08983659744263,9.99999997475243e-07,0.00304809887893498,0.012678749859333,9.99999997475243e-07,3405,15.5,1,0,1,0,1,0,0
"DC",1989,41,31,NA,23438,5.07999992370605,36.1164970397949,0.666034877300262,0.0516990572214127,3.09800362586975,9.99999997475243e-07,0.00343160447664559,0.0130598321557045,9.99999997475243e-07,3414,18,1,0,1,0,1,0,0
"DC",1990,29,19,0.490000009536743,25646,6.63000011444092,36.9136543273926,0.661007225513458,0.0541681572794914,3.09165143966675,9.99999997475243e-07,0.00407148199155927,0.0137735558673739,9.99999997475243e-07,3407,18,1,0,1,0,1,0,0
"DC",1991,38,25,0.490000009536743,27028,7.84000015258789,36.8610496520996,0.662037312984467,0.0560422353446484,3.1125226020813,9.99999997475243e-07,0.00413146149367094,0.0140020810067654,9.99999997475243e-07,3430,18,1,0,1,0,1,0,0
"DC",1992,33,17,0.589999973773956,28597,8.5600004196167,37.0413513183594,0.659758925437927,0.0580375678837299,3.22644925117493,9.99999997475243e-07,0.00484318984672427,0.0146593218669295,9.99999997475243e-07,3562,18,1,0,1,0,1,0,0
"DC",1993,30,27,0.620000004768372,29912,8.63000011444092,37.2308578491211,0.654906630516052,0.0612218007445335,3.14814805984497,9.99999997475243e-07,0.0050621978007257,0.0153145873919129,9.99999997475243e-07,3485,18,1,0,1,0,1,0,0
"DC",1994,44,25,0.620000004768372,31212,8.18000030517578,37.4215431213379,0.648899972438812,0.064385399222374,3.12318849563599,9.99999997475243e-07,0.00470599206164479,0.0148863401263952,9.99999997475243e-07,3448,18,1,0,1,0,1,0,0
"DC",1995,44,14,0.629999995231628,32398,8.89999961853027,37.650447845459,0.643782615661621,0.06671541929245,2.43842363357544,9.99999997475243e-07,0.00481725903227925,0.017217518761754,9.99999997475243e-07,3465,20,1,0,1,0,1,0,0
"DC",1996,40,22,0.579999983310699,34213,8.52999973297119,38.0677490234375,0.63712877035141,0.0691768303513527,2.34677982330322,9.99999997475243e-07,0.00457670399919152,0.017468674108386,9.99999997475243e-07,3316,20,1,0,1,0,1,0,0
"DC",1997,35,25,0.660000026226044,35704,7.92999982833862,38.3756713867188,0.628192365169525,0.0703063830733299,2.33403515815735,9.99999997475243e-07,0.00381999579258263,0.0147480797022581,9.99999997475243e-07,3326,20,1,0,1,0,1,0,1
"DE",1983,90,20,NA,13159,8.07999992370605,34.2215461730957,0.164277389645576,0.0184683240950108,1.81474101543427,0.57048225402832,0.000748470600228757,0.00828005746006966,2153,2733,11,0,0,1,0,0,0,0
"DE",1984,104,26,NA,14291,6.17999982833862,34.4224662780762,0.164772465825081,0.0192358009517193,1.85377049446106,0.611861288547516,0.000712532841134816,0.00747505854815245,2311,2827,11,0,0,1,0,0,0,0
"DE",1985,81,23,NA,15451,5.3600001335144,34.5659408569336,0.165315344929695,0.0199713725596666,1.91824722290039,0.642706155776978,0.000700777862221003,0.00732345366850495,2432,2933,11,0,0,1,0,0,0,0
