"id","year","lgdp","lsrate","lpopg"
13,1960,6.64509105682373,NA,NA
13,1965,6.88346242904663,-3.08216190338135,-2.57965707778931
13,1970,7.00397396087646,-3.25346732139587,-2.61046981811523
13,1975,7.10085201263428,-3.38907122612,-2.67800617218018
13,1980,7.36137533187866,-2.65356206893921,-2.5652494430542
13,1985,7.52779388427734,-2.6538462638855,-2.56135582923889
16,1960,6.2005090713501,NA,NA
16,1965,6.39359092712402,-3.55995869636536,-2.62003922462463
16,1970,6.40191698074341,-3.60380339622498,-2.64648485183716
16,1975,6.53087759017944,-3.77836656570435,-2.54848551750183
16,1980,6.7833251953125,-2.51305913925171,-2.46863961219788
16,1985,6.42324686050415,-2.22174263000488,-2.48771047592163
17,1960,6.77193546295166,NA,NA
17,1965,6.76619148254395,-2.14302062988281,-2.57046461105347
17,1970,6.92461252212524,-2.35387849807739,-2.65926003456116
17,1975,6.77878475189209,-2.60126066207886,-2.57046461105347
17,1980,6.82654523849487,-2.67597031593323,-2.69414734840393
17,1985,6.63200187683105,-3.11047005653381,-2.4973840713501
21,1960,6.4645881652832,NA,NA
21,1965,6.39024066925049,-1.70539832115173,-2.45690250396729
21,1970,6.36647033691406,-1.70859551429749,-2.45690250396729
21,1975,6.70441436767578,-1.47762048244476,-2.45807003974915
21,1980,6.78897190093994,-1.81474149227142,-2.42814826965332
21,1985,6.64898443222046,-1.88796210289001,-2.40351104736328
22,1960,5.66296052932739,NA,NA
22,1965,5.93753623962402,-3.2539849281311,-2.6578323841095
22,1970,5.95842456817627,-2.65299391746521,-2.66068959236145
22,1975,6.56244421005249,-2.39777517318726,-2.61866664886475
22,1980,6.81783056259155,-1.88242840766907,-2.5836226940155
22,1985,6.81563997268677,-1.71969926357269,-2.57439374923706
23,1960,6.55250787734985,NA,NA
23,1965,6.68710851669312,-1.20004713535309,-2.57046461105347
23,1970,6.85540866851807,-1.99804592132568,-2.57046461105347
23,1975,6.85856485366821,-2.27399754524231,-2.52697944641113
23,1980,6.8254599571228,-2.06419825553894,-2.51454138755798
23,1985,6.69084215164185,-2.6693103313446,-2.5010359287262
25,1960,5.90536165237427,NA,NA
25,1965,5.9889612197876,-2.71992039680481,-2.63108921051025
25,1970,6.06610822677612,-2.32544445991516,-2.56006121635437
25,1975,6.21260595321655,-1.84871089458466,-2.52823185920715
25,1980,6.2934193611145,-1.76761329174042,-2.52697944641113
25,1985,6.21260595321655,-2.21769261360168,-2.42928266525269
26,1960,6.2045578956604,NA,NA
26,1965,6.00141477584839,-3.08390808105469,-2.60099101066589
26,1970,5.96357917785645,-2.58521318435669,-2.59160137176514
26,1975,6.06378507614136,-2.62720775604248,-2.65498352050781
26,1980,6.21059989929199,-2.70905065536499,-2.63108921051025
26,1985,6.2441668510437,-2.78255820274353,-2.61866664886475
28,1960,7.94378280639648,NA,NA
28,1965,8.03138542175293,-2.01921224594116,-2.61866664886475
28,1970,7.75705099105835,-2.37709307670593,-2.62141394615173
28,1975,8.18674278259277,-2.04980516433716,-2.77098989486694
28,1980,8.26744937896729,-1.97847461700439,-2.68824768066406
28,1985,8.32748413085938,-2.41017031669617,-2.79852199554443
31,1960,6.22059011459351,NA,NA
31,1965,6.40687990188599,-2.40905737876892,-2.59160137176514
31,1970,6.61873912811279,-2.62416863441467,-2.59293746948242
31,1975,6.40025758743286,-2.47289896011353,-2.55232930183411
31,1980,6.54247188568115,-2.29322910308838,-2.53577899932861
31,1985,6.27852153778076,-2.56109690666199,-2.53199815750122
33,1960,6.24222326278687,NA,NA
33,1965,5.8200831413269,-3.86704969406128,-2.53325700759888
33,1970,6.43775177001953,-3.49991345405579,-2.53199815750122
33,1975,6.41017484664917,-3.44077014923096,-2.48891472816467
33,1980,6.59850883483887,-3.09931659698486,-2.48891472816467
33,1985,6.59441328048706,-2.97592973709106,-2.50347805023193
34,1960,6.92461252212524,NA,NA
34,1965,7.00215578079224,-2.67946267127991,-2.61319470405579
34,1970,7.00940895080566,-2.89389801025391,-2.61319470405579
34,1975,6.98933506011963,-2.58150577545166,-2.61319470405579
34,1980,6.99117708206177,-2.71055340766907,-2.55104637145996
34,1985,7.01121377944946,-3.15074992179871,-2.54976511001587
36,1965,6.83303165435791,NA,NA
36,1970,6.95654535293579,-3.5240433216095,-2.7551417350769
36,1975,6.98378992080688,-3.97816276550293,-2.66499066352844
36,1980,6.90975332260132,-4.19970512390137,-2.63945746421814
36,1985,6.74758672714233,-3.99976181983948,-2.61319470405579
38,1960,7.65302038192749,NA,NA
38,1965,7.83873748779297,-1.67835938930511,-2.63247895240784
38,1970,8.05832767486572,-1.48016560077667,-2.63247895240784
38,1975,8.16166019439697,-1.47613155841827,-2.60504245758057
38,1980,8.16451072692871,-1.54019176959991,-2.62831521034241
38,1985,8.1179084777832,-1.46473169326782,-2.62970113754272
39,1975,6.92755794525146,NA,NA
39,1980,7.01211547851562,-3.33484792709351,-2.51577830314636
39,1985,6.93439722061157,-3.36563730239868,-2.51330614089966
40,1960,7.09589338302612,NA,NA
40,1965,7.42952060699463,-1.54224669933319,-2.50837993621826
40,1970,7.77904844284058,-1.67675364017487,-2.50225639343262
40,1975,7.80954122543335,-1.65109360218048,-2.55747723579407
40,1980,8.00769996643066,-1.45551586151123,-2.50837993621826
40,1985,7.67693710327148,-1.69881570339203,-2.49012017250061
41,1960,5.74300336837769,NA,NA
41,1965,5.91620206832886,-2.2074568271637,-2.52823185920715
41,1970,6.06610822677612,-1.88308560848236,-2.52823185920715
41,1975,6.24804306030273,-1.66357731819153,-2.48771047592163
41,1980,6.18001651763916,-1.74102830886841,-2.49495697021484
41,1985,6.11368227005005,-1.86420118808746,-2.47574877738953
42,1960,5.88610410690308,NA,NA
42,1965,6.19847869873047,-2.11511015892029,-2.53957414627075
42,1970,6.4297194480896,-1.85342216491699,-2.54084229469299
42,1975,6.41017484664917,-1.67975306510925,-2.59829926490784
42,1980,6.58479118347168,-1.15702557563782,-2.59829926490784
42,1985,6.4118185043335,-1.69271087646484,-2.4913272857666
43,1960,6.98100566864014,NA,NA
43,1965,7.10249948501587,-2.02829217910767,-2.68092155456543
43,1970,7.24422740936279,-1.59691667556763,-2.65356206893921
43,1975,7.60190200805664,-1.70484805107117,-2.68824768066406
43,1980,7.81399583816528,-1.7396605014801,-2.57965707778931
43,1985,7.90248727798462,-1.78498244285583,-2.58097720146179
44,1960,6.51914739608765,NA,NA
44,1965,6.59441328048706,-2.18569135665894,-2.39470028877258
44,1970,6.63725805282593,-1.96411490440369,-2.42928266525269
44,1975,6.54821920394897,-2.22525382041931,-2.57965707778931
44,1980,6.23636960983276,-2.64001774787903,-2.57965707778931
44,1985,6.1420373916626,-2.85007476806641,-2.52572870254517
45,1960,6.13122653961182,NA,NA
45,1965,6.2441668510437,-3.76619267463684,-2.67364883422852
45,1970,6.46614456176758,-3.50789213180542,-2.65072512626648
45,1975,6.39859485626221,-2.99573230743408,-2.55232930183411
45,1980,6.10702276229858,-2.84112453460693,-2.49253559112549
45,1985,6.04500532150269,-2.62637805938721,-2.52074098587036
46,1960,6.85646200180054,NA,NA
46,1965,6.98933506011963,-1.10557651519775,-2.55361390113831
46,1970,6.99942255020142,-1.06039202213287,-2.54720759391785
46,1975,7.10906219482422,-0.938178539276123,-2.51825666427612
46,1980,6.8351845741272,-1.58182275295258,-2.51825666427612
46,1985,6.65157175064087,-2.11444711685181,-2.47337341308594
47,1960,6.91770553588867,NA,NA
47,1965,6.85961484909058,-1.34231579303741,-2.42475271224976
47,1970,6.97728157043457,-1.47333478927612,-2.44645547866821
47,1975,7.18006992340088,-1.487220287323,-2.53957414627075
47,1980,7.07157325744629,-1.85777103900909,-2.53957414627075
47,1985,7.07157325744629,-1.8594388961792,-2.44876766204834
49,1960,7.90211772918701,NA,NA
49,1965,8.11880302429199,-2.07210850715637,-2.92994451522827
49,1970,8.46968173980713,-2.072585105896,-2.92994451522827
49,1975,8.59230041503906,-2.01575326919556,-2.88598132133484
49,1980,8.78339576721191,-1.97573041915894,-2.94884872436523
49,1985,8.73713207244873,-1.89698660373688,-2.93369698524475
50,1960,8.8939847946167,NA,NA
50,1965,9.07577991485596,-1.41485846042633,-2.67655158042908
50,1970,9.22709941864014,-1.34476864337921,-2.71658658981323
50,1975,9.42133045196533,-1.39505255222321,-2.7725887298584
50,1980,9.5635290145874,-1.36148464679718,-2.7887179851532
50,1985,9.66109752655029,-1.33339834213257,-2.80016541481018
51,1960,7.60738134384155,NA,NA
51,1965,7.77233171463013,-1.91541969776154,-2.47100377082825
51,1970,7.93487167358398,-1.83948016166687,-2.53199815750122
51,1975,8.06557941436768,-1.72193491458893,-2.57570695877075
51,1980,8.21392345428467,-1.58396506309509,-2.60504245758057
51,1985,8.08886909484863,-1.78581714630127,-2.61592698097229
53,1960,7.04315996170044,NA,NA
53,1965,7.10414409637451,-2.28513813018799,-2.54465675354004
53,1970,7.30854272842407,-2.17138147354126,-2.54465675354004
53,1975,7.57763385772705,-1.71836030483246,-2.57177257537842
53,1980,7.74370336532593,-1.549849152565,-2.60099101066589
53,1985,7.6381983757019,-1.73874962329865,-2.60639643669128
54,1960,7.22911405563354,NA,NA
54,1965,7.42654895782471,-2.37946605682373,-2.51330614089966
54,1970,7.46164035797119,-2.43978023529053,-2.46392822265625
54,1975,7.58018922805786,-2.36744356155396,-2.57833862304688
54,1980,7.5632004737854,-2.13503885269165,-2.65214252471924
54,1985,7.45414113998413,-2.56317090988159,-2.8051118850708
56,1960,7.40123128890991,NA,NA
56,1965,7.47420501708984,-2.42136859893799,-2.52198576927185
56,1970,7.60290050506592,-2.27069878578186,-2.52948570251465
56,1975,7.70436096191406,-2.23867177963257,-2.55618786811829
56,1980,7.84070634841919,-2.05385184288025,-2.55489993095398
56,1985,7.62851762771606,-2.33016180992126,-2.54848551750183
57,1960,6.7696418762207,NA,NA
57,1965,6.73578023910522,-3.58343887329102,-2.70455622673035
57,1970,6.66822814941406,-3.69449520111084,-2.7504358291626
57,1975,6.68586111068726,-2.99174022674561,-2.6693103313446
57,1980,6.8875527381897,-2.43337726593018,-2.69414734840393
57,1985,6.75693225860596,-2.31384825706482,-2.68824768066406
58,1960,6.90675497055054,NA,NA
58,1965,6.98841333389282,-2.10324263572693,-2.47574877738953
58,1970,7.09506416320801,-1.85661804676056,-2.56265211105347
58,1975,7.11558198928833,-1.937664270401,-2.50225639343262
58,1980,7.30720233917236,-1.81880187988281,-2.46982097625732
58,1985,7.17242479324341,-2.02798819541931,-2.45457148551941
59,1960,7.49220323562622,NA,NA
59,1965,7.65822744369507,-1.21240830421448,-2.74575209617615
59,1970,7.89655256271362,-1.14049732685089,-2.74575209617615
59,1975,7.97728204727173,-1.18750905990601,-2.69119310379028
59,1980,7.72929573059082,-1.63804316520691,-2.77579379081726
59,1985,7.6629376411438,-1.83045876026154,-2.7410900592804
60,1960,7.9366602897644,NA,NA
60,1965,8.10741901397705,-1.84871089458466,-2.5010359287262
60,1970,8.28172397613525,-1.72822141647339,-2.49495697021484
60,1975,8.44290065765381,-1.67472338676453,-2.5010359287262
60,1980,8.64962387084961,-1.6169661283493,-2.58097720146179
60,1985,8.57338428497314,-1.63639807701111,-2.63387084007263
61,1960,7.30114793777466,NA,NA
61,1965,7.64060401916504,-2.21475744247437,-2.56655073165894
61,1970,7.68891334533691,-1.98967397212982,-2.5770218372345
61,1975,7.76768732070923,-1.9534786939621,-2.5010359287262
61,1980,7.46221494674683,-2.42226982116699,-2.55232930183411
61,1985,7.38461017608643,-1.89765346050262,-2.48650789260864
62,1960,7.31588363647461,NA,NA
62,1965,7.56216144561768,-1.62049889564514,-2.53199815750122
62,1970,7.8244457244873,-1.44282233715057,-2.54338359832764
62,1975,7.93487167358398,-1.15232956409454,-2.57046461105347
62,1980,8.1001615524292,-1.38573455810547,-2.62416863441467
62,1985,8.12296485900879,-1.52417802810669,-2.63526463508606
65,1960,8.6358642578125,NA,NA
65,1965,8.76467800140381,-1.96954727172852,-2.51330614089966
65,1970,8.81209945678711,-2.24036169052124,-2.8051118850708
65,1975,8.97739887237549,-2.22562408447266,-2.79688143730164
65,1980,9.32705593109131,-1.82585418224335,-2.71205830574036
65,1985,9.17388343811035,-1.75365471839905,-2.72113537788391
66,1960,9.18748092651367,NA,NA
66,1965,9.35262107849121,-1.43196141719818,-2.73954081535339
66,1970,9.44983005523682,-1.36242163181305,-2.80016541481018
66,1975,9.50755214691162,-1.40372538566589,-2.80676627159119
66,1980,9.62251663208008,-1.45072627067566,-2.80346035957336
66,1985,9.71468544006348,-1.49718117713928,-2.81507873535156
67,1960,8.09985828399658,NA,NA
67,1965,8.21959590911865,-1.9389146566391,-2.72570514678955
67,1970,8.33543109893799,-1.97069478034973,-2.7410900592804
67,1975,8.40670871734619,-1.82238364219666,-2.7075502872467
67,1980,8.46463584899902,-1.79215955734253,-2.71658658981323
67,1985,8.26539325714111,-2.06593322753906,-2.74419569969177
68,1960,7.00578880310059,NA,NA
68,1965,7.17395830154419,-1.60236299037933,-2.62003922462463
68,1970,7.38523101806641,-1.44825482368469,-2.60775256156921
68,1975,7.48380661010742,-1.39877188205719,-2.59427523612976
68,1980,7.55276203155518,-1.34676599502563,-2.57833862304688
68,1985,7.43129968643188,-2.19480752944946,-2.5652494430542
69,1960,7.46450996398926,NA,NA
69,1965,7.51316356658936,-1.61324512958527,-2.52697944641113
69,1970,7.77904844284058,-1.56666576862335,-2.58097720146179
69,1975,8.1498908996582,-1.44978809356689,-2.60504245758057
69,1980,8.35443878173828,-1.38565456867218,-2.61592698097229
69,1985,8.28172397613525,-1.64901065826416,-2.62693119049072
70,1960,7.97177600860596,NA,NA
70,1965,8.09101486206055,-1.77844846248627,-2.61729574203491
70,1970,8.21473598480225,-1.81609308719635,-2.67075443267822
70,1975,7.97177600860596,-1.93129742145538,-2.70157122612
70,1980,8.26950073242188,-2.11097359657288,-2.73644971847534
70,1985,8.0827112197876,-2.00070428848267,-2.70605230331421
71,1960,7.41276407241821,NA,NA
71,1965,7.48493051528931,-1.70550835132599,-2.5010359287262
71,1970,7.64969253540039,-1.75619924068451,-2.55104637145996
71,1975,7.79893350601196,-1.74023020267487,-2.65926003456116
71,1980,7.9703950881958,-1.79950940608978,-2.6678683757782
71,1985,7.9700493812561,-1.68093395233154,-2.67946267127991
72,1960,7.26612901687622,NA,NA
72,1965,7.34858751296997,-1.4338892698288,-2.52697944641113
72,1970,7.473069190979,-1.50309789180756,-2.56915831565857
72,1975,7.8716926574707,-1.32870495319366,-2.52447938919067
72,1980,8.06337738037109,-1.24264430999756,-2.54084229469299
72,1985,7.96728038787842,-1.42403781414032,-2.54211211204529
73,1960,7.33498191833496,NA,NA
73,1965,7.329749584198,-1.22901713848114,-2.59293746948242
73,1970,7.44483327865601,-1.15823495388031,-2.67220044136047
73,1975,7.67601013183594,-1.43927323818207,-2.70008206367493
73,1980,7.57660961151123,-1.47193944454193,-2.84558963775635
73,1985,7.11476945877075,-1.70045733451843,-2.85249805450439
74,1960,7.09672117233276,NA,NA
74,1965,7.1762547492981,-2.62637805938721,-2.5836226940155
74,1970,7.26822280883789,-2.33036756515503,-2.58760404586792
74,1975,7.43897151947021,-2.18320322036743,-2.573082447052
74,1980,7.83082294464111,-1.76808202266693,-2.5010359287262
74,1985,7.72223472595215,-1.60534632205963,-2.5010359287262
75,1960,7.56837940216064,NA,NA
75,1965,7.78488922119141,-1.49950790405273,-2.52572870254517
75,1970,7.87929153442383,-1.55381405353546,-2.56785368919373
75,1975,7.99496936798096,-1.66094172000885,-2.55361390113831
75,1980,7.96901178359985,-1.60484850406647,-2.573082447052
75,1985,7.81641721725464,-1.47946286201477,-2.62003922462463
77,1960,8.25504875183105,NA,NA
77,1965,8.16791915893555,-1.75608348846436,-2.78223514556885
77,1970,8.26255893707275,-1.96084105968475,-2.8404393196106
77,1975,8.31090641021729,-1.86833822727203,-2.96617341041565
77,1980,8.50875759124756,-1.45414507389069,-2.92062473297119
77,1985,8.22416305541992,-1.49441421031952,-2.92248177528381
78,1960,8.72696781158447,NA,NA
78,1965,8.89986705780029,-1.90273571014404,-2.42024302482605
78,1970,8.93682384490967,-1.8706728219986,-2.45690250396729
78,1975,8.89891147613525,-1.65715861320496,-2.45923900604248
78,1980,8.88530254364014,-1.28388214111328,-2.47456026077271
78,1985,8.70566272735596,-1.67728853225708,-2.54593133926392
81,1960,6.6883544921875,NA,NA
81,1965,6.89264154434204,-2.80709743499756,-2.59561467170715
81,1970,6.82654523849487,-2.73152351379395,-2.60639643669128
81,1975,6.88448667526245,-3.46926212310791,-2.55489993095398
81,1980,7.0003342628479,-3.39860081672668,-2.56785368919373
81,1985,7.01750612258911,-3.18302607536316,-2.55232930183411
84,1960,7.70616292953491,NA,NA
84,1965,8.15851593017578,-1.35293698310852,-2.49981737136841
84,1970,8.40133285522461,-1.55580234527588,-2.67075443267822
84,1975,8.62443161010742,-1.56964039802551,-2.65640687942505
84,1980,9.08284759521484,-1.45757555961609,-2.53957414627075
84,1985,9.27359676361084,-1.44434726238251,-2.71961688995361
85,1960,6.49978685379028,NA,NA
85,1965,6.46925020217896,-1.89326071739197,-2.62003922462463
85,1970,6.55535697937012,-1.76527333259583,-2.61319470405579
85,1975,6.57368040084839,-1.75504183769226,-2.62141394615173
85,1980,6.63725805282593,-1.68416142463684,-2.62141394615173
85,1985,6.80128288269043,-1.71357691287994,-2.63945746421814
86,1960,6.43133115768433,NA,NA
86,1965,6.37842607498169,-2.58335781097412,-2.41911888122559
86,1970,6.5496506690979,-2.51701664924622,-2.64930963516235
86,1975,6.84161567687988,-1.88190305233002,-2.60233974456787
86,1980,7.13329601287842,-1.61043846607208,-2.62554907798767
86,1985,7.39387845993042,-1.33347427845001,-2.64648485183716
87,1960,7.8379487991333,NA,NA
87,1965,7.98752450942993,-1.95828640460968,-2.47574877738953
87,1970,8.34616756439209,-1.76819920539856,-2.48891472816467
87,1975,8.525954246521,-1.88545501232147,-2.49981737136841
87,1980,8.05325126647949,-1.45226323604584,-2.52198576927185
87,1985,8.29829025268555,-1.24036026000977,-2.47574877738953
88,1960,8.10772037506104,NA,NA
88,1965,8.35819721221924,-2.82245135307312,-2.5194981098175
88,1970,8.3593692779541,-2.99693298339844,-2.50225639343262
88,1975,8.57451820373535,-2.64563894271851,-2.49253559112549
88,1980,8.83927631378174,-1.99333727359772,-2.45108509063721
88,1985,8.28045749664307,-1.40935826301575,-2.45690250396729
89,1960,8.11611843109131,NA,NA
89,1965,8.40469646453857,-1.03699052333832,-2.42475271224976
89,1970,8.64909839630127,-1.24001455307007,-2.52948570251465
89,1975,8.86347389221191,-1.07716393470764,-2.52572870254517
89,1980,8.91972064971924,-1.25772523880005,-2.61592698097229
89,1985,8.97461795806885,-1.49129939079285,-2.69562768936157
90,1960,7.99833536148071,NA,NA
90,1965,8.41936016082764,-1.13980937004089,-2.81507873535156
90,1970,8.92385768890381,-1.0161110162735,-2.80181169509888
90,1975,9.05578994750977,-0.86850106716156,-2.74887228012085
90,1980,9.23883056640625,-0.974290668964386,-2.83872842788696
90,1985,9.39299488067627,-1.05022215843201,-2.86998105049133
91,1960,7.03966045379639,NA,NA
91,1965,7.36137533187866,-2.16178011894226,-2.53451704978943
91,1970,7.25063562393188,-2.00753021240234,-2.5047013759613
91,1975,7.31588363647461,-1.83495926856995,-2.59561467170715
91,1980,7.86480379104614,-1.45774734020233,-2.61183142662048
91,1985,7.90838718414307,-1.36570775508881,-2.44876766204834
92,1960,6.7833251953125,NA,NA
92,1965,6.94215679168701,-2.21164798736572,-2.55618786811829
92,1970,7.42654895782471,-1.60395300388336,-2.61455988883972
92,1975,7.75362348556519,-1.42953598499298,-2.65926003456116
92,1980,8.04622936248779,-1.19488096237183,-2.72570514678955
92,1985,8.35866641998291,-1.19746077060699,-2.73644971847534
94,1960,7.23056316375732,NA,NA
94,1965,7.39817428588867,-1.73783957958221,-2.52572870254517
94,1970,7.65728282928467,-1.68718326091766,-2.57439374923706
94,1975,7.86978387832642,-1.40674197673798,-2.59964442253113
94,1980,8.2369499206543,-1.34599733352661,-2.61455988883972
94,1985,8.31213474273682,-1.11315751075745,-2.57570695877075
95,1960,6.40357398986816,NA,NA
95,1965,6.43454647064209,-3.37028026580811,-2.67220044136047
95,1970,6.46769857406616,-3.24830460548401,-2.67946267127991
95,1975,6.47079944610596,-2.89425921440125,-2.59427523612976
95,1980,6.72022008895874,-2.66815662384033,-2.57439374923706
95,1985,6.76849317550659,-2.32278776168823,-2.57439374923706
97,1960,6.4329400062561,NA,NA
97,1965,6.76041460037231,-1.79036045074463,-2.56655073165894
97,1970,6.90475082397461,-2.11014819145203,-2.54465675354004
97,1975,6.79570579528809,-2.22821998596191,-2.5047013759613
97,1980,6.98193454742432,-2.24299621582031,-2.52447938919067
97,1985,7.10742568969727,-2.19912648200989,-2.5194981098175
98,1960,7.01391553878784,NA,NA
98,1965,7.1131420135498,-2.10373425483704,-2.52948570251465
98,1970,7.22183561325073,-1.95404314994812,-2.52948570251465
98,1975,7.39141511917114,-1.93641531467438,-2.55618786811829
98,1980,7.53422832489014,-1.62353682518005,-2.56785368919373
98,1985,7.32712316513062,-1.55760478973389,-2.59026718139648
100,1960,7.41034698486328,NA,NA
100,1965,7.54697418212891,-1.75747394561768,-2.56135582923889
100,1970,8.05706024169922,-1.33659029006958,-2.67364883422852
100,1975,8.51998901367188,-0.875772774219513,-2.69859504699707
100,1980,8.84865283966064,-1.03591918945312,-2.76462054252625
100,1985,9.00614166259766,-0.86284476518631,-2.7887179851532
101,1960,7.14440727233887,NA,NA
101,1965,7.0975489616394,-2.27399754524231,-2.60775256156921
101,1970,7.17548990249634,-2.17842245101929,-2.61183142662048
101,1975,7.20563507080078,-2.01260566711426,-2.73183083534241
101,1980,7.52348136901855,-1.67975306510925,-2.69414734840393
101,1985,7.67415285110474,-1.39585995674133,-2.74264168739319
102,1960,7.33302307128906,NA,NA
102,1965,7.57301712036133,-1.82809150218964,-2.51330614089966
102,1970,7.69848299026489,-1.87080264091492,-2.4973840713501
102,1975,8.17413902282715,-2.04438328742981,-2.47100377082825
102,1980,8.36520671844482,-1.67440319061279,-2.48171186447144
102,1985,8.31262588500977,-1.63670635223389,-2.47100377082825
103,1960,7.21450424194336,NA,NA
103,1965,7.47929954528809,-1.84744131565094,-2.50837993621826
103,1970,7.77317380905151,-1.5706981420517,-2.52447938919067
103,1975,8.0931568145752,-1.28287172317505,-2.67220044136047
103,1980,8.4826021194458,-1.20952153205872,-2.666428565979
103,1985,8.6631965637207,-1.24264430999756,-2.72265625
104,1960,6.82762908935547,NA,NA
104,1965,7.02108383178711,-1.93060779571533,-2.52323174476624
104,1970,7.32118844985962,-1.58650290966034,-2.52074098587036
104,1975,7.4181809425354,-1.62913060188293,-2.53577899932861
104,1980,7.67275810241699,-1.62130808830261,-2.59964442253113
104,1985,7.79234886169434,-1.64371883869171,-2.65498352050781
106,1970,6.37672710418701,NA,NA
106,1975,6.83947658538818,-2.52123880386353,-2.53957414627075
106,1980,6.94022226333618,-1.85802745819092,-2.53199815750122
106,1985,7.14440727233887,-1.97284972667694,-2.59695625305176
107,1960,8.54714012145996,NA,NA
107,1965,8.72485733032227,-1.33415746688843,-2.88598132133484
107,1970,8.93181610107422,-1.26450157165527,-2.90589165687561
107,1975,9.10297775268555,-1.16783380508423,-2.93746328353882
107,1980,9.2669095993042,-1.23546350002289,-2.98578190803528
107,1985,9.32116603851318,-1.32268130779266,-2.99573230743408
108,1960,8.62227344512939,NA,NA
108,1965,8.83287906646729,-1.31438302993774,-2.86295127868652
108,1970,9.0429859161377,-1.24486422538757,-2.91877126693726
108,1975,9.18901443481445,-1.2642183303833,-2.93369698524475
108,1980,9.33679676055908,-1.33021652698517,-2.97397089004517
108,1985,9.33467960357666,-1.51978003978729,-2.99174022674561
109,1960,7.62021493911743,NA,NA
109,1965,7.91388654708862,-1.12485361099243,-2.93557834625244
109,1970,8.23668575286865,-1.08725702762604,-2.79688143730164
109,1975,8.06117153167725,-1.13743627071381,-3.03655433654785
109,1980,8.57395172119141,-1.29886972904205,-2.8735146522522
109,1985,8.77059459686279,-1.20011353492737,-2.79034543037415
110,1960,8.81700134277344,NA,NA
110,1965,9.0433406829834,-1.22608208656311,-2.85423278808594
110,1970,9.17967510223389,-1.14287769794464,-2.86295127868652
110,1975,9.22926044464111,-1.10009336471558,-2.8967924118042
110,1980,9.32625484466553,-1.23732280731201,-2.94694209098816
110,1985,9.46374130249023,-1.50426745414734,-3.00376439094543
111,1960,8.5911865234375,NA,NA
111,1965,8.79890727996826,-0.922107636928558,-2.88240361213684
111,1970,9.02063179016113,-0.933945655822754,-2.96036505699158
111,1975,9.18983173370361,-0.878417074680328,-2.90955448150635
111,1980,9.30437660217285,-1.00720059871674,-2.93935203552246
111,1985,9.40327167510986,-1.03642654418945,-2.89498233795166
112,1960,8.69634342193604,NA,NA
112,1965,8.9251880645752,-1.27991831302643,-2.76462054252625
112,1970,9.172119140625,-1.17564451694489,-2.84558963775635
112,1975,9.25617408752441,-1.11260974407196,-2.85597038269043
112,1980,9.37534618377686,-1.21059465408325,-2.92248177528381
112,1985,9.40804290771484,-1.30063056945801,-2.89498233795166
113,1960,8.80387496948242,NA,NA
113,1965,8.99106407165527,-1.08654534816742,-2.79360818862915
113,1970,9.16805934906006,-1.11108982563019,-2.86821889877319
113,1975,9.22246646881104,-1.12196278572083,-2.92248177528381
113,1980,9.39374446868896,-1.2549854516983,-3.01389622688293
113,1985,9.43691825866699,-1.30866682529449,-3.03032374382019
114,1960,7.63336944580078,NA,NA
114,1965,8.02747631072998,-1.32553803920746,-2.89498233795166
