"firm","id","period","place","bonus1","bonus2","bonus3","effort"
"101","102",18,"Cleveland","6","14","14",0
"101","103",18,"Cleveland","6","14","14",0
"101","104",18,"Cleveland","6","14","14",0
"101","101",19,"Cleveland","6","14","14",0
"101","102",19,"Cleveland","6","14","14",0
"101","103",19,"Cleveland","6","14","14",0
"101","104",19,"Cleveland","6","14","14",0
"101","101",20,"Cleveland","6","14","14",0
"101","102",20,"Cleveland","6","14","14",0
"101","103",20,"Cleveland","6","14","14",0
"101","104",20,"Cleveland","6","14","14",0
"101","101",21,"Cleveland","6","14","14",0
"101","102",21,"Cleveland","6","14","14",0
"101","103",21,"Cleveland","6","14","14",10
"101","104",21,"Cleveland","6","14","14",10
"101","101",22,"Cleveland","6","14","14",0
"101","102",22,"Cleveland","6","14","14",0
"101","103",22,"Cleveland","6","14","14",10
"101","104",22,"Cleveland","6","14","14",10
"101","101",23,"Cleveland","6","14","14",0
"101","102",23,"Cleveland","6","14","14",0
"101","103",23,"Cleveland","6","14","14",0
"101","104",23,"Cleveland","6","14","14",0
"101","101",24,"Cleveland","6","14","14",0
"101","102",24,"Cleveland","6","14","14",0
"101","103",24,"Cleveland","6","14","14",0
"101","104",24,"Cleveland","6","14","14",0
"101","101",25,"Cleveland","6","14","14",0
"101","102",25,"Cleveland","6","14","14",0
"101","103",25,"Cleveland","6","14","14",0
"101","104",25,"Cleveland","6","14","14",0
"101","101",26,"Cleveland","6","14","14",0
"101","102",26,"Cleveland","6","14","14",0
"101","103",26,"Cleveland","6","14","14",0
"101","104",26,"Cleveland","6","14","14",0
"101","101",27,"Cleveland","6","14","14",0
"101","102",27,"Cleveland","6","14","14",0
"101","103",27,"Cleveland","6","14","14",0
"101","104",27,"Cleveland","6","14","14",0
"101","101",28,"Cleveland","6","14","14",0
"101","102",28,"Cleveland","6","14","14",0
"101","103",28,"Cleveland","6","14","14",0
"101","104",28,"Cleveland","6","14","14",0
"101","101",29,"Cleveland","6","14","14",0
"101","102",29,"Cleveland","6","14","14",0
"101","103",29,"Cleveland","6","14","14",0
"101","104",29,"Cleveland","6","14","14",0
"101","101",30,"Cleveland","6","14","14",0
"101","102",30,"Cleveland","6","14","14",0
"101","103",30,"Cleveland","6","14","14",0
"101","104",30,"Cleveland","6","14","14",0
"102","105",1,"Cleveland","6","6","14",20
"102","106",1,"Cleveland","6","6","14",20
"102","107",1,"Cleveland","6","6","14",0
"102","108",1,"Cleveland","6","6","14",40
"102","105",2,"Cleveland","6","6","14",20
"102","106",2,"Cleveland","6","6","14",10
"102","107",2,"Cleveland","6","6","14",20
"102","108",2,"Cleveland","6","6","14",20
"102","105",3,"Cleveland","6","6","14",10
"102","106",3,"Cleveland","6","6","14",10
"102","107",3,"Cleveland","6","6","14",0
"102","108",3,"Cleveland","6","6","14",30
"102","105",4,"Cleveland","6","6","14",0
"102","106",4,"Cleveland","6","6","14",30
"102","107",4,"Cleveland","6","6","14",10
"102","108",4,"Cleveland","6","6","14",10
"102","105",5,"Cleveland","6","6","14",20
"102","106",5,"Cleveland","6","6","14",10
"102","107",5,"Cleveland","6","6","14",0
"102","108",5,"Cleveland","6","6","14",0
"102","105",6,"Cleveland","6","6","14",10
"102","106",6,"Cleveland","6","6","14",20
"102","107",6,"Cleveland","6","6","14",0
"102","108",6,"Cleveland","6","6","14",30
"102","105",7,"Cleveland","6","6","14",10
"102","106",7,"Cleveland","6","6","14",0
"102","107",7,"Cleveland","6","6","14",0
"102","108",7,"Cleveland","6","6","14",30
"102","105",8,"Cleveland","6","6","14",10
"102","106",8,"Cleveland","6","6","14",0
"102","107",8,"Cleveland","6","6","14",0
"102","108",8,"Cleveland","6","6","14",30
"102","105",9,"Cleveland","6","6","14",0
"102","106",9,"Cleveland","6","6","14",30
"102","107",9,"Cleveland","6","6","14",0
"102","108",9,"Cleveland","6","6","14",0
"102","105",10,"Cleveland","6","6","14",0
"102","106",10,"Cleveland","6","6","14",0
"102","107",10,"Cleveland","6","6","14",0
"102","108",10,"Cleveland","6","6","14",0
"102","105",11,"Cleveland","6","6","14",0
"102","106",11,"Cleveland","6","6","14",0
"102","107",11,"Cleveland","6","6","14",0
"102","108",11,"Cleveland","6","6","14",30
"102","105",12,"Cleveland","6","6","14",0
"102","106",12,"Cleveland","6","6","14",10
"102","107",12,"Cleveland","6","6","14",0
"102","108",12,"Cleveland","6","6","14",0
"102","105",13,"Cleveland","6","6","14",0
"102","106",13,"Cleveland","6","6","14",0
"102","107",13,"Cleveland","6","6","14",0
"102","108",13,"Cleveland","6","6","14",0
"102","105",14,"Cleveland","6","6","14",0
"102","106",14,"Cleveland","6","6","14",0
"102","107",14,"Cleveland","6","6","14",0
"102","108",14,"Cleveland","6","6","14",0
"102","105",15,"Cleveland","6","6","14",0
"102","106",15,"Cleveland","6","6","14",0
"102","107",15,"Cleveland","6","6","14",0
"102","108",15,"Cleveland","6","6","14",0
"102","105",16,"Cleveland","6","6","14",0
"102","106",16,"Cleveland","6","6","14",0
"102","107",16,"Cleveland","6","6","14",0
"102","108",16,"Cleveland","6","6","14",0
"102","105",17,"Cleveland","6","6","14",0
"102","106",17,"Cleveland","6","6","14",0
"102","107",17,"Cleveland","6","6","14",0
"102","108",17,"Cleveland","6","6","14",0
"102","105",18,"Cleveland","6","6","14",0
"102","106",18,"Cleveland","6","6","14",20
"102","107",18,"Cleveland","6","6","14",0
"102","108",18,"Cleveland","6","6","14",0
"102","105",19,"Cleveland","6","6","14",0
"102","106",19,"Cleveland","6","6","14",10
"102","107",19,"Cleveland","6","6","14",0
"102","108",19,"Cleveland","6","6","14",0
"102","105",20,"Cleveland","6","6","14",0
"102","106",20,"Cleveland","6","6","14",0
"102","107",20,"Cleveland","6","6","14",0
"102","108",20,"Cleveland","6","6","14",0
"102","105",21,"Cleveland","6","6","14",10
"102","106",21,"Cleveland","6","6","14",20
"102","107",21,"Cleveland","6","6","14",20
"102","108",21,"Cleveland","6","6","14",30
"102","105",22,"Cleveland","6","6","14",20
"102","106",22,"Cleveland","6","6","14",30
"102","107",22,"Cleveland","6","6","14",30
"102","108",22,"Cleveland","6","6","14",30
"102","105",23,"Cleveland","6","6","14",30
"102","106",23,"Cleveland","6","6","14",30
"102","107",23,"Cleveland","6","6","14",40
"102","108",23,"Cleveland","6","6","14",40
"102","105",24,"Cleveland","6","6","14",40
"102","106",24,"Cleveland","6","6","14",40
"102","107",24,"Cleveland","6","6","14",40
"102","108",24,"Cleveland","6","6","14",40
"102","105",25,"Cleveland","6","6","14",40
"102","106",25,"Cleveland","6","6","14",40
"102","107",25,"Cleveland","6","6","14",40
"102","108",25,"Cleveland","6","6","14",40
"102","105",26,"Cleveland","6","6","14",40
"102","106",26,"Cleveland","6","6","14",20
"102","107",26,"Cleveland","6","6","14",40
"102","108",26,"Cleveland","6","6","14",40
"102","105",27,"Cleveland","6","6","14",40
"102","106",27,"Cleveland","6","6","14",20
"102","107",27,"Cleveland","6","6","14",40
"102","108",27,"Cleveland","6","6","14",40
"102","105",28,"Cleveland","6","6","14",40
"102","106",28,"Cleveland","6","6","14",20
"102","107",28,"Cleveland","6","6","14",40
"102","108",28,"Cleveland","6","6","14",40
"102","105",29,"Cleveland","6","6","14",40
"102","106",29,"Cleveland","6","6","14",20
"102","107",29,"Cleveland","6","6","14",30
"102","108",29,"Cleveland","6","6","14",30
"102","105",30,"Cleveland","6","6","14",30
"102","106",30,"Cleveland","6","6","14",0
"102","107",30,"Cleveland","6","6","14",30
"102","108",30,"Cleveland","6","6","14",30
"103","109",1,"Cleveland","6","14","10",20
"103","110",1,"Cleveland","6","14","10",10
"103","111",1,"Cleveland","6","14","10",30
"103","112",1,"Cleveland","6","14","10",10
"103","109",2,"Cleveland","6","14","10",20
"103","110",2,"Cleveland","6","14","10",0
"103","111",2,"Cleveland","6","14","10",10
"103","112",2,"Cleveland","6","14","10",10
"103","109",3,"Cleveland","6","14","10",10
"103","110",3,"Cleveland","6","14","10",20
"103","111",3,"Cleveland","6","14","10",40
"103","112",3,"Cleveland","6","14","10",0
"103","109",4,"Cleveland","6","14","10",0
"103","110",4,"Cleveland","6","14","10",0
"103","111",4,"Cleveland","6","14","10",10
"103","112",4,"Cleveland","6","14","10",10
"103","109",5,"Cleveland","6","14","10",0
"103","110",5,"Cleveland","6","14","10",10
"103","111",5,"Cleveland","6","14","10",20
"103","112",5,"Cleveland","6","14","10",0
"103","109",6,"Cleveland","6","14","10",10
"103","110",6,"Cleveland","6","14","10",0
"103","111",6,"Cleveland","6","14","10",30
"103","112",6,"Cleveland","6","14","10",10
"103","109",7,"Cleveland","6","14","10",20
"103","110",7,"Cleveland","6","14","10",10
"103","111",7,"Cleveland","6","14","10",0
"103","112",7,"Cleveland","6","14","10",0
"103","109",8,"Cleveland","6","14","10",0
"103","110",8,"Cleveland","6","14","10",10
"103","111",8,"Cleveland","6","14","10",0
"103","112",8,"Cleveland","6","14","10",0
"103","109",9,"Cleveland","6","14","10",0
"103","110",9,"Cleveland","6","14","10",0
"103","111",9,"Cleveland","6","14","10",0
"103","112",9,"Cleveland","6","14","10",0
"103","109",10,"Cleveland","6","14","10",0
"103","110",10,"Cleveland","6","14","10",0
"103","111",10,"Cleveland","6","14","10",10
"103","112",10,"Cleveland","6","14","10",0
"103","109",11,"Cleveland","6","14","10",40
"103","110",11,"Cleveland","6","14","10",10
"103","111",11,"Cleveland","6","14","10",10
"103","112",11,"Cleveland","6","14","10",10
"103","109",12,"Cleveland","6","14","10",10
"103","110",12,"Cleveland","6","14","10",20
"103","111",12,"Cleveland","6","14","10",0
"103","112",12,"Cleveland","6","14","10",10
"103","109",13,"Cleveland","6","14","10",10
"103","110",13,"Cleveland","6","14","10",10
"103","111",13,"Cleveland","6","14","10",10
"103","112",13,"Cleveland","6","14","10",0
"103","109",14,"Cleveland","6","14","10",10
"103","110",14,"Cleveland","6","14","10",10
"103","111",14,"Cleveland","6","14","10",20
"103","112",14,"Cleveland","6","14","10",10
"103","109",15,"Cleveland","6","14","10",10
"103","110",15,"Cleveland","6","14","10",10
"103","111",15,"Cleveland","6","14","10",40
"103","112",15,"Cleveland","6","14","10",10
"103","109",16,"Cleveland","6","14","10",10
"103","110",16,"Cleveland","6","14","10",10
"103","111",16,"Cleveland","6","14","10",10
"103","112",16,"Cleveland","6","14","10",10
"103","109",17,"Cleveland","6","14","10",10
"103","110",17,"Cleveland","6","14","10",10
"103","111",17,"Cleveland","6","14","10",10
"103","112",17,"Cleveland","6","14","10",10
"103","109",18,"Cleveland","6","14","10",10
"103","110",18,"Cleveland","6","14","10",20
"103","111",18,"Cleveland","6","14","10",10
"103","112",18,"Cleveland","6","14","10",10
"103","109",19,"Cleveland","6","14","10",20
"103","110",19,"Cleveland","6","14","10",20
"103","111",19,"Cleveland","6","14","10",10
"103","112",19,"Cleveland","6","14","10",20
"103","109",20,"Cleveland","6","14","10",20
"103","110",20,"Cleveland","6","14","10",20
"103","111",20,"Cleveland","6","14","10",20
"103","112",20,"Cleveland","6","14","10",20
"103","109",21,"Cleveland","6","14","10",20
"103","110",21,"Cleveland","6","14","10",40
"103","111",21,"Cleveland","6","14","10",10
"103","112",21,"Cleveland","6","14","10",40
"103","109",22,"Cleveland","6","14","10",20
"103","110",22,"Cleveland","6","14","10",40
"103","111",22,"Cleveland","6","14","10",40
"103","112",22,"Cleveland","6","14","10",40
"103","109",23,"Cleveland","6","14","10",40
"103","110",23,"Cleveland","6","14","10",40
"103","111",23,"Cleveland","6","14","10",10
"103","112",23,"Cleveland","6","14","10",40
"103","109",24,"Cleveland","6","14","10",40
"103","110",24,"Cleveland","6","14","10",40
"103","111",24,"Cleveland","6","14","10",40
"103","112",24,"Cleveland","6","14","10",40
"103","109",25,"Cleveland","6","14","10",40
"103","110",25,"Cleveland","6","14","10",40
"103","111",25,"Cleveland","6","14","10",40
"103","112",25,"Cleveland","6","14","10",40
"103","109",26,"Cleveland","6","14","10",40
"103","110",26,"Cleveland","6","14","10",40
"103","111",26,"Cleveland","6","14","10",40
"103","112",26,"Cleveland","6","14","10",40
"103","109",27,"Cleveland","6","14","10",40
"103","110",27,"Cleveland","6","14","10",40
"103","111",27,"Cleveland","6","14","10",40
"103","112",27,"Cleveland","6","14","10",40
"103","109",28,"Cleveland","6","14","10",40
"103","110",28,"Cleveland","6","14","10",40
"103","111",28,"Cleveland","6","14","10",40
"103","112",28,"Cleveland","6","14","10",40
"103","109",29,"Cleveland","6","14","10",40
"103","110",29,"Cleveland","6","14","10",40
"103","111",29,"Cleveland","6","14","10",40
"103","112",29,"Cleveland","6","14","10",40
"103","109",30,"Cleveland","6","14","10",40
"103","110",30,"Cleveland","6","14","10",40
"103","111",30,"Cleveland","6","14","10",40
"103","112",30,"Cleveland","6","14","10",40
"104","113",1,"Cleveland","6","10","10",10
"104","114",1,"Cleveland","6","10","10",30
"104","115",1,"Cleveland","6","10","10",0
"104","116",1,"Cleveland","6","10","10",20
"104","113",2,"Cleveland","6","10","10",0
"104","114",2,"Cleveland","6","10","10",0
"104","115",2,"Cleveland","6","10","10",0
"104","116",2,"Cleveland","6","10","10",10
"104","113",3,"Cleveland","6","10","10",0
"104","114",3,"Cleveland","6","10","10",10
"104","115",3,"Cleveland","6","10","10",0
"104","116",3,"Cleveland","6","10","10",10
"104","113",4,"Cleveland","6","10","10",0
"104","114",4,"Cleveland","6","10","10",10
"104","115",4,"Cleveland","6","10","10",0
"104","116",4,"Cleveland","6","10","10",10
"104","113",5,"Cleveland","6","10","10",0
"104","114",5,"Cleveland","6","10","10",0
"104","115",5,"Cleveland","6","10","10",0
"104","116",5,"Cleveland","6","10","10",0
"104","113",6,"Cleveland","6","10","10",0
"104","114",6,"Cleveland","6","10","10",0
"104","115",6,"Cleveland","6","10","10",0
"104","116",6,"Cleveland","6","10","10",10
"104","113",7,"Cleveland","6","10","10",0
"104","114",7,"Cleveland","6","10","10",10
"104","115",7,"Cleveland","6","10","10",0
"104","116",7,"Cleveland","6","10","10",10
"104","113",8,"Cleveland","6","10","10",0
"104","114",8,"Cleveland","6","10","10",10
"104","115",8,"Cleveland","6","10","10",0
"104","116",8,"Cleveland","6","10","10",10
"104","113",9,"Cleveland","6","10","10",0
"104","114",9,"Cleveland","6","10","10",10
"104","115",9,"Cleveland","6","10","10",0
"104","116",9,"Cleveland","6","10","10",0
"104","113",10,"Cleveland","6","10","10",0
"104","114",10,"Cleveland","6","10","10",0
"104","115",10,"Cleveland","6","10","10",0
"104","116",10,"Cleveland","6","10","10",0
"104","113",11,"Cleveland","6","10","10",10
"104","114",11,"Cleveland","6","10","10",10
"104","115",11,"Cleveland","6","10","10",40
"104","116",11,"Cleveland","6","10","10",30
"104","113",12,"Cleveland","6","10","10",20
"104","114",12,"Cleveland","6","10","10",30
"104","115",12,"Cleveland","6","10","10",40
"104","116",12,"Cleveland","6","10","10",30
"104","113",13,"Cleveland","6","10","10",30
"104","114",13,"Cleveland","6","10","10",40
"104","115",13,"Cleveland","6","10","10",40
"104","116",13,"Cleveland","6","10","10",40
"104","113",14,"Cleveland","6","10","10",40
"104","114",14,"Cleveland","6","10","10",40
"104","115",14,"Cleveland","6","10","10",40
"104","116",14,"Cleveland","6","10","10",40
"104","113",15,"Cleveland","6","10","10",40
"104","114",15,"Cleveland","6","10","10",40
"104","115",15,"Cleveland","6","10","10",40
"104","116",15,"Cleveland","6","10","10",40
"104","113",16,"Cleveland","6","10","10",40
"104","114",16,"Cleveland","6","10","10",40
"104","115",16,"Cleveland","6","10","10",40
"104","116",16,"Cleveland","6","10","10",40
"104","113",17,"Cleveland","6","10","10",40
"104","114",17,"Cleveland","6","10","10",40
"104","115",17,"Cleveland","6","10","10",40
"104","116",17,"Cleveland","6","10","10",40
"104","113",18,"Cleveland","6","10","10",40
"104","114",18,"Cleveland","6","10","10",40
"104","115",18,"Cleveland","6","10","10",40
"104","116",18,"Cleveland","6","10","10",40
"104","113",19,"Cleveland","6","10","10",40
"104","114",19,"Cleveland","6","10","10",40
"104","115",19,"Cleveland","6","10","10",40
"104","116",19,"Cleveland","6","10","10",40
"104","113",20,"Cleveland","6","10","10",40
"104","114",20,"Cleveland","6","10","10",40
"104","115",20,"Cleveland","6","10","10",40
"104","116",20,"Cleveland","6","10","10",0
"104","113",21,"Cleveland","6","10","10",40
"104","114",21,"Cleveland","6","10","10",40
"104","115",21,"Cleveland","6","10","10",40
"104","116",21,"Cleveland","6","10","10",40
"104","113",22,"Cleveland","6","10","10",40
"104","114",22,"Cleveland","6","10","10",40
"104","115",22,"Cleveland","6","10","10",40
"104","116",22,"Cleveland","6","10","10",40
"104","113",23,"Cleveland","6","10","10",40
"104","114",23,"Cleveland","6","10","10",40
"104","115",23,"Cleveland","6","10","10",40
"104","116",23,"Cleveland","6","10","10",40
"104","113",24,"Cleveland","6","10","10",40
"104","114",24,"Cleveland","6","10","10",40
"104","115",24,"Cleveland","6","10","10",40
"104","116",24,"Cleveland","6","10","10",40
"104","113",25,"Cleveland","6","10","10",40
"104","114",25,"Cleveland","6","10","10",40
"104","115",25,"Cleveland","6","10","10",40
"104","116",25,"Cleveland","6","10","10",40
"104","113",26,"Cleveland","6","10","10",40
"104","114",26,"Cleveland","6","10","10",40
"104","115",26,"Cleveland","6","10","10",40
"104","116",26,"Cleveland","6","10","10",40
"104","113",27,"Cleveland","6","10","10",40
"104","114",27,"Cleveland","6","10","10",40
"104","115",27,"Cleveland","6","10","10",40
"104","116",27,"Cleveland","6","10","10",40
"104","113",28,"Cleveland","6","10","10",40
"104","114",28,"Cleveland","6","10","10",40
"104","115",28,"Cleveland","6","10","10",40
"104","116",28,"Cleveland","6","10","10",40
"104","113",29,"Cleveland","6","10","10",40
"104","114",29,"Cleveland","6","10","10",40
"104","115",29,"Cleveland","6","10","10",40
"104","116",29,"Cleveland","6","10","10",40
"104","113",30,"Cleveland","6","10","10",40
"104","114",30,"Cleveland","6","10","10",40
"104","115",30,"Cleveland","6","10","10",40
"104","116",30,"Cleveland","6","10","10",10
"105","117",1,"Cleveland","6","14","6",20
"105","118",1,"Cleveland","6","14","6",40
"105","119",1,"Cleveland","6","14","6",20
"105","120",1,"Cleveland","6","14","6",10
"105","117",2,"Cleveland","6","14","6",40
"105","118",2,"Cleveland","6","14","6",40
"105","119",2,"Cleveland","6","14","6",10
"105","120",2,"Cleveland","6","14","6",20
"105","117",3,"Cleveland","6","14","6",30
"105","118",3,"Cleveland","6","14","6",30
"105","119",3,"Cleveland","6","14","6",10
"105","120",3,"Cleveland","6","14","6",10
"105","117",4,"Cleveland","6","14","6",0
"105","118",4,"Cleveland","6","14","6",0
"105","119",4,"Cleveland","6","14","6",20
"105","120",4,"Cleveland","6","14","6",10
"105","117",5,"Cleveland","6","14","6",0
"105","118",5,"Cleveland","6","14","6",0
"105","119",5,"Cleveland","6","14","6",20
"105","120",5,"Cleveland","6","14","6",10
"105","117",6,"Cleveland","6","14","6",0
"105","118",6,"Cleveland","6","14","6",0
"105","119",6,"Cleveland","6","14","6",0
"105","120",6,"Cleveland","6","14","6",10
"105","117",7,"Cleveland","6","14","6",0
"105","118",7,"Cleveland","6","14","6",10
"105","119",7,"Cleveland","6","14","6",0
"105","120",7,"Cleveland","6","14","6",0
"105","117",8,"Cleveland","6","14","6",0
"105","118",8,"Cleveland","6","14","6",0
"105","119",8,"Cleveland","6","14","6",0
"105","120",8,"Cleveland","6","14","6",0
"105","117",9,"Cleveland","6","14","6",0
"105","118",9,"Cleveland","6","14","6",0
"105","119",9,"Cleveland","6","14","6",0
"105","120",9,"Cleveland","6","14","6",0
"105","117",10,"Cleveland","6","14","6",0
"105","118",10,"Cleveland","6","14","6",0
"105","119",10,"Cleveland","6","14","6",0
"105","120",10,"Cleveland","6","14","6",0
"105","117",11,"Cleveland","6","14","6",0
"105","118",11,"Cleveland","6","14","6",40
"105","119",11,"Cleveland","6","14","6",20
"105","120",11,"Cleveland","6","14","6",30
"105","117",12,"Cleveland","6","14","6",20
"105","118",12,"Cleveland","6","14","6",0
"105","119",12,"Cleveland","6","14","6",20
"105","120",12,"Cleveland","6","14","6",0
"105","117",13,"Cleveland","6","14","6",0
"105","118",13,"Cleveland","6","14","6",30
"105","119",13,"Cleveland","6","14","6",10
"105","120",13,"Cleveland","6","14","6",0
"105","117",14,"Cleveland","6","14","6",0
"105","118",14,"Cleveland","6","14","6",0
"105","119",14,"Cleveland","6","14","6",0
"105","120",14,"Cleveland","6","14","6",0
"105","117",15,"Cleveland","6","14","6",0
"105","118",15,"Cleveland","6","14","6",0
"105","119",15,"Cleveland","6","14","6",0
"105","120",15,"Cleveland","6","14","6",0
"105","117",16,"Cleveland","6","14","6",0
"105","118",16,"Cleveland","6","14","6",0
"105","119",16,"Cleveland","6","14","6",0
"105","120",16,"Cleveland","6","14","6",0
"105","117",17,"Cleveland","6","14","6",0
"105","118",17,"Cleveland","6","14","6",0
"105","119",17,"Cleveland","6","14","6",0
"105","120",17,"Cleveland","6","14","6",0
"105","117",18,"Cleveland","6","14","6",0
"105","118",18,"Cleveland","6","14","6",0
"105","119",18,"Cleveland","6","14","6",0
"105","120",18,"Cleveland","6","14","6",40
"105","117",19,"Cleveland","6","14","6",0
"105","118",19,"Cleveland","6","14","6",0
"105","119",19,"Cleveland","6","14","6",0
"105","120",19,"Cleveland","6","14","6",0
"105","117",20,"Cleveland","6","14","6",0
"105","118",20,"Cleveland","6","14","6",0
"105","119",20,"Cleveland","6","14","6",0
"105","120",20,"Cleveland","6","14","6",0
"105","117",21,"Cleveland","6","14","6",0
"105","118",21,"Cleveland","6","14","6",0
"105","119",21,"Cleveland","6","14","6",30
"105","120",21,"Cleveland","6","14","6",0
"105","117",22,"Cleveland","6","14","6",0
"105","118",22,"Cleveland","6","14","6",20
"105","119",22,"Cleveland","6","14","6",0
"105","120",22,"Cleveland","6","14","6",0
"105","117",23,"Cleveland","6","14","6",0
"105","118",23,"Cleveland","6","14","6",0
"105","119",23,"Cleveland","6","14","6",0
"105","120",23,"Cleveland","6","14","6",0
"105","117",24,"Cleveland","6","14","6",0
"105","118",24,"Cleveland","6","14","6",0
"105","119",24,"Cleveland","6","14","6",0
"105","120",24,"Cleveland","6","14","6",0
"105","117",25,"Cleveland","6","14","6",0
"105","118",25,"Cleveland","6","14","6",0
"105","119",25,"Cleveland","6","14","6",0
"105","120",25,"Cleveland","6","14","6",0
"105","117",26,"Cleveland","6","14","6",0
"105","118",26,"Cleveland","6","14","6",0
"105","119",26,"Cleveland","6","14","6",0
"105","120",26,"Cleveland","6","14","6",0
"105","117",27,"Cleveland","6","14","6",0
"105","118",27,"Cleveland","6","14","6",0
"105","119",27,"Cleveland","6","14","6",0
"105","120",27,"Cleveland","6","14","6",0
"105","117",28,"Cleveland","6","14","6",0
"105","118",28,"Cleveland","6","14","6",0
"105","119",28,"Cleveland","6","14","6",0
"105","120",28,"Cleveland","6","14","6",0
"105","117",29,"Cleveland","6","14","6",0
"105","118",29,"Cleveland","6","14","6",0
"105","119",29,"Cleveland","6","14","6",0
"105","120",29,"Cleveland","6","14","6",0
"105","117",30,"Cleveland","6","14","6",0
"105","118",30,"Cleveland","6","14","6",0
"105","119",30,"Cleveland","6","14","6",0
"105","120",30,"Cleveland","6","14","6",0
"201","201",1,"Cleveland","6","14","14",10
"201","202",1,"Cleveland","6","14","14",10
"201","203",1,"Cleveland","6","14","14",20
"201","204",1,"Cleveland","6","14","14",20
"201","201",2,"Cleveland","6","14","14",0
"201","202",2,"Cleveland","6","14","14",0
"201","203",2,"Cleveland","6","14","14",0
"201","204",2,"Cleveland","6","14","14",30
"201","201",3,"Cleveland","6","14","14",10
"201","202",3,"Cleveland","6","14","14",0
"201","203",3,"Cleveland","6","14","14",0
"201","204",3,"Cleveland","6","14","14",0
"201","201",4,"Cleveland","6","14","14",0
"201","202",4,"Cleveland","6","14","14",0
"201","203",4,"Cleveland","6","14","14",0
"201","204",4,"Cleveland","6","14","14",0
"201","201",5,"Cleveland","6","14","14",40
"201","202",5,"Cleveland","6","14","14",0
"201","203",5,"Cleveland","6","14","14",0
"201","204",5,"Cleveland","6","14","14",0
"201","201",6,"Cleveland","6","14","14",0
"201","202",6,"Cleveland","6","14","14",0
"201","203",6,"Cleveland","6","14","14",0
"201","204",6,"Cleveland","6","14","14",0
"201","201",7,"Cleveland","6","14","14",0
"201","202",7,"Cleveland","6","14","14",0
"201","203",7,"Cleveland","6","14","14",0
"201","204",7,"Cleveland","6","14","14",0
"201","201",8,"Cleveland","6","14","14",0
"201","202",8,"Cleveland","6","14","14",0
"201","203",8,"Cleveland","6","14","14",0
"201","204",8,"Cleveland","6","14","14",0
"201","201",9,"Cleveland","6","14","14",0
