"mouza","year","district","rplacul","rpdrhh","rblacul","rbgdrrghh","election","preelect","edwalfco","erlesscu","ermgcu","ersmcu","ermdcu","ercusmol","ercubgol","erillnb","erlow","ratleft0","dwalfco","inflat","smfempyv","incseats","lfseats","inflflag","inclflag","lflflag","ratleft","infiw","infumme","infal","gp"
1,1984,1,0,0,0,0,0,0,0.13646000623703,0.335950046777725,0.427773058414459,0.168596386909485,0.0501119829714298,0.720674574375153,0.0275403838604689,0.433918297290802,0.342753529548645,0.857142865657806,0.167300000786781,0.143179997801781,0.159282222390175,0.651000022888184,0.066420666873455,0.111362218856812,0.506333351135254,0.0516605190932751,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,1
1,1985,1,0,0,0,0,0,0,0.121040001511574,0.347404658794403,0.426615238189697,0.151342555880547,0.0449735037982464,0.717571675777435,0.0292467083781958,0.428550690412521,0.342867493629456,0.857142865657806,0.167300000786781,0.143179997801781,0.159282222390175,0.651000022888184,0.066420666873455,0.111362218856812,0.506333351135254,0.0516605190932751,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,1
1,1986,1,0,0,0.00230701384134591,0.0112301539629698,0,0,0.105620004236698,0.359249830245972,0.425460547208786,0.135854437947273,0.0403619222342968,0.715792715549469,0.0310587529093027,0.423249512910843,0.342981517314911,0.857142865657806,0.167300000786781,0.143179997801781,0.159282222390175,0.651000022888184,0.066420666873455,0.111362218856812,0.506333351135254,0.0516605190932751,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,1
1,1987,1,0,0,0,0,0,1,0.0902000069618225,0.371498912572861,0.424308985471725,0.121951349079609,0.0362232141196728,0.715338110923767,0.0329830683767796,0.418013900518417,0.343095570802689,0.857142865657806,0.167300000786781,0.143179997801781,0.159282222390175,0.651000022888184,0.066420666873455,0.111362218856812,0.506333351135254,0.0516605190932751,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,1
1,1988,1,0.00706158019602299,0.0248430483043194,0,0,1,0,0.0927500054240227,0.384165614843369,0.423160552978516,0.109471075236797,0.0325088873505592,0.716210603713989,0.0350266061723232,0.41284304857254,0.343209654092789,0.857142865657806,0.167300000786781,0.143179997801781,0.159282222390175,0.651000022888184,0.066420666873455,0.111362218856812,0.506333351135254,0.0516605190932751,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,1
1,1989,1,0.00684242602437735,0.0278263110667467,0,0,0,0,0.0953000038862228,0.397264212369919,0.422015219926834,0.0982680097222328,0.0291754268109798,0.718415379524231,0.037196759134531,0.407736152410507,0.343323767185211,0.764705896377563,0.0902000069618225,0.120449997484684,-0.0519221425056458,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,1
1,1990,1,0,0,0,0,0,0,0.0978500097990036,0.410809397697449,0.420872986316681,0.0882114470005035,0.0261837802827358,0.721960127353668,0.0395013652741909,0.402692437171936,0.343437939882278,0.764705896377563,0.0902000069618225,0.120449997484684,-0.0519221425056458,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,1
1,1991,1,0,0,0,0,0,0,0.100400008261204,0.424816459417343,0.419733852148056,0.0791840553283691,0.023498896509409,0.726855158805847,0.0419487617909908,0.397711098194122,0.343552142381668,0.764705896377563,0.0902000069618225,0.120449997484684,-0.0519221425056458,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,1
1,1992,1,0,0,0,0,0,1,0.0931066796183586,0.4393011033535,0.418597787618637,0.0710805058479309,0.0210893210023642,0.733113288879395,0.0445477887988091,0.392791390419006,0.34366637468338,0.764705896377563,0.0902000069618225,0.120449997484684,-0.0519221425056458,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,1
1,1993,1,0,0,0,0,1,0,0.0858133509755135,0.454279601573944,0.417464822530746,0.0638062581419945,0.0189268235117197,0.740749657154083,0.0473078489303589,0.387932568788528,0.343780636787415,0.764705896377563,0.0902000069618225,0.120449997484684,-0.0519221425056458,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,1
1,1994,1,0,0,0,0,0,0,0.0785200297832489,0.469768822193146,0.416334897279739,0.0572764463722706,0.0169860683381557,0.749782264232635,0.050238911062479,0.383133798837662,0.343894958496094,0.736842095851898,0.100400008261204,0.0912899971008301,-0.109828680753708,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,1
1,1995,1,0,0,0,0,0,0,0.0712267011404037,0.485786139965057,0.415208041667938,0.0514148809015751,0.0152443172410131,0.760231733322144,0.0533515736460686,0.378394424915314,0.344009310007095,0.736842095851898,0.100400008261204,0.0912899971008301,-0.109828680753708,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,1
1,1996,1,0,0,0,0,0,0,0.0639333724975586,0.502349615097046,0.414084225893021,0.0461531803011894,0.0136811658740044,0.772121369838715,0.0566570907831192,0.373713672161102,0.344123721122742,0.736842095851898,0.100400008261204,0.0912899971008301,-0.109828680753708,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,1
1,1997,1,0,0,0,0,0,1,0.0712332203984261,0.519477844238281,0.412963479757309,0.0414299480617046,0.0122782997786999,0.785476982593536,0.0601674020290375,0.36909082531929,0.344238132238388,0.736842095851898,0.100400008261204,0.0912899971008301,-0.109828680753708,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,1
1,1998,1,0,0,0,0,1,0,0.0785330757498741,0.537190079689026,0.411845743656158,0.0371900834143162,0.0110192839056253,0.800327479839325,0.0638952106237411,0.364525139331818,0.344352602958679,0.736842095851898,0.100400008261204,0.0912899971008301,-0.109828680753708,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,1
1,1999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0639333724975586,0.157179996371269,-0.227863222360611,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,1
1,2000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0639333724975586,0.157179996371269,-0.227863222360611,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,1
1,2001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0639333724975586,0.157179996371269,-0.227863222360611,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,1
1,2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0639333724975586,0.157179996371269,-0.227863222360611,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,1
1,2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0639333724975586,0.157179996371269,-0.227863222360611,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,1
2,1974,8,0,0,0,0,0,0,0.208630964159966,0.372077584266663,0.313259035348892,0.212622001767159,0.183794528245926,0.482247978448868,0.0142101952806115,0.39619779586792,0.429973840713501,0,0.124261915683746,0.0348399989306927,0.980230629444122,0.680000007152557,0.0482625477015972,NA,NA,NA,0.933333337306976,0.206572845578194,0.150417760014534,0.213720262050629,54
2,1975,8,0,0,0,0,0,0,0.236753985285759,0.378939896821976,0.31206002831459,0.205706566572189,0.171095550060272,0.487336128950119,0.0155598139390349,0.40409117937088,0.428973317146301,0,0.124261915683746,0.0348399989306927,0.980230629444122,0.680000007152557,0.0482625477015972,NA,NA,NA,0.933333337306976,0.206572845578194,0.150417760014534,0.213720262050629,54
2,1976,8,0,0,0,0,0,0,0.264876991510391,0.385928809642792,0.310865581035614,0.19901604950428,0.159273996949196,0.492542535066605,0.0170376151800156,0.41214182972908,0.42797514796257,0,0.124261915683746,0.0348399989306927,0.980230629444122,0.680000007152557,0.0482625477015972,NA,NA,NA,0.933333337306976,0.206572845578194,0.150417760014534,0.213720262050629,54
2,1977,8,0,0,0,0,0,1,0.293000012636185,0.393046587705612,0.309675723314285,0.192543134093285,0.148269221186638,0.497870147228241,0.0186557713896036,0.420352846384048,0.426979303359985,0,0.124261915683746,0.0348399989306927,0.980230629444122,0.680000007152557,0.0482625477015972,NA,NA,NA,0.933333337306976,0.206572845578194,0.150417760014534,0.213720262050629,54
2,1978,8,0,0,0.0890451669692993,0.256305158138275,1,0,0.257300019264221,0.400295674800873,0.308490425348282,0.186280742287636,0.138024806976318,0.503322005271912,0.0204276125878096,0.428727477788925,0.425985753536224,0,0.124261915683746,0.0348399989306927,0.980230629444122,0.680000007152557,0.0482625477015972,NA,NA,NA,0.933333337306976,0.206572845578194,0.150417760014534,0.213720262050629,54
2,1979,8,0,0,0,0,0,0,0.221600010991096,0.407678455114365,0.307309657335281,0.180222034454346,0.128488212823868,0.508901178836823,0.0223677363246679,0.437268942594528,0.42499452829361,0.875,0.293000012636185,0.0343800000846386,0.676506042480469,0.284000009298325,0.0405904054641724,0,0,0,0.875,0.0209895297884941,0.0343580767512321,-0.0212013609707355,54
2,1980,8,0,0,0.00107672915328294,0.00481613306328654,0,0,0.185900002717972,0.415197372436523,0.306133389472961,0.174360394477844,0.119610525667667,0.514610946178436,0.024492122232914,0.445980578660965,0.424005597829819,0.875,0.293000012636185,0.0343800000846386,0.676506042480469,0.284000009298325,0.0405904054641724,0,0,0,0.875,0.0209895297884941,0.0343580767512321,-0.0212013609707355,54
2,1981,8,0.00947603583335876,0.0840284824371338,0,0,0,0,0.150200009346008,0.422854989767075,0.304961651563644,0.168689385056496,0.111346237361431,0.520454466342926,0.026818273589015,0.454865753650665,0.423018991947174,0.875,0.293000012636185,0.0343800000846386,0.676506042480469,0.284000009298325,0.0405904054641724,0,0,0,0.875,0.0209895297884941,0.0343580767512321,-0.0212013609707355,54
2,1982,8,0,0,0,0,0,1,0.114500008523464,0.430653810501099,0.303794384002686,0.163202837109566,0.103652954101562,0.526435077190399,0.0293653514236212,0.463927984237671,0.422034680843353,0.875,0.293000012636185,0.0343800000846386,0.676506042480469,0.284000009298325,0.0405904054641724,0,0,0,0.875,0.0209895297884941,0.0343580767512321,-0.0212013609707355,54
2,1983,8,0,0,0.0164469461888075,0.0350877195596695,1,0,0.11599999666214,0.438596487045288,0.302631586790085,0.157894730567932,0.0964912250638008,0.532556295394897,0.0321543402969837,0.473170727491379,0.421052634716034,0.875,0.293000012636185,0.0343800000846386,0.676506042480469,0.284000009298325,0.0405904054641724,0,0,0,0.875,0.0209895297884941,0.0343580767512321,-0.0212013609707355,54
2,1984,8,0,0,0,0,0,0,0.117499992251396,0.446685642004013,0.30147323012352,0.15275926887989,0.0898243263363838,0.538821578025818,0.0352082140743732,0.48259761929512,0.420072883367538,0.857142865657806,0.114500008523464,0.143179997801781,0.0286206156015396,0.651000022888184,0.066420666873455,0.125282496213913,0.569625020027161,0.0581180825829506,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,54
2,1985,8,0,0,0,0,0,0,0.118999987840652,0.454923987388611,0.300319314002991,0.147790834307671,0.0836180597543716,0.545234560966492,0.0385521315038204,0.492212325334549,0.419095426797867,0.857142865657806,0.114500008523464,0.143179997801781,0.0286206156015396,0.651000022888184,0.066420666873455,0.125282496213913,0.569625020027161,0.0581180825829506,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,54
2,1986,8,0,0,0,0,0,0,0.120499975979328,0.463314294815063,0.299169838428497,0.142984002828598,0.0778406113386154,0.55179888010025,0.0422136411070824,0.502018570899963,0.418120235204697,0.857142865657806,0.114500008523464,0.143179997801781,0.0286206156015396,0.651000022888184,0.066420666873455,0.125282496213913,0.569625020027161,0.0581180825829506,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,54
2,1987,8,0,0,0,0,0,1,0.121999971568584,0.471859335899353,0.298024743795395,0.13833349943161,0.0724623426795006,0.558518469333649,0.0462229028344154,0.512020230293274,0.417147308588028,0.857142865657806,0.114500008523464,0.143179997801781,0.0286206156015396,0.651000022888184,0.066420666873455,0.125282496213913,0.569625020027161,0.0581180825829506,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,54
2,1988,8,0,0,0,0,1,0,0.115874975919724,0.480561971664429,0.296884030103683,0.133834257721901,0.0674556791782379,0.565397024154663,0.0506129413843155,0.522221148014069,0.416176646947861,0.857142865657806,0.114500008523464,0.143179997801781,0.0286206156015396,0.651000022888184,0.066420666873455,0.125282496213913,0.569625020027161,0.0581180825829506,0.857142865657806,0.109999999403954,0.103117488324642,0.113970629870892,54
2,1989,8,0,0,0,0,0,0,0.109749987721443,0.489425122737885,0.295747667551041,0.129481360316277,0.0627949386835098,0.572438657283783,0.0554199367761612,0.532625257968903,0.415208250284195,0.764705896377563,0.121999971568584,0.120449997484684,0.181314140558243,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,54
2,1990,8,0,0,0.00363506469875574,0.00352577096782625,0,0,0.103624992072582,0.498451739549637,0.294615685939789,0.125270023941994,0.058456227183342,0.579647302627563,0.0606834702193737,0.543236613273621,0.414242088794708,0.764705896377563,0.121999971568584,0.120449997484684,0.181314140558243,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,54
2,1991,8,0,0,0,0,0,0,0.0974999964237213,0.507644832134247,0.293488025665283,0.121195673942566,0.0544172897934914,0.587027311325073,0.0664469078183174,0.554059445858002,0.413278192281723,0.764705896377563,0.121999971568584,0.120449997484684,0.181314140558243,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,54
2,1992,8,0,0,0.00224679312668741,0.00662514241412282,0,1,0.0878243967890739,0.51700747013092,0.292364656925201,0.117253832519054,0.0506574176251888,0.594582855701447,0.0727577432990074,0.565097868442535,0.412316530942917,0.764705896377563,0.121999971568584,0.120449997484684,0.181314140558243,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,54
2,1993,8,0,0,0.0529997758567333,0.0642171129584312,1,0,0.078148789703846,0.526542782783508,0.291245609521866,0.113440200686455,0.0471573285758495,0.602318406105042,0.079667940735817,0.57635623216629,0.411357134580612,0.764705896377563,0.121999971568584,0.120449997484684,0.181314140558243,0.765999972820282,0.0405904054641724,0.103242859244347,0.656571388244629,0.0347917750477791,0.764705896377563,0.0939597338438034,0.0793650820851326,0.12545457482338,54
2,1994,8,0,0,0,0,0,0,0.068473182618618,0.536253929138184,0.290130853652954,0.109750606119633,0.0438990704715252,0.610238432884216,0.0872344449162483,0.587838888168335,0.410399943590164,0.736842095851898,0.0974999964237213,0.0912899971008301,-0.359416127204895,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,54
2,1995,8,0,0,0,0,0,0,0.05879757553339,0.546144247055054,0.289020359516144,0.106181010603905,0.0408659391105175,0.618347585201263,0.0955195799469948,0.599550306797028,0.409444987773895,0.736842095851898,0.0974999964237213,0.0912899971008301,-0.359416127204895,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,54
2,1996,8,0,0,0,0,0,0,0.0491219721734524,0.556216955184937,0.287914097309113,0.102727517485619,0.0380423739552498,0.626650512218475,0.104591593146324,0.611495018005371,0.408492237329483,0.736842095851898,0.0974999964237213,0.0912899971008301,-0.359416127204895,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,54
2,1997,8,0,0,0.00275164656341076,0.00850284565240145,0,1,0.049629982560873,0.566475391387939,0.286812096834183,0.0993863493204117,0.0354138985276222,0.635152101516724,0.114525236189365,0.623677730560303,0.40754172205925,0.736842095851898,0.0974999964237213,0.0912899971008301,-0.359416127204895,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,54
2,1998,8,0,0,0,0,1,0,0.0501379929482937,0.576923072338104,0.28571429848671,0.0961538478732109,0.032967034727335,0.643857359886169,0.125402331352234,0.63610315322876,0.406593412160873,0.736842095851898,0.0974999964237213,0.0912899971008301,-0.359416127204895,0.426999986171722,0.0644567236304283,0.0698099955916405,0.326529413461685,0.0492904372513294,0.736842095851898,0.0750000029802322,0.0693069323897362,0.0356193333864212,54
2,1999,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0491219721734524,0.157179996371269,0.898211240768433,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,54
2,2000,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0491219721734524,0.157179996371269,0.898211240768433,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,54
2,2001,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0491219721734524,0.157179996371269,0.898211240768433,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,54
2,2002,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0491219721734524,0.157179996371269,0.898211240768433,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,54
2,2003,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470588237047195,0.0491219721734524,0.157179996371269,0.898211240768433,0.257999986410141,0.0589318610727787,0.115816839039326,0.190105244517326,0.0434234775602818,0.470588237047195,0.131147533655167,0.115894041955471,0.109848484396935,54
3,1974,11,0,0,0,0,0,0,-0.0766133293509483,0.0190120954066515,0.703548848628998,0.266801804304123,0.0239267013967037,0.906086266040802,0,0.783080160617828,0,0,-0.272226691246033,0.00315000000409782,0.937136232852936,0.680000007152557,0.0482625477015972,NA,NA,NA,0.727272748947144,0.206572845578194,0.150417760014534,0.213720262050629,30
3,1975,11,0,0,0,0,0,0,-0.0114088822156191,0.0198808088898659,0.708133041858673,0.257239401340485,0.0231740865856409,0.904874563217163,0,0.750332713127136,0,0,-0.272226691246033,0.00315000000409782,0.937136232852936,0.680000007152557,0.0482625477015972,NA,NA,NA,0.727272748947144,0.206572845578194,0.150417760014534,0.213720262050629,30
3,1976,11,0,0,0,0,0,0,0.0537955649197102,0.0207892153412104,0.712747156620026,0.248019695281982,0.0224451441317797,0.903942465782166,0,0.718954682350159,0,0,-0.272226691246033,0.00315000000409782,0.937136232852936,0.680000007152557,0.0482625477015972,NA,NA,NA,0.727272748947144,0.206572845578194,0.150417760014534,0.213720262050629,30
3,1977,11,0,0,0,0,0,1,0.119000017642975,0.0217391308397055,0.717391312122345,0.239130437374115,0.0217391308397055,0.903288185596466,0,0.688888907432556,0,0,-0.272226691246033,0.00315000000409782,0.937136232852936,0.680000007152557,0.0482625477015972,NA,NA,NA,0.727272748947144,0.206572845578194,0.150417760014534,0.213720262050629,30
3,1978,11,0,0,0,0,1,0,0.107040017843246,0.0227324496954679,0.72206574678421,0.230559781193733,0.0210553258657455,0.902910351753235,0,0.660080432891846,0,0,-0.272226691246033,0.00315000000409782,0.937136232852936,0.680000007152557,0.0482625477015972,NA,NA,NA,0.727272748947144,0.206572845578194,0.150417760014534,0.213720262050629,30
3,1979,11,0,0,0,0,0,0,0.0950800180435181,0.0237711556255817,0.726770639419556,0.222296312451363,0.0203930288553238,0.902807414531708,0,0.632476687431335,0,0,0.119000017642975,0.0148400003090501,-0.0701432228088379,0.284000009298325,0.0405904054641724,0,0,0,0,0.0209895297884941,0.0343580767512321,-0.0212013609707355,30
3,1980,11,0,0,0,0,0,0,0.0831200182437897,0.0248573236167431,0.731506168842316,0.21432900428772,0.0197515655308962,0.902978301048279,0,0.606027245521545,0,0,0.119000017642975,0.0148400003090501,-0.0701432228088379,0.284000009298325,0.0405904054641724,0,0,0,0,0.0209895297884941,0.0343580767512321,-0.0212013609707355,30
3,1981,11,0,0,0,0,0,0,0.0711600184440613,0.0259931217879057,0.736272573471069,0.206647261977196,0.0191302783787251,0.903421580791473,0,0.580683946609497,0,0,0.119000017642975,0.0148400003090501,-0.0701432228088379,0.284000009298325,0.0405904054641724,0,0,0,0,0.0209895297884941,0.0343580767512321,-0.0212013609707355,30
3,1982,11,0,0,0,0,0,1,0.0592000186443329,0.0271808169782162,0.741069972515106,0.199240833520889,0.0185285340994596,0.904136180877686,0,0.5564004778862,0,0,0.119000017642975,0.0148400003090501,-0.0701432228088379,0.284000009298325,0.0405904054641724,0,0,0,0,0.0209895297884941,0.0343580767512321,-0.0212013609707355,30
3,1983,11,0,0,0,0,1,0,0.0766000151634216,0.0284227803349495,0.745898723602295,0.19209985435009,0.0179457180202007,0.905121088027954,0,0.533132493495941,0,0,0.119000017642975,0.0148400003090501,-0.0701432228088379,0.284000009298325,0.0405904054641724,0,0,0,0,0.0209895297884941,0.0343580767512321,-0.0212013609707355,30
3,1984,11,0,0,0,0,0,0,0.0940000042319298,0.0297214929014444,0.75075888633728,0.185214817523956,0.0173812340945005,0.906375169754028,0,0.510837554931641,0,0.666666626930237,0.0592000186443329,0.0884800031781197,0.292456805706024,0.651000022888184,0.066420666873455,0,0,0,0.666666626930237,0.109999999403954,0.103117488324642,0.113970629870892,30
3,1985,11,0,0,0,0,0,0,0.111400000751019,0.0310795474797487,0.755650699138641,0.178576543927193,0.016834506765008,0.907897770404816,0,0.489474922418594,0,0.666666626930237,0.0592000186443329,0.0884800031781197,0.292456805706024,0.651000022888184,0.066420666873455,0,0,0,0.666666626930237,0.109999999403954,0.103117488324642,0.113970629870892,30
