"country","period","growth","yssw","yssm","pinv","lgdp","gini"
"AUT","1976-80",0.0324287414550781,3.49499988555908,6.01599979400635,125.589996337891,9.25998687744141,NA
"AUT","1981-85",0.0115005495026708,3.44199991226196,5.54099988937378,75.4499969482422,9.31748962402344,NA
"AUT","1986-90",0.0262947082519531,3.47900009155273,5.17700004577637,125.230003356934,9.4489631652832,NA
"AUT","1991-95",0.0101370811462402,3.71099996566772,5.15100002288818,129.979995727539,9.46923732757568,NA
"AZE","1961-65",NA,NA,NA,NA,NA,NA
"AZE","1966-70",NA,NA,NA,NA,NA,NA
"AZE","1971-75",NA,NA,NA,NA,NA,NA
"AZE","1976-80",NA,NA,NA,NA,NA,NA
"AZE","1981-85",NA,NA,NA,NA,NA,NA
"AZE","1986-90",NA,NA,NA,NA,NA,NA
"AZE","1991-95",NA,NA,NA,NA,NA,NA
"BDI","1961-65",-0.0990642532706261,NA,NA,84.9599990844727,5.96614694595337,NA
"BDI","1966-70",-0.0268528945744038,NA,NA,75.8099975585938,5.83188247680664,NA
"BDI","1971-75",0.054135225713253,NA,NA,110.319999694824,6.10255861282349,NA
"BDI","1976-80",0.0142455101013184,NA,NA,118.050003051758,6.17378616333008,NA
"BDI","1981-85",0.018682861700654,NA,NA,92.8099975585938,6.2672004699707,NA
"BDI","1986-90",0.008543586358428,0.0740000009536743,0.199000000953674,75.2600021362305,6.30991840362549,NA
"BDI","1991-95",0.0169811248779297,NA,NA,70.6699981689453,6.34388065338135,NA
"BEL","1961-65",0.0411109924316406,1.24800002574921,1.56400001049042,78.9199981689453,8.81714916229248,NA
"BEL","1966-70",0.0421178825199604,1.23599994182587,1.65900003910065,76.7399978637695,9.02773857116699,NA
"BEL","1971-75",0.0290422439575195,1.40699994564056,1.80599999427795,111.98999786377,9.17294979095459,NA
"BEL","1976-80",0.0285121910274029,1.59200000762939,1.96899998188019,122.580001831055,9.31551074981689,28.25
"BEL","1981-85",0.0031438828445971,1.77699995040894,2.13199996948242,60.5299987792969,9.33123016357422,26.2199993133545
"BEL","1986-90",0.0318326950073242,1.95200002193451,2.26900005340576,95.6500015258789,9.49039363861084,26.6299991607666
"BEL","1991-95",0.00943279266357422,2.05900001525879,2.32999992370605,98.2799987792969,9.50925922393799,26.9200000762939
"BEN","1961-65",0.0158966071903706,0.0410000011324883,0.123000003397465,158.020004272461,7.08254861831665,NA
"BEN","1966-70",-0.0126503948122263,0.0390000008046627,0.120999999344349,151.740005493164,7.01929664611816,NA
"BEN","1971-75",-0.0121696470305324,0.0450000017881393,0.128000006079674,170.610000610352,6.95844841003418,NA
"BEN","1976-80",0.0114527698606253,0.0570000000298023,0.162000000476837,110.169998168945,7.01571226119995,NA
"BEN","1981-85",-0.00108003616333008,0.0769999995827675,0.221000000834465,73.0400009155273,7.0103120803833,NA
"BEN","1986-90",-0.0371876731514931,0.114000000059605,0.662000000476837,102.199996948242,6.82437372207642,NA
"BEN","1991-95",0.0278687477111816,0.143999993801117,0.711000025272369,96.2300033569336,6.8522424697876,NA
"BFA","1961-65",-0.0401828773319721,NA,NA,114.610000610352,5.9215784072876,NA
"BFA","1966-70",0.000535488128662109,NA,NA,92.8899993896484,5.92425584793091,NA
"BFA","1971-75",0.0212859157472849,NA,NA,128.880004882812,6.03068542480469,NA
"BFA","1976-80",0.0187995918095112,NA,NA,143.720001220703,6.12468338012695,NA
"BFA","1981-85",0.0159749034792185,NA,NA,62.5499992370605,6.2045578956604,NA
"BFA","1986-90",0.0063623427413404,NA,NA,88.1399993896484,6.23636960983276,NA
"BFA","1991-95",0.00292682647705078,NA,NA,85.4300003051758,6.24222326278687,45.5999984741211
"BGD","1961-65",0.0353407859802246,0.0390000008046627,0.384999990463257,40.75,7.03526878356934,37.310001373291
"BGD","1966-70",0.0238693244755268,0.0379999987781048,0.41100001335144,67.379997253418,7.15461540222168,34.2000007629395
"BGD","1971-75",-0.0581624023616314,0.0509999990463257,0.488000005483627,97.0800018310547,6.86380338668823,36
"BGD","1976-80",0.0251063350588083,0.137999996542931,0.754999995231628,60.9099998474121,6.98933506011963,35.1699981689453
"BGD","1981-85",0.0227973945438862,0.195999994874001,0.916000008583069,53,7.10332202911377,36
"BGD","1986-90",0.0267474167048931,0.209999993443489,0.953999996185303,62.0800018310547,7.23705911636353,35.4500007629395
"BGD","1991-95",0.0414028167724609,0.24099999666214,0.966000020503998,62.0800018310547,7.31986474990845,34.8699989318848
"BGR","1961-65",NA,NA,NA,NA,NA,22.2299995422363
"BGR","1966-70",NA,NA,NA,NA,NA,21.5
"BGR","1971-75",NA,NA,NA,NA,NA,17.8299999237061
"BGR","1976-80",NA,NA,NA,54.2599983215332,8.27537631988525,25.0100002288818
"BGR","1981-85",0.0390708930790424,NA,NA,31.8600006103516,8.47073078155518,23.4200000762939
"BGR","1986-90",0.0524114593863487,NA,NA,27.9099998474121,8.7327880859375,24.5300006866455
"BGR","1991-95",-0.0874185562133789,NA,NA,15.4200000762939,8.55795097351074,34.4199981689453
"BHR","1961-65",NA,0.241999998688698,0.449999988079071,NA,NA,NA
"BHR","1966-70",NA,0.300000011920929,0.666000008583069,NA,NA,NA
"BHR","1971-75",NA,0.368999987840652,0.934000015258789,94.0999984741211,9.22532749176025,NA
"BHR","1976-80",0.0451835617423058,0.614000022411346,1.08299994468689,87.8600006103516,9.45124530792236,NA
"BHR","1981-85",-0.0574525818228722,0.833999991416931,1.17299997806549,103.870002746582,9.16398239135742,NA
"BHR","1986-90",-0.0119428634643555,1.37699997425079,1.38800001144409,58.3600006103516,9.12815380096436,NA
"BHR","1991-95",NA,1.692999958992,1.72599995136261,NA,NA,NA
"BHS","1961-65",NA,NA,NA,NA,NA,NA
"BHS","1966-70",NA,NA,NA,NA,NA,48.4099998474121
"BHS","1971-75",NA,NA,NA,NA,NA,54.0900001525879
"BHS","1976-80",0.126194953918457,NA,NA,140.619995117188,9.33300018310547,43.0999984741211
"BHS","1981-85",0.0185548774898052,NA,NA,140.029998779297,9.42577457427979,NA
"BHS","1986-90",0.00851297378540039,NA,NA,141.229995727539,9.44280052185059,44.5400009155273
"BHS","1991-95",NA,NA,NA,NA,NA,45.2900009155273
"BIH","1961-65",NA,NA,NA,NA,NA,NA
"BIH","1966-70",NA,NA,NA,NA,NA,NA
"BIH","1971-75",NA,NA,NA,NA,NA,NA
"BIH","1976-80",NA,NA,NA,NA,NA,NA
"BIH","1981-85",NA,NA,NA,NA,NA,NA
"BIH","1986-90",NA,NA,NA,NA,NA,NA
"BIH","1991-95",NA,NA,NA,NA,NA,NA
"BLR","1961-65",NA,NA,NA,NA,NA,NA
"BLR","1966-70",NA,NA,NA,NA,NA,NA
"BLR","1971-75",NA,NA,NA,NA,NA,NA
"BLR","1976-80",NA,NA,NA,NA,NA,NA
"BLR","1981-85",NA,NA,NA,NA,NA,NA
"BLR","1986-90",NA,NA,NA,NA,NA,NA
"BLR","1991-95",NA,NA,NA,NA,NA,NA
"BLX","1961-65",NA,NA,NA,NA,NA,NA
"BLX","1966-70",NA,NA,NA,NA,NA,NA
"BLX","1971-75",NA,NA,NA,NA,NA,NA
"BLX","1976-80",NA,NA,NA,NA,NA,NA
"BLX","1981-85",NA,NA,NA,NA,NA,NA
"BLX","1986-90",NA,NA,NA,NA,NA,NA
"BLX","1991-95",NA,NA,NA,NA,NA,NA
"BLZ","1961-65",NA,NA,NA,NA,NA,NA
"BLZ","1966-70",NA,NA,NA,NA,NA,NA
"BLZ","1971-75",NA,NA,NA,NA,NA,NA
"BLZ","1976-80",NA,NA,NA,68.1600036621094,8.27969741821289,NA
"BLZ","1981-85",-0.088823601603508,NA,NA,72.120002746582,7.83557939529419,NA
"BLZ","1986-90",0.0629198998212814,NA,NA,64.4300003051758,8.15017890930176,NA
"BLZ","1991-95",0.102600574493408,NA,NA,66.5400009155273,8.35538005828857,NA
"BMU","1961-65",NA,NA,NA,NA,NA,NA
"BMU","1966-70",NA,NA,NA,NA,NA,NA
"BMU","1971-75",NA,NA,NA,NA,NA,NA
"BMU","1976-80",NA,NA,NA,NA,NA,NA
"BMU","1981-85",NA,NA,NA,NA,NA,NA
"BMU","1986-90",NA,NA,NA,NA,NA,NA
"BMU","1991-95",NA,NA,NA,NA,NA,NA
"BOL","1961-65",0.0318232551217079,0.975000023841858,1.692999958992,41.0400009155273,7.20489263534546,NA
"BOL","1966-70",0.0420564636588097,0.889999985694885,1.51999998092651,43.5,7.41517496109009,NA
"BOL","1971-75",0.0199249275028706,0.861999988555908,1.47300004959106,64.5899963378906,7.51479959487915,NA
"BOL","1976-80",0.0161175727844238,0.903999984264374,1.47500002384186,58.6599998474121,7.59538745880127,NA
"BOL","1981-85",-0.0251466743648052,0.912000000476837,1.42999994754791,90.4800033569336,7.46965408325195,NA
"BOL","1986-90",-0.0112573625519872,1.03799998760223,1.40299999713898,75.1500015258789,7.41336727142334,48.6399993896484
"BOL","1991-95",0.0186467170715332,1.03799998760223,1.35300004482269,72.6600036621094,7.45066070556641,NA
"BRA","1961-65",0.00952300988137722,0.584999978542328,0.722000002861023,47.8899993896484,7.53422832489014,NA
"BRA","1966-70",0.052612591534853,0.558000028133392,0.712999999523163,51.4199981689453,7.79729127883911,57.6100006103516
"BRA","1971-75",0.0729308128356934,0.547999978065491,0.644999980926514,63.7799987792969,8.16194534301758,61.939998626709
"BRA","1976-80",0.0410243980586529,0.680000007152557,0.736999988555908,60.5,8.36706733703613,57.7799987792969
"BRA","1981-85",-0.0137554164975882,0.745999991893768,0.78600001335144,50.3499984741211,8.29829025268555,61.7599983215332
"BRA","1986-90",0.00124092097394168,0.880999982357025,0.847000002861023,90,8.30449485778809,59.5999984741211
"BRA","1991-95",-0.0201945304870605,0.943000018596649,0.866999983787537,60.8300018310547,8.26410579681396,NA
"BRB","1961-65",0.04108677059412,1.15199995040894,1.04700005054474,88.2099990844727,8.09376811981201,NA
"BRB","1966-70",0.0696540847420692,3.97199988365173,3.68499994277954,84.9000015258789,8.44203853607178,NA
"BRB","1971-75",0.0278135295957327,3.68300008773804,3.77099990844727,96.0800018310547,8.58110618591309,NA
"BRB","1976-80",0.0359321609139442,2.16300010681152,2.15799999237061,117.160003662109,8.76076698303223,48.8600006103516
"BRB","1981-85",-0.00793075561523438,2.65199995040894,2.54299998283386,103,8.72111320495605,NA
"BRB","1986-90",0.0557940006256104,3.1159999370575,3.06200003623962,124.110000610352,8.9442892074585,NA
"BRB","1991-95",NA,3.54399991035461,3.34999990463257,NA,NA,NA
"BRN","1961-65",NA,NA,NA,NA,NA,NA
"BRN","1966-70",NA,NA,NA,NA,NA,NA
"BRN","1971-75",NA,NA,NA,NA,NA,NA
"BRN","1976-80",NA,NA,NA,NA,NA,NA
"BRN","1981-85",NA,NA,NA,NA,NA,NA
"BRN","1986-90",NA,NA,NA,NA,NA,NA
"BRN","1991-95",NA,NA,NA,NA,NA,NA
"BTN","1961-65",NA,NA,NA,NA,NA,NA
"BTN","1966-70",NA,NA,NA,NA,NA,NA
"BTN","1971-75",NA,NA,NA,NA,NA,NA
"BTN","1976-80",NA,NA,NA,NA,NA,NA
"BTN","1981-85",NA,NA,NA,40.7999992370605,6.51025819778442,NA
"BTN","1986-90",NA,NA,NA,NA,NA,NA
"BTN","1991-95",NA,NA,NA,NA,NA,NA
"BWA","1961-65",0.0140725132077932,0.0640000030398369,0.136000007390976,66.5100021362305,6.3526291847229,NA
"BWA","1966-70",0.0720654502511024,0.0790000036358833,0.164000004529953,62.7299995422363,6.71295642852783,NA
"BWA","1971-75",0.096746064722538,0.0869999974966049,0.156000003218651,88.2900009155273,7.19668674468994,NA
"BWA","1976-80",0.0747512802481651,0.125,0.254999995231628,94.6399993896484,7.57044315338135,NA
"BWA","1981-85",0.0372360236942768,0.238999992609024,0.337999999523163,59.4900016784668,7.75662326812744,NA
"BWA","1986-90",-0.0153300762176514,0.583999991416931,0.782000005245209,136.740005493164,7.69530296325684,60.810001373291
"BWA","1991-95",NA,0.698000013828278,0.833000004291534,NA,NA,NA
"CAF","1961-65",-0.0120006557554007,0.025000000372529,0.17399999499321,112.089996337891,6.49677515029907,NA
"CAF","1966-70",0.0238579753786325,0.0230000000447035,0.157000005245209,84.3099975585938,6.61606502532959,NA
"CAF","1971-75",-0.00987854041159153,0.0260000005364418,0.153999999165535,160.440002441406,6.56667232513428,NA
"CAF","1976-80",-0.00141143798828125,0.0379999987781048,0.179000005125999,185.770004272461,6.55961513519287,NA
"CAF","1981-85",-0.0227790828794241,0.0529999993741512,0.252999991178513,90.9300003051758,6.44571971893311,NA
"CAF","1986-90",-0.0168834682554007,0.211999997496605,0.810999989509583,139.369995117188,6.36130237579346,NA
"CAF","1991-95",-0.0595395565032959,0.23199999332428,0.804000020027161,174.869995117188,6.24222326278687,61.5999984741211
"CAN","1961-65",0.0354145057499409,2.46700000762939,2.37800002098083,109.290000915527,9.06693172454834,31.6100006103516
"CAN","1966-70",0.0311464313417673,2.93400001525879,2.89800000190735,107.059997558594,9.22266387939453,32.2999992370605
"CAN","1971-75",0.0387266166508198,3.38700008392334,3.44899988174438,121.48999786377,9.41629695892334,31.6200008392334
"CAN","1976-80",0.0279941558837891,3.77699995040894,3.88100004196167,93.3300018310547,9.55626773834229,31
"CAN","1981-85",0.0196105949580669,3.80399990081787,3.93400001525879,74.5299987792969,9.65432071685791,32.810001373291
"CAN","1986-90",0.0193546302616596,3.98200011253357,4.05999994277954,78.8399963378906,9.75109386444092,27.5599994659424
"CAN","1991-95",-0.0241885185241699,4.18300008773804,4.21400022506714,68.4300003051758,9.70271682739258,27.6499996185303
"CCK","1961-65",NA,NA,NA,NA,NA,NA
"CCK","1966-70",NA,NA,NA,NA,NA,NA
"CCK","1971-75",NA,NA,NA,NA,NA,NA
"CCK","1976-80",NA,NA,NA,NA,NA,NA
"CCK","1981-85",NA,NA,NA,NA,NA,NA
"CCK","1986-90",NA,NA,NA,NA,NA,NA
"CCK","1991-95",NA,NA,NA,NA,NA,NA
"CHE","1961-65",0.0339546203613281,1.67299997806549,2.29099988937378,76.4100036621094,9.31919479370117,NA
"CHE","1966-70",0.0298076625913382,2.75699996948242,3.15599989891052,72.5299987792969,9.46823310852051,NA
"CHE","1971-75",0.000755882239900529,2.80800008773804,3.05699992179871,117.370002746582,9.47201251983643,NA
"CHE","1976-80",0.0192144401371479,4.06099987030029,4.63899993896484,130.080001831055,9.56808471679688,NA
"CHE","1981-85",0.00772247323766351,3.90400004386902,4.53900003433228,82.120002746582,9.60669708251953,NA
"CHE","1986-90",0.0209444053471088,3.81900000572205,4.61100006103516,136.889999389648,9.71141910552979,NA
"CHE","1991-95",-0.0190811157226562,3.8510000705719,4.90899991989136,130.660003662109,9.67325687408447,NA
"CHI","1961-65",NA,NA,NA,NA,NA,NA
"CHI","1966-70",NA,NA,NA,NA,NA,NA
"CHI","1971-75",NA,NA,NA,NA,NA,NA
"CHI","1976-80",NA,NA,NA,NA,NA,NA
"CHI","1981-85",NA,NA,NA,NA,NA,NA
"CHI","1986-90",NA,NA,NA,NA,NA,NA
"CHI","1991-95",NA,NA,NA,NA,NA,NA
"CHL","1961-65",0.0246856696903706,1.02999997138977,1.12199997901917,73.620002746582,8.09070873260498,NA
"CHL","1966-70",0.0198736190795898,1.34700000286102,1.42700004577637,59.439998626709,8.19007682800293,45.6399993896484
"CHL","1971-75",-0.0376773849129677,1.37800002098083,1.39999997615814,36.4500007629395,8.00168991088867,46
"CHL","1976-80",0.0529977791011333,1.58899998664856,1.58299994468689,136.809997558594,8.26667881011963,53.2099990844727
"CHL","1981-85",-0.0231267921626568,1.60300004482269,1.51600003242493,34.0499992370605,8.15104484558105,NA
"CHL","1986-90",0.0448247902095318,1.95200002193451,1.86800003051758,39.5200004577637,8.375168800354,57.8800010681152
"CHL","1991-95",0.0598893165588379,1.99300003051758,1.89499998092651,41.2000007629395,8.49494743347168,56.4900016784668
"CHN","1961-65",0.00349664688110352,NA,NA,84.75,6.35784244537354,NA
"CHN","1966-70",0.0375014320015907,NA,NA,68.0199966430664,6.54534959793091,NA
"CHN","1971-75",0.0191664695739746,0.555999994277954,1.3400000333786,65.0699996948242,6.64118194580078,NA
"CHN","1976-80",0.0476347915828228,0.549000024795532,1.19200003147125,45.7099990844727,6.87935590744019,32
"CHN","1981-85",0.0522193908691406,0.765999972820282,1.48300004005432,42.1699981689453,7.14045286178589,31.3999996185303
"CHN","1986-90",0.00959196127951145,0.910000026226044,2.17400002479553,33.6699981689453,7.1884126663208,34.5999984741211
"CHN","1991-95",0.0600650310516357,1.01800000667572,2.10899996757507,32.2200012207031,7.30854272842407,37.7999992370605
"CIV","1961-65",0.0446287170052528,NA,NA,97.7799987792969,7.24422740936279,NA
"CIV","1966-70",0.0285725593566895,NA,NA,81.5500030517578,7.38709020614624,NA
"CIV","1971-75",0.0234602931886911,NA,NA,125.040000915527,7.50439167022705,NA
"CIV","1976-80",-0.00288419728167355,NA,NA,183.210006713867,7.48997068405151,NA
"CIV","1981-85",-0.0294383056461811,NA,NA,100.860000610352,7.3427791595459,47.810001373291
"CIV","1986-90",-0.0483854301273823,NA,NA,124.180000305176,7.10085201263428,43.4900016784668
"CIV","1991-95",-0.0470783710479736,NA,NA,127.419998168945,7.00669527053833,44.5999984741211
"CMR","1961-65",0.00974321365356445,0.0930000022053719,0.455000013113022,167.130004882812,6.51174545288086,NA
"CMR","1966-70",0.0355707183480263,0.0839999988675117,0.398000001907349,149.949996948242,6.68959903717041,NA
"CMR","1971-75",0.0132339475676417,0.0850000008940697,0.39300000667572,204.699996948242,6.75576877593994,NA
"CMR","1976-80",0.0658591240644455,0.109999999403954,0.40200001001358,176.419998168945,7.08506441116333,NA
"CMR","1981-85",0.0438902862370014,0.155000001192093,0.483999997377396,127.220001220703,7.30451583862305,55.5999984741211
"CMR","1986-90",-0.0386007316410542,0.224000006914139,0.600000023841858,127.48999786377,7.11151218414307,NA
"CMR","1991-95",-0.0875847339630127,0.319999992847443,0.727999985218048,129.240005493164,6.93634271621704,NA
"COG","1961-65",-0.00706911087036133,0.495999991893768,1.17200005054474,148.479995727539,6.98841333389282,NA
"COG","1966-70",0.0864331275224686,0.428999990224838,1.00699996948242,117.75,7.420578956604,NA
"COG","1971-75",0.00659656524658203,0.388999998569489,0.961000025272369,166.449996948242,7.45356178283691,NA
"COG","1976-80",0.0224463455379009,0.409000009298325,1.0349999666214,289.679992675781,7.56579351425171,NA
"COG","1981-85",0.0668203383684158,0.621999979019165,1.54700005054474,138.710006713867,7.89989519119263,NA
"COG","1986-90",-0.0397390350699425,0.931999981403351,1.875,188.460006713867,7.70120000839233,NA
"COG","1991-95",0.0065155029296875,1.25399994850159,2.02600002288818,181.429992675781,7.71423101425171,NA
"COK","1961-65",NA,NA,NA,NA,NA,NA
"COK","1966-70",NA,NA,NA,NA,NA,NA
"COK","1971-75",NA,NA,NA,NA,NA,NA
"COK","1976-80",NA,NA,NA,NA,NA,NA
"COK","1981-85",NA,NA,NA,NA,NA,NA
"COK","1986-90",NA,NA,NA,NA,NA,NA
"COK","1991-95",NA,NA,NA,NA,NA,NA
"COL","1961-65",0.0150928497314453,0.558000028133392,0.64300000667572,64.4199981689453,7.50439167022705,NA
"COL","1966-70",0.0328338630497456,0.527999997138977,0.638999998569489,52.0400009155273,7.66856098175049,52.0200004577637
"COL","1971-75",0.0314167961478233,1.02999997138977,1.12100005149841,50.4199981689453,7.82564496994019,46
"COL","1976-80",0.0325117111206055,1.03100001811981,1.11500000953674,64.5,7.98820352554321,54.5
"COL","1981-85",0.0014880180824548,1.16700005531311,1.22000002861023,53.560001373291,7.99564361572266,NA
"COL","1986-90",0.0212068557739258,1.36000001430511,1.29700005054474,42.7200012207031,8.10167789459229,51.2000007629395
"COL","1991-95",0.0119767189025879,1.53100001811981,1.43700003623962,40.1699981689453,8.12563133239746,51.3199996948242
"COM","1961-65",0.0347380638122559,NA,NA,95.5500030517578,6.47079944610596,NA
"COM","1966-70",0.0140460971742868,NA,NA,74.7099990844727,6.54102993011475,NA
"COM","1971-75",0.00792188663035631,NA,NA,97.0599975585938,6.58063936233521,NA
"COM","1976-80",-0.0266667362302542,NA,NA,117.180000305176,6.44730567932129,NA
"COM","1981-85",0.00376777653582394,NA,NA,83.379997253418,6.46614456176758,NA
"COM","1986-90",-0.026218032464385,NA,NA,129.610000610352,6.33505439758301,NA
"COM","1991-95",-0.0339269638061523,NA,NA,133.679992675781,6.2672004699707,NA
"CPV","1961-65",-0.0187637321650982,NA,NA,59.2099990844727,6.05678415298462,NA
"CPV","1966-70",0.0790529251098633,NA,NA,49.9799995422363,6.45204877853394,NA
"CPV","1971-75",-0.0544064529240131,NA,NA,117.400001525879,6.18001651763916,NA
"CPV","1976-80",0.131892010569572,NA,NA,98.2900009155273,6.83947658538818,NA
