"state","time","diffusion","trend","regulation"
7,1978,0.706449078056676,2,1
7,1979,0.765319791126313,3,1
7,1980,0.781375468937624,4,1
7,1981,0.802783032382627,5,1
7,1982,0.861653284243114,6,1
7,1983,0.91517228345223,7,1
7,1984,0.87770989591207,8,1
7,1985,0.968691604160079,9,1
7,1986,0.968691604160079,10,1
7,1987,0.984747171976448,11,1
7,1988,0.984747171976448,12,1
7,1989,0.984747171976448,13,1
7,1990,0.990099008077756,14,1
8,1977,0.0675070219431755,1,0
8,1978,0.14626509942642,2,1
8,1979,0.14626509942642,3,1
8,1980,0.208145550836312,4,1
8,1981,0.253150409012336,5,1
8,1982,0.253150409012336,6,1
8,1983,0.275652546950939,7,1
8,1984,0.275652546950939,8,1
8,1985,0.275652546950939,9,1
8,1986,0.309405522758968,10,1
8,1987,0.894464705222516,11,1
8,1988,0.894464705222516,12,1
8,1989,0.894464705222516,13,1
8,1990,0.990099008077756,14,1
9,1977,0.182853964327004,1,1
9,1978,0.26191093468706,2,1
9,1979,0.31569222768314,3,1
9,1980,0.35387482624717,4,1
9,1981,0.429706187081535,5,1
9,1982,0.517907337575369,6,1
9,1983,0.524360696901766,7,1
9,1984,0.566309597631973,8,1
9,1985,0.656122044232716,9,1
9,1986,0.721734168859649,10,1
9,1987,0.756692336743407,11,0
9,1988,0.779816955699502,12,0
9,1989,0.901361078030343,13,0
9,1990,0.990099008077756,14,0
10,1977,0.161963588824615,1,1
10,1978,0.231377389009101,2,1
10,1979,0.32585559842637,3,1
10,1980,0.366347119390254,4,1
10,1981,0.419370033064702,5,1
10,1982,0.497460021849193,6,1
10,1983,0.519632401403819,7,1
10,1984,0.579404673571625,8,1
10,1985,0.622788279949227,9,1
10,1986,0.737512582202672,10,1
10,1987,0.80210612144538,11,1
10,1988,0.80981830453663,12,1
10,1989,0.927434327055,13,0
10,1990,0.990099008077756,14,0
11,1977,0.456969211831434,1,1
11,1978,0.342725928955926,2,1
11,1979,0.555979329531482,3,1
11,1980,0.555979329531482,4,1
11,1981,0.616906880968387,5,1
11,1982,0.708301682661599,6,1
11,1983,0.708301682661599,7,1
11,1984,0.670219944473311,8,1
11,1985,0.715917449577268,9,1
11,1986,0.715917449577268,10,1
11,1987,0.715917449577268,11,1
11,1988,0.830159769346893,12,1
11,1989,0.982482807196602,13,1
11,1990,0.990099008077756,14,1
12,1977,0.0694809457624863,1,0
12,1978,0.138961775500394,2,0
12,1979,0.138961775500394,3,0
12,1980,0.173701181307198,4,0
12,1981,0.173701181307198,5,0
12,1982,0.173701181307198,6,0
12,1983,0.173701181307198,7,0
12,1984,0.173701181307198,8,0
12,1985,0.295291757638054,9,0
12,1986,0.312662737242496,10,0
12,1987,0.521104952520889,11,0
12,1988,0.833767891448657,12,0
12,1989,0.885877879490583,13,0
12,1990,0.990099008077756,14,0
13,1977,0.409665101532251,1,1
13,1978,0.531909074540505,2,1
13,1979,0.528177613159646,3,1
13,1980,0.632693627050326,4,1
13,1981,0.67655179173018,5,1
13,1982,0.751206996102585,6,1
13,1983,0.757738386544195,7,1
13,1984,0.809996894970207,8,1
13,1985,0.835191934129073,9,1
13,1986,0.872519322959488,10,1
13,1987,0.864120058149823,11,1
13,1988,0.937841302748214,12,1
13,1989,0.972368811087759,13,1
13,1990,0.990099008077756,14,1
14,1977,0.32040308644047,1,0
14,1978,0.344040424676309,2,0
14,1979,0.359798227739936,3,0
14,1980,0.375554606810396,4,1
14,1981,0.514745722759735,5,1
14,1982,0.632928311903133,6,1
14,1983,0.527878555856927,7,1
14,1984,0.588282538717142,8,1
14,1985,0.653936959913961,9,1
14,1986,0.680199766772297,10,0
14,1987,0.745857608071419,11,0
14,1988,0.892927575008052,12,0
14,1989,0.916563845153276,13,0
14,1990,0.990099008077756,14,0
15,1977,0.302173320513467,1,1
15,1978,0.488619465901231,2,1
15,1979,0.488619465901231,3,1
15,1980,0.578629528720394,4,1
15,1981,0.662208137670974,5,1
15,1982,0.694355199633036,6,1
15,1983,0.720072245960602,7,1
15,1984,0.739359074569241,8,1
15,1985,0.713642273889899,9,1
15,1986,0.784363763657807,10,1
15,1987,0.957952972771789,11,1
15,1988,0.957952972771789,12,1
15,1989,0.983669733861103,13,1
15,1990,0.990099008077756,14,1
16,1977,0.121933127083196,1,1
16,1978,0.317026650006837,2,1
16,1979,0.326781101982768,3,1
16,1980,0.326781101982768,4,1
16,1981,0.341413841563355,5,1
16,1982,0.37067783395103,6,1
16,1983,0.404817917535333,7,1
16,1984,0.458468412966645,8,1
16,1985,0.49261053806421,9,1
16,1986,0.54626230358278,10,0
16,1987,0.677948531503587,11,0
16,1988,0.731600881383276,12,0
16,1989,0.892552214280028,13,0
16,1990,0.990099008077756,14,0
17,1977,0.260552289864183,1,1
17,1978,0.421226625692625,2,1
17,1979,0.525447992280942,3,1
17,1980,0.490706070599136,4,1
17,1981,0.568871896260077,5,1
17,1982,0.603612459898385,6,1
17,1983,0.625326749925363,7,1
17,1984,0.681779119661577,8,1
17,1985,0.703491519144757,9,1
17,1986,0.829425338569565,10,1
17,1987,0.699149261746376,11,1
17,1988,0.903248336256817,12,1
17,1989,0.911933109701905,13,1
17,1990,0.990099008077756,14,1
18,1977,0.215522935975393,1,0
18,1978,0.256015921277816,2,0
18,1979,0.295200204290266,3,0
18,1980,0.308263535407963,4,1
18,1981,0.369654335996797,5,1
18,1982,0.428432349919544,6,1
18,1983,0.475457239557805,7,1
18,1984,0.5603592057146,8,1
18,1985,0.598238289719391,9,1
18,1986,0.651793023527857,10,1
18,1987,0.71579744029618,11,0
18,1988,0.834661311507789,12,0
18,1989,0.918257966130968,13,0
18,1990,0.990099008077756,14,0
19,1977,0.477979254127746,1,0
19,1978,0.734038515990801,2,1
19,1979,0.734038515990801,3,1
19,1980,0.734038515990801,4,1
19,1981,0.734038515990801,5,1
19,1982,0.734038515990801,6,1
19,1983,0.734038515990801,7,1
19,1984,0.785250408502625,8,1
19,1985,0.785250408502625,9,1
19,1986,0.955957568241064,10,1
19,1987,0.955957568241064,11,1
19,1988,0.955957568241064,12,1
19,1989,0.955957568241064,13,1
19,1990,0.990099008077756,14,1
20,1977,0.291642535665552,1,1
20,1978,0.271208457526448,2,1
20,1979,0.304646131681935,3,1
20,1980,0.332508773534145,4,1
20,1981,0.401240263798272,5,1
20,1982,0.499692500038768,6,1
20,1983,0.544276221244816,7,1
20,1984,0.626010635329565,8,1
20,1985,0.692882495398083,9,0
20,1986,0.718889534402202,10,0
20,1987,0.770901753056792,11,0
20,1988,0.95852003797646,12,0
20,1989,0.9882413754564,13,0
20,1990,0.990099008077756,14,0
21,1977,0.416424174916889,1,1
21,1978,0.503784927701975,2,1
21,1979,0.486313419943025,3,1
21,1980,0.503784927701975,4,1
21,1981,0.629004855232619,5,1
21,1982,0.736751072421895,6,1
21,1983,0.774606954826446,7,1
21,1984,0.783343814473313,8,1
21,1985,0.876528623452147,9,1
21,1986,0.934769937566674,10,1
21,1987,0.911473453319545,11,1
21,1988,0.940594203435547,12,0
21,1989,0.963890440470759,13,0
21,1990,0.990099008077756,14,0
22,1977,0.477617468867178,1,1
22,1978,0.611839243667316,2,1
22,1979,0.624041943980472,3,1
22,1980,0.852391194288484,4,1
22,1981,0.86285051521433,5,1
22,1982,0.85936429142936,6,1
22,1983,0.895970222655535,7,1
22,1984,0.913401258860784,8,1
22,1985,0.916887525121606,9,1
22,1986,0.908171455761942,10,1
22,1987,0.918630241061733,11,1
22,1988,0.920374041297107,12,0
22,1989,0.934318494867379,13,0
22,1990,0.990099008077756,14,0
23,1977,0.429730693131764,1,1
23,1978,0.415979525448266,2,1
23,1979,0.426293467064217,3,1
23,1980,0.474422346189947,4,1
23,1981,0.501924990488952,5,1
23,1982,0.615374288883937,6,1
23,1983,0.594745905367513,7,1
23,1984,0.697881501463729,8,1
23,1985,0.801018151362313,9,0
23,1986,0.739135472118865,10,0
23,1987,0.739135472118865,11,0
23,1988,0.818207493284319,12,0
23,1989,0.96259613858728,13,0
23,1990,0.990099008077756,14,0
24,1977,0.202456714747538,1,0
24,1978,0.241284525014457,2,0
24,1979,0.277338929430511,3,1
24,1980,0.479796007181105,4,1
24,1981,0.396593325859837,5,1
24,1982,0.435422706427858,6,1
24,1983,0.468703468487932,7,1
24,1984,0.718307156041761,8,1
24,1985,0.787641976214791,9,1
24,1986,0.818149475928472,10,1
24,1987,0.801508611514825,11,1
24,1988,0.862523570967903,12,1
24,1989,0.909670635568848,13,1
24,1990,0.990099008077756,14,1
25,1977,0.258887275754744,1,0
25,1978,0.288530859206655,2,0
25,1979,0.339913435731135,3,1
25,1980,0.351771828490545,4,1
25,1981,0.458488275042809,5,1
25,1982,0.519752215265478,6,1
25,1983,0.535562350631546,7,1
25,1984,0.584967631170512,8,0
25,1985,0.636350726660539,9,0
25,1986,0.745045463438847,10,0
25,1987,0.76875952092327,11,0
25,1988,0.841880898832072,12,0
25,1989,0.897215360284659,13,0
25,1990,0.990099008077756,14,0
26,1977,0.262679114752368,1,1
26,1978,0.323297234336828,2,1
26,1979,0.323297234336828,3,1
26,1980,0.383915891013003,4,1
26,1981,0.383915891013003,5,1
26,1982,0.525358224595636,6,1
26,1983,0.565771649075551,7,1
26,1984,0.565771649075551,8,1
26,1985,0.565771649075551,9,1
26,1986,0.666800613080594,10,1
26,1987,0.666800613080594,11,0
26,1988,0.666800613080594,12,0
26,1989,0.889068362741174,13,0
26,1990,0.990099008077756,14,0
27,1977,0.366702361432494,1,0
27,1978,0.623396536839565,2,0
27,1979,0.647842707028685,3,1
27,1980,0.708960331647133,4,1
27,1981,0.757854017446965,5,1
27,1982,0.794523354420682,6,1
27,1983,0.806747015431403,7,1
27,1984,0.782299943722052,8,1
27,1985,0.794523354420682,9,1
27,1986,0.794523354420682,10,1
27,1987,0.806747015431403,11,1
27,1988,0.843417623768946,12,1
27,1989,0.904534886764446,13,1
27,1990,0.990099008077756,14,1
28,1977,0.399233471495547,1,0
28,1978,0.415202325282263,2,0
28,1979,0.542956342702709,3,0
28,1980,0.622804724420559,4,0
28,1981,0.75055977734505,5,0
28,1982,0.75055977734505,6,0
28,1983,0.75055977734505,7,0
28,1984,0.75055977734505,8,0
28,1985,0.894283324520568,9,1
28,1986,0.894283324520568,10,1
28,1987,0.910252347910378,11,1
28,1988,0.910252347910378,12,1
28,1989,0.910252347910378,13,1
28,1990,0.990099008077756,14,1
29,1977,0.252791353491582,1,0
29,1978,0.294923563815318,2,0
29,1979,0.294923563815318,3,1
29,1980,0.294923563815318,4,1
29,1981,0.294923563815318,5,1
29,1982,0.463450310842891,6,1
29,1983,0.610912621938437,7,1
29,1984,0.653044784508609,8,1
29,1985,0.75837297539814,9,0
29,1986,0.75837297539814,10,0
29,1987,0.75837297539814,11,0
29,1988,0.75837297539814,12,0
29,1989,0.96903310365716,13,0
29,1990,0.990099008077756,14,0
30,1977,0.420090961071355,1,1
30,1978,0.522232829713515,2,1
30,1979,0.527173200192997,3,1
30,1980,0.538704910619898,4,1
30,1981,0.589776132626395,5,1
30,1982,0.609544987756973,6,1
30,1983,0.609544987756973,7,1
30,1984,0.609544987756973,8,1
30,1985,0.677089878241983,9,1
30,1986,0.677089878241983,10,1
30,1987,0.706743469569073,11,1
30,1988,0.861600824859355,12,1
30,1989,0.965387677542539,13,1
30,1990,0.990099008077756,14,1
31,1977,0.32569086465414,1,0
31,1978,0.397342598856985,2,1
31,1979,0.371286888959073,3,1
31,1980,0.501562494913757,4,1
31,1981,0.540645114335145,5,1
31,1982,0.553674879947888,6,1
31,1983,0.710005343682284,7,1
31,1984,0.710005343682284,8,0
31,1985,0.76211498199442,9,0
31,1986,0.775142497352769,10,0
31,1987,0.833767891448657,11,0
31,1988,0.95101613171194,12,0
31,1989,0.95101613171194,13,0
31,1990,0.990099008077756,14,0
32,1977,0.467291776387861,1,1
32,1978,0.500319999956309,2,1
32,1979,0.524211050785098,3,1
32,1980,0.540374403076177,4,1
32,1981,0.605723220218989,5,1
32,1982,0.654913939437139,6,1
32,1983,0.652804573630727,7,1
32,1984,0.671074747713653,8,1
32,1985,0.740642378232019,9,1
32,1986,0.818641422238375,10,1
32,1987,0.86572181829247,11,1
32,1988,0.952153577843033,12,1
32,1989,0.987288183724712,13,1
32,1990,0.990099008077756,14,1
33,1977,0.192485528813962,1,0
33,1978,0.227373800338294,2,1
33,1979,0.263464267457932,3,1
33,1980,0.306775008922607,4,1
33,1981,0.330835200313255,5,1
33,1982,0.384971334883027,6,1
33,1983,0.431891014752665,7,1
33,1984,0.489636484471999,8,1
33,1985,0.554598918462726,9,1
33,1986,0.623173476077701,10,1
33,1987,0.753100999473574,11,1
33,1988,0.822876660430125,12,1
33,1989,0.91069820702535,13,1
33,1990,0.990099008077756,14,1
34,1977,0.282886169216036,1,1
34,1978,0.335926600405496,2,1
34,1979,0.335926600405496,3,1
34,1980,0.388968535459464,4,1
34,1981,0.388968535459464,5,1
34,1982,0.406647968254313,6,1
34,1983,0.406647968254313,7,1
34,1984,0.424328320726906,8,1
34,1985,0.442009638631608,9,1
34,1986,0.54809087629842,10,1
34,1987,0.618812278546314,11,1
34,1988,0.760255356363248,12,1
34,1989,0.937057910787733,13,1
34,1990,0.990099008077756,14,1
35,1977,0.344884946816856,1,1
35,1978,0.506599616698715,2,1
35,1979,0.57260806386326,3,1
35,1980,0.613860736917987,4,1
35,1981,0.701319684237226,5,1
35,1982,0.765677017160732,6,1
35,1983,0.836633505714393,7,1
35,1984,0.846535127387774,8,1
35,1985,0.899339759230611,9,1
35,1986,0.902640144638817,10,1
35,1987,0.891088682132726,11,1
35,1988,0.920792228615083,12,1
35,1989,0.968646991005811,13,1
35,1990,0.990099008077756,14,1
36,1977,0.397697055603771,1,1
36,1978,0.389410696592274,2,1
36,1979,0.459836718577875,3,1
36,1980,0.492977961721092,4,1
36,1981,0.497120031850073,5,1
36,1982,0.513691576309158,6,1
36,1983,0.521975832978737,7,1
36,1984,0.608973638069256,8,1
36,1985,0.654543202590209,9,1
36,1986,0.662827476196523,10,1
36,1987,0.733252969567666,11,1
36,1988,0.948672160705274,12,1
36,1989,0.948672160705274,13,1
36,1990,0.990099008077756,14,1
37,1977,0.253280886273664,1,1
37,1978,0.483535954305105,2,1
37,1979,0.529587890561403,3,1
37,1980,0.644715441075457,4,1
37,1981,0.729143224044313,5,1
37,1982,0.729143224044313,6,1
37,1983,0.729143224044313,7,1
37,1984,0.775193039335387,8,1
37,1985,0.790544393653468,9,1
37,1986,0.805894341231808,10,1
37,1987,0.805894341231808,11,1
37,1988,0.959398441030872,12,1
37,1989,0.959398441030872,13,1
37,1990,0.990099008077756,14,1
38,1977,0.346819281601492,1,0
38,1978,0.482459700631445,2,0
38,1979,0.502764971814949,3,1
38,1980,0.544189406034673,4,1
38,1981,0.622973851138925,5,1
38,1982,0.680643360759844,6,1
38,1983,0.70500988984848,7,1
38,1984,0.764301698352376,8,1
38,1985,0.817908326616571,9,1
38,1986,0.845522980033691,10,1
38,1987,0.907252495395306,11,1
38,1988,0.94299005445442,12,1
38,1989,0.951924361192871,13,1
38,1990,0.990099008077756,14,1
39,1977,0.790174902187539,1,1
39,1978,0.685453770790204,2,1
39,1979,0.723534061812443,3,1
39,1980,0.723534061812443,4,1
39,1981,0.723534061812443,5,1
39,1982,0.771134797845446,6,1
39,1983,0.771134797845446,7,1
39,1984,0.771134797845446,8,1
39,1985,0.809215385597979,9,1
39,1986,0.856816898442769,10,1
39,1987,0.980578842722434,11,1
39,1988,0.980578842722434,12,1
39,1989,0.980578842722434,13,1
39,1990,0.990099008077756,14,1
40,1977,0.136871624011587,1,1
40,1978,0.183088668017815,2,1
40,1979,0.225749410366638,3,1
40,1980,0.250634715217704,4,1
40,1981,0.323516049116377,5,1
40,1982,0.37506460154546,6,1
40,1983,0.430169409579158,7,1
40,1984,0.510158601868122,8,1
40,1985,0.572373108557741,9,1
40,1986,0.599035988287993,10,1
40,1987,0.659473760474949,11,1
40,1988,0.789234941256551,12,1
40,1989,0.924329484508488,13,1
40,1990,0.990099008077756,14,1
41,1977,0.396040658812843,1,1
41,1978,0.415841055964432,2,1
41,1979,0.435643966068276,3,1
41,1980,0.455445988189501,4,1
41,1981,0.455445988189501,5,1
41,1982,0.53465434986363,6,1
41,1983,0.594058804139279,7,1
41,1984,0.613860736917987,8,1
41,1985,0.693069724388202,9,1
41,1986,0.693069724388202,10,1
41,1987,0.693069724388202,11,1
41,1988,0.930692770447863,12,1
41,1989,0.970297168330171,13,0
41,1990,0.990099008077756,14,0
42,1977,0.222298794098884,1,0
42,1978,0.255406887638106,2,0
42,1979,0.312164375045467,3,0
42,1980,0.342120223084397,4,0
42,1981,0.424103604493839,5,0
42,1982,0.521851073079102,6,0
42,1983,0.542348299870658,7,0
42,1984,0.572302126049828,8,0
42,1985,0.605410319320845,9,0
42,1986,0.685818032196977,10,0
42,1987,0.892350652400588,11,0
42,1988,0.933341587904923,12,0
42,1989,0.966450236670219,13,0
42,1990,0.990099008077756,14,0
43,1977,0.211542930526988,1,1
43,1978,0.322145359436959,2,1
43,1979,0.370442256205993,3,1
43,1980,0.389760275267806,4,1
43,1981,0.439507765970759,5,1
43,1982,0.49215064491858,6,1
43,1983,0.533686392192513,7,1
43,1984,0.57232660311309,8,1
43,1985,0.600337126635943,9,1
43,1986,0.634629625953951,10,0
43,1987,0.800772579940077,11,0
43,1988,0.919584870193154,12,0
43,1989,0.981405502010791,13,0
43,1990,0.990099008077756,14,0
44,1977,0.279027631126414,1,0
44,1978,0.315031547036624,2,0
44,1979,0.333032774603886,3,1
44,1980,0.369037073049659,4,1
44,1981,0.468046108991052,5,1
44,1982,0.693069724388202,6,1
44,1983,0.972097233708728,7,1
44,1984,0.936093841764797,8,1
44,1985,0.873087731884635,9,1
44,1986,0.846085087851167,10,0
44,1987,0.981098099843256,11,0
44,1988,0.954095472855172,12,0
44,1989,0.981098099843256,13,0
44,1990,0.990099008077756,14,0
45,1977,0.594058804139279,1,0
45,1978,0.660066370471656,2,0
45,1979,0.72607321615455,3,1
45,1980,0.72607321615455,4,1
45,1981,0.72607321615455,5,1
45,1982,0.72607321615455,6,1
45,1983,0.72607321615455,7,1
45,1984,0.72607321615455,8,1
45,1985,0.72607321615455,9,1
45,1986,0.924092732805233,10,1
45,1987,0.924092732805233,11,1
45,1988,0.924092732805233,12,1
45,1989,0.924092732805233,13,1
45,1990,0.990099008077756,14,1
46,1977,0.299512577273066,1,1
46,1978,0.387970779753425,2,1
46,1979,0.405039602073544,3,1
46,1980,0.464012337940106,4,1
46,1981,0.636269729828205,5,1
46,1982,0.678171192076257,6,1
46,1983,0.704554229082135,7,1
46,1984,0.782146628712067,8,1
46,1985,0.822495930573918,9,1
46,1986,0.881467400991344,10,1
46,1987,0.929575708417474,11,1
46,1988,0.95285388671922,12,1
46,1989,0.98854717566983,13,1
46,1990,0.990099008077756,14,1
47,1977,0.208175220171365,1,1
47,1978,0.269104640567168,2,1
47,1979,0.335110618814837,3,1
47,1980,0.335110618814837,4,1
47,1981,0.446814467532643,5,1
47,1982,0.482354830623639,6,1
47,1983,0.578827008223886,7,1
47,1984,0.578827008223886,8,1
47,1985,0.568673227291802,9,1
47,1986,0.568673227291802,10,1
47,1987,0.665143338521158,11,1
47,1988,0.847930368257679,12,1
47,1989,0.985021534985268,13,1
47,1990,0.990099008077756,14,1
48,1977,0.121968463086537,1,1
48,1978,0.387429533481911,2,1
48,1979,0.459176080363454,3,1
48,1980,0.49505016171016,4,1
48,1981,0.588318869164976,5,1
48,1982,0.62419208475767,6,1
48,1983,0.62419208475767,7,1
48,1984,0.660066370471656,8,1
48,1985,0.69593822262743,9,1
48,1986,0.882479212452398,10,1
48,1987,0.93270167162236,11,1
48,1988,0.982924372040619,12,1
48,1989,0.982924372040619,13,1
48,1990,0.990099008077756,14,1
49,1977,0.472976359211235,1,1
49,1978,0.45090618697865,2,1
49,1979,0.49505016171016,3,1
49,1980,0.567571564347316,4,1
49,1981,0.504509877692179,5,1
49,1982,0.523427832475683,6,1
49,1983,0.536039889691514,7,1
49,1984,0.526582412389766,8,1
49,1985,0.526582412389766,9,1
49,1986,0.592796956394547,10,0
49,1987,0.605410319320845,11,0
49,1988,0.71261939847971,12,0
49,1989,0.841899534383224,13,0
49,1990,0.990099008077756,14,0
50,1977,0.123762800010362,1,0
50,1978,0.123762800010362,2,0
50,1979,0.247524289706637,3,0
50,1980,0.49505016171016,4,0
50,1981,0.618812278546314,5,0
50,1982,0.618812278546314,6,0
50,1983,0.74257395625379,7,0
50,1984,0.866336736964035,8,0
50,1985,0.866336736964035,9,0
50,1986,0.866336736964035,10,0
50,1987,0.866336736964035,11,0
50,1988,0.866336736964035,12,0
50,1989,0.866336736964035,13,0
50,1990,0.990099008077756,14,0
