"state","year","late","dayslate","unempdiff","splitbranch","splitleg","elecyear","endbalance","demgov","lameduck","govexp","newgov","pop","kids","elderly","nocarry","supmaj","fulltimeleg","shutdown","black","graduate","censusresp","fiveyear","deadline"
"Alabama",2006,"no",-172,-0.400000095367432,"yes","no",1,7.90000009536743,"no","no",3,"no",4.58756399154663,17.7212429046631,13.3999996185303,"yes","no",3,"yes",0.260449409484863,18.367000579834,62,"98_02","hard"
"Alabama",2007,"no",-115,0,"yes","no",0,16.2000007629395,"no","yes",4,"no",4.62659502029419,17.6101989746094,13.5,"yes","no",3,"yes",0.260449409484863,18.367000579834,62,"98_02","hard"
"Arizona",1978,NA,NA,NA,"no","yes",1,NA,"yes","no",0,"yes",2.51500010490417,23.598819732666,11.757269859314,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1979,NA,NA,-1,"yes","no",0,NA,"yes","no",1,"no",2.63599991798401,23.2653102874756,12.1224498748779,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1980,NA,NA,1.59999990463257,"yes","no",0,NA,"yes","no",2,"no",2.71799993515015,21.2656402587891,11.295069694519,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1981,NA,NA,-0.5,"yes","no",0,NA,"yes","no",3,"no",2.80999994277954,20.4132499694824,11.6138200759888,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1982,NA,NA,3.80000019073486,"yes","no",1,NA,"yes","no",4,"no",2.89000010490417,19.8132801055908,11.8257303237915,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1983,NA,NA,-0.800000190734863,"yes","no",0,NA,"yes","no",5,"no",2.96900010108948,19.3265991210938,12.0875396728516,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1984,NA,NA,-4.19999980926514,"yes","no",0,NA,"yes","no",6,"no",3.06699991226196,18.9778594970703,12.2070302963257,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1985,NA,NA,1.30000019073486,"yes","no",0,NA,"yes","no",7,"no",3.18400001525879,18.9282398223877,12.2845497131348,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1986,NA,NA,0.599999904632568,"yes","no",1,NA,"yes","no",8,"no",3.30800008773804,19.1826801300049,12.3000001907349,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1987,NA,NA,-0.5,"no","no",0,NA,"no","no",0,"yes",3.43700003623962,18.6650905609131,12.6999998092651,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1988,"no",0,-0.0999999046325684,"yes","no",0,1.29999995231628,"yes","no",0,"yes",3.53500008583069,18.4359092712402,12.8000001907349,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1989,"no",-1,-1,"yes","no",0,0.200000002980232,"yes","no",1,"no",3.62199997901917,18.8695201873779,13.0483703613281,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1990,"no",-2,0,"yes","no",1,0.899999976158142,"yes","no",2,"no",3.66499996185303,19.3451595306396,13.5334196090698,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1991,"no",-3,0.399999618530273,"no","yes",0,0,"no","no",0,"yes",3.78900003433228,18.6865997314453,13.1999998092651,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1992,"yes",1,1.70000028610229,"no","yes",0,0.100000001490116,"no","no",1,"no",3.91599988937378,18.9718208312988,13.3999996185303,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"93_97","none"
"Arizona",1993,"no",-106,-1,"no","no",0,0.100000001490116,"no","no",2,"no",4.06500005722046,18.6558303833008,13.3999996185303,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arizona",1994,"no",-85,-0.300000190734863,"no","no",1,5,"no","no",3,"no",4.24499988555908,19.1678905487061,13.3999996185303,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arizona",1995,"no",-106,-0.799999713897705,"no","no",0,7.59999990463257,"no","yes",4,"no",4.43200016021729,19.4339008331299,13.3000001907349,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arizona",1996,"no",-101,0.199999809265137,"no","no",0,11,"no","yes",5,"no",4.58699989318848,18.2072200775146,13.1999998092651,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arizona",1997,"no",-95,-0.900000095367432,"no","no",0,10,"no","yes",0,"yes",4.73699998855591,19.8584995269775,13.1999998092651,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arizona",1998,"no",-40,-0.299999713897705,"no","no",1,14.8999996185303,"no","no",1,"no",4.88299989700317,19.1760597229004,13.1999998092651,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"03_07","none"
"Arizona",1999,"no",-42,0.199999809265137,"no","no",0,7.59999990463257,"no","yes",2,"no",5.02400016784668,19.8604907989502,13.1999998092651,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"03_07","none"
"Arizona",2000,NA,NA,-0.5,"no","no",0,9.60000038146973,"no","yes",3,"no",5.16681003570557,19.1970367431641,13,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"03_07","none"
"Arizona",2001,"no",-67,0.699999809265137,"no","yes",0,5.19999980926514,"no","yes",4,"no",5.30363178253174,19.2851028442383,12.9499998092651,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"03_07","none"
"Arizona",2002,"no",-6,1.30000019073486,"no","yes",1,1.79999995231628,"no","yes",5,"no",5.44919490814209,19.3731670379639,12.8999996185303,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"03_07","none"
"Arizona",2003,"no",-13,-0.300000190734863,"yes","no",0,1,"yes","yes",0,"yes",5.58551216125488,19.4051246643066,12.8000001907349,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arizona",2004,"no",-33,-0.799999713897705,"yes","no",0,2.59999990463257,"yes","yes",1,"no",5.75047492980957,19.0981903076172,12.6999998092651,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arizona",2005,"no",-41,-0.300000190734863,"yes","no",0,4.19999980926514,"yes","yes",2,"no",5.96123886108398,18.8752307891846,12.8000001907349,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arizona",2006,"no",-9,-0.5,"yes","no",1,14.6999998092651,"yes","yes",3,"no",6.17825078964233,18.6182289123535,12.8000001907349,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arizona",2007,"no",-5,-0.299999952316284,"yes","no",0,10.6999998092651,"yes","no",4,"no",6.35342121124268,18.4571704864502,12.8999996185303,"yes","no",3,"yes",0.0638997033238411,22.5890007019043,62,"98_02","none"
"Arkansas",1978,NA,NA,NA,"no","no",1,NA,"yes","no",3,"no",2.24300003051758,23.1656703948975,13.8440198898315,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1979,NA,NA,-0.0999999046325684,"no","no",0,NA,"yes","no",0,"yes",2.27099990844727,22.8440399169922,14.1284399032593,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1980,NA,NA,1.5,"no","no",1,NA,"yes","no",1,"no",2.28600001335144,21.6972904205322,13.648289680481,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1981,NA,NA,1,"yes","no",0,NA,"no","no",0,"yes",2.29299998283386,21.0434799194336,13.8260898590088,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1982,NA,NA,1,"yes","no",1,NA,"no","no",1,"no",2.29399991035461,20.5461597442627,14.0008697509766,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1983,NA,NA,0.199999809265137,"no","no",0,NA,"yes","no",0,"yes",2.30599999427795,20.0860195159912,14.1505403518677,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1984,NA,NA,-1.39999961853027,"no","no",1,NA,"yes","no",1,"no",2.3199999332428,19.9488506317139,14.2370004653931,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1985,NA,NA,0.199999809265137,"no","no",0,NA,"yes","no",2,"no",2.32699990272522,19.9576301574707,14.3220300674438,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1986,NA,NA,0,"no","no",1,NA,"yes","no",3,"no",2.33200001716614,19.9072093963623,14.5,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1987,NA,NA,-0.399999618530273,"no","no",0,NA,"yes","no",4,"no",2.34200000762939,19.8911209106445,14.6000003814697,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1988,NA,NA,-0.40000057220459,"no","no",0,0,"yes","no",5,"no",2.34299993515015,19.8333301544189,14.6000003814697,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1989,"no",-7,-0.699999809265137,"no","no",0,0,"yes","no",6,"no",2.34599995613098,19.7838706970215,14.7963399887085,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1990,NA,NA,-0.199999809265137,"no","no",1,0,"yes","no",7,"no",2.3510000705719,19.9489593505859,15.355170249939,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1991,"no",-82,0.399999618530273,"no","no",0,0,"yes","no",8,"no",2.38299989700317,19.2323894500732,14.8999996185303,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1992,NA,NA,-0.0999999046325684,"no","no",0,0,"yes","no",0,"no",2.41599988937378,19.131160736084,14.8999996185303,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"93_97","soft"
"Arkansas",1993,"no",-79,-1,"no","no",0,0,"yes","no",1,"yes",2.45600008964539,19.102689743042,15,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Arkansas",1994,NA,NA,-0.799999713897705,"no","no",1,0,"yes","no",2,"no",2.49399995803833,19.0973300933838,14.8000001907349,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Arkansas",1995,"no",-80,-0.5,"no","no",0,0,"yes","no",3,"no",2.53500008583069,19.2329292297363,14.5,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Arkansas",1996,NA,NA,0.299999713897705,"no","no",0,0,"yes","no",0,"no",2.57200002670288,19.3224506378174,14.3999996185303,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Arkansas",1997,"no",-82,0,"yes","no",0,0,"no","no",1,"yes",2.6010000705719,19.2551002502441,14.3000001907349,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Arkansas",1998,NA,NA,-0.0999999046325684,"yes","no",1,0,"no","no",2,"no",2.62599992752075,18.8716297149658,14.3000001907349,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"03_07","soft"
"Arkansas",1999,"no",-76,-0.599999904632568,"yes","no",0,1.20000004768372,"no","no",3,"no",2.65199995040894,18.930980682373,14.1999998092651,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"03_07","soft"
"Arkansas",2000,NA,NA,-0.200000286102295,"yes","no",0,0,"no","no",4,"no",2.6782169342041,18.6681632995605,14,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"03_07","soft"
"Arkansas",2001,"no",-75,0.5,"yes","no",0,0,"no","no",5,"no",2.68960094451904,18.4484729766846,13.9499998092651,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"03_07","soft"
"Arkansas",2002,NA,NA,0.600000381469727,"yes","no",1,0,"no","no",6,"no",2.70188903808594,18.2287826538086,13.8999996185303,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"03_07","soft"
"Arkansas",2003,"no",-48,0.5,"yes","no",0,0,"no","yes",7,"no",2.71790909767151,18.1951580047607,13.8999996185303,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Arkansas",2004,NA,NA,-0.200000286102295,"yes","no",0,0,"no","yes",8,"no",2.7401909828186,17.8350887298584,13.8000001907349,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Arkansas",2005,"no",-77,-0.5,"yes","no",0,0,"no","yes",9,"no",2.76891803741455,17.5602741241455,13.8000001907349,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Arkansas",2006,NA,NA,0.200000286102295,"yes","no",1,0,"no","yes",10,"no",2.80419898033142,17.7161159515381,13.8999996185303,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Arkansas",2007,"no",-87,0.0999999046325684,"no","no",0,0,"yes","no",0,"yes",2.83055710792542,17.7072315216064,14,"yes","yes",3,"no",0.167255997657776,15.2229995727539,65,"98_02","soft"
"Californ",1978,NA,NA,NA,"no","no",1,NA,"yes","no",3,"no",22.8360004425049,21.5470104217529,10.3119096755981,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1979,NA,NA,-0.899999618530273,"no","no",0,NA,"yes","no",4,"no",23.2569999694824,20.7984504699707,10.4388799667358,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1980,NA,NA,0.599999904632568,"no","no",0,NA,"yes","no",5,"no",23.6679992675781,19.777759552002,10.1994304656982,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1981,NA,NA,0.5,"no","no",0,NA,"yes","no",6,"no",24.2859992980957,19.0627593994141,10.2807598114014,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1982,NA,NA,2.59999990463257,"no","no",1,NA,"yes","no",7,"no",24.8199996948242,18.6783790588379,10.3453903198242,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1983,NA,NA,-0.199999809265137,"yes","no",0,NA,"no","no",0,"yes",25.3600006103516,18.4110202789307,10.4184904098511,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1984,NA,NA,-2,"yes","no",0,NA,"no","no",1,"no",25.8439998626709,18.1197891235352,10.4438800811768,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1985,NA,NA,-0.600000381469727,"yes","no",0,NA,"no","no",2,"no",26.4409999847412,18.0324802398682,10.5015602111816,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1986,NA,NA,-0.399999618530273,"yes","no",1,NA,"no","no",3,"no",27.1019992828369,18.5178298950195,10.6000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1987,NA,NA,-1,"yes","no",0,NA,"no","no",4,"no",27.7770004272461,18.4831695556641,10.6000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1988,"yes",8,-0.5,"yes","no",0,2.90000009536743,"no","no",5,"no",28.4640007019043,18.8501796722412,10.6000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1989,"yes",7,-0.200000286102295,"yes","no",0,0.699999988079071,"no","no",6,"no",29.2180004119873,17.9781894683838,10.5666999816895,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1990,"yes",31,0.700000286102295,"yes","no",1,2,"no","no",7,"no",29.8110008239746,17.7822608947754,10.7963695526123,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1991,"yes",16,2,"yes","no",0,-1.7617449760437,"no","no",0,"yes",30.4710006713867,18.1273994445801,10.5,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1992,"yes",64,1.59999942779541,"yes","no",0,-3.09999990463257,"no","no",1,"no",30.9750003814697,18.3201198577881,10.5,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"93_97","none"
"Californ",1993,"no",0,0.100000381469727,"yes","no",0,-5.09999990463257,"no","no",2,"no",31.2749996185303,18.5056705474854,10.6000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Californ",1994,"yes",8,-0.899999618530273,"yes","no",1,-1.79999995231628,"no","no",3,"no",31.4839992523193,18.660680770874,10.6000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Californ",1995,"yes",34,-0.700000286102295,"no","yes",0,1.39999997615814,"no","yes",4,"no",31.69700050354,19.0007305145264,11,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Californ",1996,"yes",15,-0.599999904632568,"no","yes",0,0.899999976158142,"no","yes",5,"no",32.0190010070801,19.2915000915527,11,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Californ",1997,"yes",49,-0.900000095367432,"yes","no",0,1.29999995231628,"no","yes",6,"no",32.4860000610352,19.5265293121338,11.1000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Californ",1998,"yes",52,-0.400000095367432,"yes","no",1,1.5,"no","yes",7,"no",32.9879989624023,19.4200000762939,11.1000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"03_07","none"
"Californ",1999,"no",-1,-0.699999809265137,"no","no",0,1.89999997615814,"yes","no",0,"yes",33.4990005493164,19.3814392089844,11,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"03_07","none"
"Californ",2000,"no",0,-0.400000095367432,"no","no",0,4.59999990463257,"yes","no",1,"no",33.9987678527832,19.966344833374,10.6000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"03_07","none"
"Californ",2001,"yes",26,0.5,"no","no",0,8.19999980926514,"yes","no",2,"no",34.5070304870605,19.817720413208,10.6000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"03_07","none"
"Californ",2002,"yes",67,1.29999971389771,"no","no",1,1.89999997615814,"yes","no",3,"no",34.9164962768555,19.669095993042,10.6000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"03_07","none"
"Californ",2003,"yes",33,0.100000381469727,"no","no",0,-5.90000009536743,"yes","yes",4,"no",35.3073997497559,19.3777484893799,10.6000003814697,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Californ",2004,"yes",31,-0.600000381469727,"yes","no",0,1.60000002384186,"no","no",0,"yes",35.6296653747559,19.3959999084473,10.6999998092651,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Californ",2005,"yes",11,-0.799999713897705,"yes","no",0,1.70000004768372,"no","no",1,"no",35.8854141235352,19.4176902770996,10.6999998092651,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Californ",2006,"no",0,-0.5,"yes","no",1,7.80000019073486,"no","no",2,"no",36.1212959289551,18.8024578094482,10.8000001907349,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Californ",2007,"yes",55,0.5,"yes","no",0,3.09999990463257,"no","no",3,"no",36.3775329589844,18.395206451416,11,"no","yes",5,"no",0.116452403366566,25.0990009307861,65,"98_02","none"
"Colorado",1978,NA,NA,NA,"yes","no",1,NA,"yes","no",3,"no",2.76699995994568,22.2468605041504,8.75831031799316,"yes","no",3,"yes",0.0491291992366314,30.3120002746582,67,"93_97","hard"
"Colorado",1979,NA,NA,-0.800000190734863,"yes","no",0,NA,"yes","no",4,"no",2.84899997711182,21.5728702545166,8.7662296295166,"yes","no",3,"yes",0.0491291992366314,30.3120002746582,67,"93_97","hard"
"Colorado",1980,NA,NA,1.30000019073486,"yes","no",0,NA,"yes","no",5,"no",2.89000010490417,20.4844303131104,8.54671001434326,"yes","no",3,"yes",0.0491291992366314,30.3120002746582,67,"93_97","hard"
"Colorado",1981,NA,NA,-0.400000095367432,"yes","no",0,NA,"yes","no",6,"no",2.9779999256134,19.6781806945801,8.58195972442627,"yes","no",3,"yes",0.0491291992366314,30.3120002746582,67,"93_97","hard"
"Colorado",1982,NA,NA,2.30000019073486,"yes","no",1,NA,"yes","no",7,"no",3.06200003623962,19.1142902374268,8.56398963928223,"yes","no",3,"yes",0.0491291992366314,30.3120002746582,67,"93_97","hard"
"Colorado",1983,NA,NA,-0.5,"yes","no",0,NA,"yes","no",8,"no",3.1340000629425,18.7857608795166,8.64589977264404,"yes","no",3,"yes",0.0491291992366314,30.3120002746582,67,"93_97","hard"
"Colorado",1984,NA,NA,-1.90000009536743,"yes","no",0,NA,"yes","no",9,"no",3.17000007629395,18.5266494750977,8.74608039855957,"yes","no",3,"yes",0.0491291992366314,30.3120002746582,67,"93_97","hard"
"Colorado",1985,NA,NA,0.599999904632568,"yes","no",0,NA,"yes","no",10,"no",3.20900011062622,18.3673496246338,8.84354019165039,"yes","no",3,"yes",0.0491291992366314,30.3120002746582,67,"93_97","hard"
"Colorado",1986,NA,NA,1.5,"yes","no",1,NA,"yes","no",11,"no",3.23699998855591,18.3404808044434,9,"yes","no",3,"yes",0.0491291992366314,30.3120002746582,67,"93_97","hard"
