"id","solsex","solmin","beauty","assertive","social","efficacy","performance","confidence","age","sex","min","treatment","refgift","donation","prior","prtreat","prcontr","prdonation","prsolsex","prsolmin","prbeauty"
7,"male","no",0.185,7,8,7,4,8,"70","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"20","male","no","sgift","no",2,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"40","female","no","sgift","no",10,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"40","female","yes","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"50","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"20","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"20","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"40","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"40","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"60","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"40","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"30","male","no","vcm","no",5,"no","none","no",0,NA,NA,NA
7,"male","no",0.185,7,8,7,4,8,"30","female","no","vcm","no",30,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"45","female","no","sgift","no",0,"yes","lottery","no",0,"female","no",13
8,"female","no",0.808,2,2,2,4,-1,"55","male","no","sgift","no",0,"yes","lottery","yes",2,"male","no",23
8,"female","no",0.808,2,2,2,4,-1,"50","male","yes","lgift","no",5,"yes","lottery","yes",1,"male","yes",35
8,"female","no",0.808,2,2,2,4,-1,"60","male","no","lgift","no",0,"yes","vcm","yes",3,"female","no",39
8,"female","no",0.808,2,2,2,4,-1,"50","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"40","female","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"45","female","no","lgift","no",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"40","female","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"20","male","no","lgift","no",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"40","male","no","lgift","no",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"20","male","no","lgift","no",1,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"50","female","no","lgift","no",5,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"45","female","yes","lgift","no",5,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"45","female","yes","lgift","no",10,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"40","female","no","lgift","no",10,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"50","male","no","lgift","no",12,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"30","female","no","lgift","no",15,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"50","male","no","lgift","no",20,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"70","male","no","lgift","no",20,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"35","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"40","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"20","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"45","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"50","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"45","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"50","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"45","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
8,"female","no",0.808,2,2,2,4,-1,"45","male","no","sgift","yes",20,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"40","male","no","vcm","no",0,"yes","lottery","no",0,"female","yes",19
9,"male","yes",0.627,5,1,6,7,6,"35","female","no","vcm","no",2,"yes","lottery","yes",5,"male","no",10
9,"male","yes",0.627,5,1,6,7,6,"35","female","no","vcm","no",5,"yes","lottery","yes",1,"male","no",10
9,"male","yes",0.627,5,1,6,7,6,"34","female","no","sgift","no",0,"yes","lottery","no",0,"male","no",6
9,"male","yes",0.627,5,1,6,7,6,"35","male","no","sgift","no",0,"yes","lottery","yes",3,"male","no",23
9,"male","yes",0.627,5,1,6,7,6,"40","male","yes","sgift","no",0,"yes","lottery","no",0,"male","no",23
9,"male","yes",0.627,5,1,6,7,6,"40","female","no","vcm","no",0,"yes","lottery","no",0,"female","yes",24
9,"male","yes",0.627,5,1,6,7,6,"60","female","no","vcm","no",0,"yes","lottery","no",0,"female","yes",24
9,"male","yes",0.627,5,1,6,7,6,"65","male","no","vcm","no",0,"yes","vcm","no",0,"male","no",35
9,"male","yes",0.627,5,1,6,7,6,"45","female","no","vcm","no",0,"yes","lottery","no",0,"female","no",37
9,"male","yes",0.627,5,1,6,7,6,"24","male","no","vcm","no",0,"yes","vcm","no",0,"female","no",41
9,"male","yes",0.627,5,1,6,7,6,"57","female","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"40","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"40","male","no","sgift","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"40","female","no","sgift","yes",5,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"40","male","no","sgift","no",5,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"46","female","no","sgift","no",8,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"60","female","no","sgift","no",10,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"37","male","no","sgift","no",20,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"35","female","no","sgift","yes",20,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"45","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"28","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"47","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"40","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"40","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"32","male","yes","vcm","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"55","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"55","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
9,"male","yes",0.627,5,1,6,7,6,"40","female","no","vcm","no",5,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"40","male","no","vcm","no",0,"yes","lottery","no",0,"female","yes",1
11,"female","no",-0.483,5,4,2,7,5,"30","female","no","vcm","no",1,"yes","lottery","no",0,"male","no",27
11,"female","no",-0.483,5,4,2,7,5,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"50","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"30","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"20","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"60","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"30","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"30","male","yes","vcm","no",0,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"50","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
11,"female","no",-0.483,5,4,2,7,5,"30","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","female","no","lgift","no",8,"yes","lottery","yes",5,"male","no",10
12,"female","no",-0.05,6,3,4,4,6,"40","male","yes","lgift","yes",0,"yes","lottery","yes",1,"female","yes",7
12,"female","no",-0.05,6,3,4,4,6,"30","female","no","lgift","no",20,"yes","vcm","no",0,"female","no",4
12,"female","no",-0.05,6,3,4,4,6,"70","male","no","lgift","no",0,"yes","vcm","yes",20,"male","no",22
12,"female","no",-0.05,6,3,4,4,6,"60","female","no","sgift","no",0,"yes","lottery","yes",10,"male","no",23
12,"female","no",-0.05,6,3,4,4,6,"30","female","no","lgift","no",20,"yes","vcm","no",0,"female","no",34
12,"female","no",-0.05,6,3,4,4,6,"30","female","yes","lgift","no",0,"yes","lottery","yes",1,"male","yes",35
12,"female","no",-0.05,6,3,4,4,6,"70","female","no","lgift","no",1,"yes","lottery","no",0,"male","yes",35
12,"female","no",-0.05,6,3,4,4,6,"40","female","no","lgift","no",20,"yes","lottery","no",0,"male","yes",35
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","lgift","no",25,"yes","lottery","yes",5,"female","no",37
12,"female","no",-0.05,6,3,4,4,6,"50","female","no","lgift","yes",0,"yes","vcm","no",0,"female","no",39
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","lgift","no",5,"yes","vcm","yes",3,"female","no",39
12,"female","no",-0.05,6,3,4,4,6,"60","female","no","lgift","yes",10,"yes","vcm","no",0,"female","no",41
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","lgift","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","female","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"70","female","no","lgift","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"60","female","no","lgift","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","lgift","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","female","no","lgift","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","male","no","lgift","no",7,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","female","no","lgift","no",20,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"60","male","no","lgift","no",25,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"60","male","no","sgift","yes",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"60","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"50","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","female","no","sgift","no",0,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"40","female","no","sgift","no",2,"no","none","no",0,NA,NA,NA
12,"female","no",-0.05,6,3,4,4,6,"30","female","no","sgift","no",10,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"45","male","no","lgift","no",0,"yes","lottery","no",0,"male","no",10
13,"female","yes",-0.639,3,4,4,4,3,"60","female","no","lgift","no",0,"yes","lottery","no",0,"male","no",10
13,"female","yes",-0.639,3,4,4,4,3,"60","male","no","lgift","yes",0,"yes","lottery","no",0,"female","yes",7
13,"female","yes",-0.639,3,4,4,4,3,"45","female","no","lgift","yes",0,"yes","lottery","yes",2,"female","yes",7
13,"female","yes",-0.639,3,4,4,4,3,"45","male","no","lgift","yes",0,"yes","vcm","yes",3,"female","no",4
13,"female","yes",-0.639,3,4,4,4,3,"50","male","no","lgift","yes",0,"yes","vcm","no",0,"male","no",22
13,"female","yes",-0.639,3,4,4,4,3,"50","female","no","lgift","no",20,"yes","vcm","no",0,"female","yes",28
13,"female","yes",-0.639,3,4,4,4,3,"40","male","no","lgift","no",0,"yes","vcm","no",0,"female","no",34
13,"female","yes",-0.639,3,4,4,4,3,"40","male","no","lgift","no",0,"yes","vcm","no",0,"female","no",41
13,"female","yes",-0.639,3,4,4,4,3,"65","female","no","lgift","no",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"55","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"43","male","no","lgift","no",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"45","female","no","lgift","no",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"60","female","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"43","male","yes","lgift","no",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"50","female","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"45","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"50","male","no","lgift","no",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"40","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"55","male","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"45","female","yes","lgift","yes",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"40","female","no","lgift","yes",0,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"50","female","yes","lgift","no",5,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"30","female","no","lgift","no",5,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"50","female","no","lgift","no",5,"no","none","no",0,NA,NA,NA
13,"female","yes",-0.639,3,4,4,4,3,"55","male","no","lgift","no",10,"no","none","no",0,NA,NA,NA
17,"female","yes",0.326,3,2,1,3,3,"40","female","yes","vcm","no",0,"yes","lottery","no",0,"female","yes",1
17,"female","yes",0.326,3,2,1,3,3,"40","female","no","vcm","no",0,"yes","lottery","no",0,"male","no",27
17,"female","yes",0.326,3,2,1,3,3,"35","female","no","vcm","no",25,"yes","lottery","yes",20,"male","no",27
17,"female","yes",0.326,3,2,1,3,3,"20","female","no","vcm","no",0,"yes","lottery","no",0,"male","no",27
17,"female","yes",0.326,3,2,1,3,3,"40","male","no","vcm","no",0,"yes","lottery","yes",1,"female","no",31
17,"female","yes",0.326,3,2,1,3,3,"40","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
17,"female","yes",0.326,3,2,1,3,3,"50","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
17,"female","yes",0.326,3,2,1,3,3,"50","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
17,"female","yes",0.326,3,2,1,3,3,"40","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
17,"female","yes",0.326,3,2,1,3,3,"40","male","yes","vcm","no",10,"no","none","no",0,NA,NA,NA
18,"female","no",0.498,5,4,5,6,6,"40","female","no","vcm","no",0,"yes","vcm","yes",2,"male","yes",18
18,"female","no",0.498,5,4,5,6,6,"50","female","no","vcm","no",0,"yes","vcm","no",0,"male","no",22
18,"female","no",0.498,5,4,5,6,6,"40","male","no","vcm","no",0,"yes","vcm","no",0,"male","no",22
18,"female","no",0.498,5,4,5,6,6,"60","male","no","vcm","no",5,"yes","vcm","no",0,"male","no",22
18,"female","no",0.498,5,4,5,6,6,"20","male","no","vcm","no",25,"yes","vcm","yes",5,"male","no",22
18,"female","no",0.498,5,4,5,6,6,"40","female","no","vcm","no",0,"yes","vcm","no",0,"female","yes",28
18,"female","no",0.498,5,4,5,6,6,"30","female","no","vcm","no",0,"yes","vcm","no",0,"female","no",39
18,"female","no",0.498,5,4,5,6,6,"20","male","no","vcm","no",0,"yes","vcm","no",0,"female","no",41
18,"female","no",0.498,5,4,5,6,6,"30","female","no","vcm","no",5,"yes","vcm","yes",2,"female","no",41
18,"female","no",0.498,5,4,5,6,6,"20","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
18,"female","no",0.498,5,4,5,6,6,"70","male","no","vcm","no",0,"no","none","no",0,NA,NA,NA
18,"female","no",0.498,5,4,5,6,6,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
18,"female","no",0.498,5,4,5,6,6,"30","female","no","vcm","no",0,"no","none","no",0,NA,NA,NA
18,"female","no",0.498,5,4,5,6,6,"40","male","no","vcm","no",4,"no","none","no",0,NA,NA,NA
