"country","year","narrow","reelect","ddefterm","ddefey","gdppc","dev","nd","maj"
"Ecuador",1968,FALSE,0,NA,NA,NA,0,1,0
"Ecuador",1979,FALSE,NA,NA,NA,NA,0,1,0
"Ecuador",1984,FALSE,0,0.0167219992727041,0.0135273924097419,-0.0243999995291233,0,1,0
"Ecuador",1988,FALSE,0,0.0228530000895262,-0.0286174640059471,0.00689999992027879,0,1,0
"Ecuador",1992,FALSE,0,0.00861600041389465,0.0073845311999321,0.00289999996311963,0,1,0
"Ecuador",1996,FALSE,0,0.00394400022923946,-0.024046765640378,0.00240000011399388,0,1,0
"Ecuador",2002,FALSE,0,0.000857000006362796,0.0066678449511528,0.0263000000268221,0,0,0
"El Salvador",1984,FALSE,0,NA,NA,NA,0,1,0
"El Salvador",1989,FALSE,0,-0.0148160001263022,0.00216623907908797,0.000300000014249235,0,1,0
"El Salvador",1994,FALSE,1,0.0119599997997284,-0.0144553286954761,0.0379999987781048,0,1,0
"El Salvador",1999,FALSE,1,-0.00387199991382658,-0.00444839196279645,0.0186999998986721,0,1,0
"Estonia",1992,FALSE,0,-0.0173300001770258,NA,NA,0,1,0
"Estonia",1995,FALSE,0,-0.0251400005072355,0.0166307855397463,0.000300000014249235,0,1,0
"Fiji",1972,TRUE,1,0.0184470005333424,0.00172509404364973,NA,0,1,1
"Fiji",1977,TRUE,1,-0.0148040000349283,0.00825031939893961,0.0263999998569489,0,1,1
"Fiji",1982,TRUE,1,-0.0252340007573366,0.00590020790696144,0.00370000000111759,0,1,1
"Fiji",1992,TRUE,0,-0.00142099999357015,-0.0214245207607746,NA,0,1,1
"Fiji",1994,TRUE,1,0.0214220006018877,-0.0179263763129711,0.0390999987721443,0,1,1
"Fiji",1999,TRUE,0,-0.0529999993741512,-0.0100735491141677,0.0219000000506639,0,1,1
"Finland",1962,FALSE,0,-0.00349800009280443,-0.0148293999955058,NA,1,0,0
"Finland",1966,TRUE,0,-0.00167999998666346,0.0170578993856907,0.0346000008285046,1,0,0
"Finland",1970,TRUE,0,0.0110539998859167,0.0163112003356218,0.0877000018954277,1,0,0
"Finland",1975,TRUE,0,-0.0231340005993843,0.00831354968249798,0.0346000008285046,1,0,0
"Finland",1979,TRUE,0,-0.0096469996497035,-0.00775490002706647,0.0423999987542629,1,0,0
"Finland",1987,TRUE,0,-0.019013000652194,0.0170921497046947,0.028999999165535,1,0,0
"Finland",1991,TRUE,0,-0.062279999256134,0.016703549772501,0.00400000018998981,1,0,0
"Finland",1995,TRUE,0,0.0147919999435544,-0.0325133986771107,0.00310000008903444,1,0,0
"France",1962,TRUE,0,NA,NA,NA,1,0,1
"France",1967,TRUE,1,NA,NA,0.0419999994337559,1,0,1
"France",1973,FALSE,NA,0.00206399988383055,NA,0.046000000089407,1,0,1
"France",1978,TRUE,1,-0.0112749999389052,0.00241900002583861,0.0283000003546476,1,0,1
"France",1981,TRUE,0,-0.017340999096632,0.00744129996746778,0.0153000000864267,1,0,1
"France",1986,TRUE,0,0.000276000006124377,-0.00237295008264482,0.0152000002563,1,0,0
"France",1988,TRUE,0,0.00260300002992153,0.00345969991758466,0.0310999993234873,1,0,0
"France",1993,FALSE,NA,-0.0206749998033047,-0.0242036506533623,-0.0127999996766448,1,0,0
"France",1997,TRUE,0,0.0100389998406172,0.00849500019103289,0.0119000002741814,1,0,0
"Prussia",1961,TRUE,1,0.00944800022989511,NA,NA,1,0,0
"Prussia",1965,TRUE,0,-0.00266400002874434,-0.0040302500128746,NA,1,0,0
"Prussia",1969,TRUE,0,0.0105630001053214,-0.00767535017803311,NA,1,0,0
"Prussia",1972,TRUE,1,-0.000591000018175691,-0.0112116625532508,NA,1,0,0
"Prussia",1976,TRUE,0,0.00752699980512261,-0.0324552468955517,0.0236000008881092,1,0,0
"Prussia",1980,TRUE,1,0.000102999998489395,0.0045749070122838,0.0286999996751547,1,0,0
"Prussia",1983,FALSE,0,0.000311000010697171,-0.00156089896336198,0.00370000000111759,1,0,0
"Prussia",1987,TRUE,1,-0.00449700001627207,0.00894966255873442,0.023199999704957,1,0,0
"Prussia",1990,TRUE,1,-0.00766099989414215,0.000673867994919419,0.0375000014901161,1,0,0
"Prussia",1994,TRUE,1,0.00780999986454844,-0.00702601298689842,0.0147000001743436,1,0,0
"Prussia",1998,TRUE,0,0.00261899991892278,-0.00302955391816795,0.0130000002682209,1,0,0
"Greece",1961,TRUE,0,-0.000197999994270504,NA,NA,1,0,0
"Greece",1963,TRUE,0,0.00278400001116097,-0.00134090997744352,0.0522999987006187,1,0,0
"Greece",1977,TRUE,1,0.000578999985009432,0.00103869999293238,NA,1,1,0
"Greece",1981,FALSE,NA,-0.0445480011403561,0.00452305004000664,-0.0241999998688698,1,1,0
"Greece",1985,TRUE,1,-0.0281780008226633,-0.0164809003472328,0.00039999998989515,1,1,0
"Greece",1989,TRUE,0,-0.0285749994218349,-0.0127859003841877,0.0115999998524785,1,1,0
"Greece",1993,TRUE,0,-0.0426659993827343,0.0471700988709927,9.99999974737875e-05,1,0,0
"Greece",1996,FALSE,0,0.00723200011998415,0.0404652990400791,0.0184000004082918,1,0,0
"Greece",2000,TRUE,1,NA,0.0205374676734209,0.0348000004887581,1,0,0
"Guatemala",1970,FALSE,0,0.00209100008942187,0.00700254505500197,0.0292000006884336,0,1,0
"Guatemala",1990,FALSE,0,0.020006999373436,-0.0107922581955791,NA,0,1,0
"Guatemala",1995,FALSE,0,0.00790499988943338,-0.0200122352689505,0.0176999997347593,0,1,0
"Guatemala",1999,FALSE,0,-0.00627700006589293,-0.0184640809893608,0.0132999997586012,0,1,0
"Guatemala",2003,FALSE,0,-0.0105820000171661,0.00998326577246189,0.00279999990016222,0,1,0
"Honduras",1985,FALSE,1,0.0124369999393821,-0.0226107537746429,NA,0,1,0
"Honduras",1989,FALSE,0,-0.00317299994640052,0.0443970188498497,0.00789999961853027,0,1,0
"Honduras",1993,FALSE,0,-0.0290970001369715,0.0293635930866003,0.00730000017210841,0,1,0
"Honduras",1997,FALSE,1,-0.000171000006957911,0.0306153576821089,-0.000600000028498471,0,1,0
"Hungary",1994,FALSE,0,0.00596099998801947,-0.0607118532061577,0.0328000001609325,0,1,0
"Hungary",1998,TRUE,0,-0.00809499993920326,0.0242378171533346,0.0342999994754791,0,1,0
"Hungary",2002,TRUE,0,-0.0586879998445511,0.0154301542788744,0.0401000007987022,0,1,0
"ICELAND",1963,TRUE,0,-0.0217979997396469,0.00771076092496514,NA,1,0,0
"ICELAND",1974,TRUE,0,-0.0234079994261265,-0.00711716013029218,0.0472999997437,1,0,0
"ICELAND",1978,TRUE,0,0.00340000004507601,0.0280693452805281,0.0423999987542629,1,0,0
"ICELAND",1983,TRUE,0,-0.0312009993940592,0.00721483305096626,0.0125000001862645,1,0,0
"ICELAND",1987,TRUE,0,0.0178510006517172,-0.0228220708668232,0.0456000007688999,1,0,0
"ICELAND",1991,TRUE,0,-0.0113239996135235,0.00404668087139726,-0.00549999997019768,1,0,0
"ICELAND",1995,TRUE,1,0.00445700017735362,0.00204143510200083,-0.0052000000141561,1,0,0
"ICELAND",1999,TRUE,1,0.0143499998375773,0.0270798709243536,0.0384999997913837,1,0,0
"ICELAND",2003,TRUE,1,-0.00268799997866154,-0.0348722599446774,0.0234999991953373,1,0,0
"India",1962,TRUE,1,-0.0079969996586442,0.00553353177383542,NA,0,1,0
"India",1967,FALSE,1,-0.000594999990426004,0.00379127007909119,0.0421999990940094,0,1,0
"India",1970,TRUE,1,-0.00205000001005828,0.00722958287224174,0.025000000372529,0,0,0
"India",1976,TRUE,0,-0.000247999996645376,0.0156450849026442,0.0059000002220273,0,0,0
"India",1979,FALSE,0,-0.00823100004345179,-0.000934471026994288,0.000699999975040555,0,0,0
"India",1984,FALSE,1,-0.00764699978753924,-0.0029958039522171,0.0324999988079071,0,0,0
"India",1989,TRUE,0,0.00323999999091029,-0.00331681594252586,0.0399999991059303,0,0,0
"India",1991,FALSE,NA,0.0110769998282194,-0.00244076899252832,0,0,0,0
"India",1996,TRUE,0,0.00130899995565414,0.00802002009004354,0.0456999987363815,0,0,0
"India",1999,TRUE,1,-0.000323999993270263,-0.010011175647378,0.0450000017881393,0,0,0
"Ireland",1961,TRUE,1,-0.0048190001398325,NA,NA,1,0,0
"Ireland",1965,TRUE,1,-0.0241449996829033,0.00303785502910614,0.0288999993354082,1,0,0
"Ireland",1969,TRUE,1,-0.00188600004184991,-0.00338854710571468,0.061099998652935,1,0,0
"Ireland",1973,TRUE,0,-0.00546200014650822,0.00755372177809477,0.0305000003427267,1,0,0
"Ireland",1977,TRUE,0,0.00816500000655651,-0.0285278744995594,0.032200001180172,1,0,0
"Ireland",1981,TRUE,0,-0.0202649999409914,-0.0231860876083374,0.0207000002264977,1,0,0
"Ireland",1987,TRUE,0,0.0217840000987053,0.00361669110134244,0.0186999998986721,1,0,0
"Ireland",1989,TRUE,1,0.00911599956452847,0.0560431629419327,0.060699999332428,1,0,0
"Ireland",1992,TRUE,0,-0.0142850000411272,0.0114100528880954,0.0416000001132488,1,0,0
"Ireland",1997,TRUE,0,0.00325600011274219,0.00679264310747385,0.0864000022411346,1,0,0
"Ireland",2002,TRUE,1,-0.0062049999833107,0.00224974099546671,0.0706000030040741,1,0,0
"Israel",1961,TRUE,1,NA,NA,NA,0,0,0
"Israel",1965,TRUE,1,0.00340000004507601,-0.0173000004142523,0.0368999987840652,0,0,0
"Israel",1969,FALSE,1,0.0244999993592501,-0.102250002324581,0.088299997150898,0,0,0
"Israel",1977,TRUE,0,-0.0113000003620982,0.0495500005781651,-0.0059000002220273,0,0,0
"Israel",1981,TRUE,1,-0.044599998742342,0.0164500009268522,0.0322999991476536,0,0,0
"Israel",1984,FALSE,0,0.034400001168251,-0.0210999995470047,0.0052000000141561,0,0,0
"Israel",1992,TRUE,0,0.0091770002618432,-0.0260499995201826,0.0159000009298325,0,0,0
"Israel",1996,FALSE,0,-0.00028000000747852,-0.0105475997552276,0.034400001168251,0,0,0
"Israel",1999,TRUE,0,-0.00236600008793175,0.0144396498799324,0.00480000022798777,0,0,0
"Israel",2001,TRUE,0,-0.0323119983077049,0.0082496739923954,0.00680000009015203,0,0,0
"Italy",1963,TRUE,0,0.00175699999090284,-0.00594970816746354,0.0593000017106533,1,0,0
"Italy",1967,TRUE,1,0.0170579999685287,-0.0201883409172297,0.0395999997854233,1,0,0
"Italy",1972,TRUE,0,-0.0100119998678565,-0.0232460983097553,0.0200999993830919,1,0,0
"Italy",1979,TRUE,0,0.020711999386549,-0.0194974970072508,0.0346999987959862,1,0,0
"Italy",1987,TRUE,0,0.00493999989703298,-0.00382546009495854,0.0278999991714954,1,0,0
"Italy",1992,TRUE,0,-0.00569699984043837,0.00138772104401141,0.0126000000163913,1,0,0
"Japan",1972,TRUE,0,-0.0112840002402663,-0.00266040000133216,0.0635000020265579,1,0,0
"Japan",1976,TRUE,0,-0.00521299988031387,-0.0277728997170925,0.0256999991834164,1,0,0
"Japan",1979,FALSE,0,0.000986999948509037,-0.0175005998462439,0.0399000011384487,1,0,0
"Japan",1983,FALSE,NA,-0.00175000005401671,0.00411310000345111,0.0203000009059906,1,0,0
"Japan",1986,TRUE,1,0.00106999999843538,0.0126929497346282,0.0318999998271465,1,0,0
"Japan",1989,TRUE,0,-0.00374699989333749,0.0180150493979454,0.0529000014066696,1,0,0
"Japan",1993,TRUE,0,-0.0238819997757673,0.0320507511496544,0.00389999989420176,1,0,0
"Korea South",1967,TRUE,1,0.000905999972019345,-0.00576899806037545,0.0540000014007092,0,1,0
"Korea South",1992,FALSE,1,0.00679000001400709,-0.00898342113941908,NA,0,1,0
"Korea South",1997,FALSE,0,0.000399000011384487,0.00476616714149714,0.0579000003635883,0,1,0
"Lithuania",1993,FALSE,NA,NA,NA,NA,0,1,0
"Lithuania",1997,TRUE,0,0.0147829996421933,-0.0213701743632555,0.0179999992251396,0,1,0
"Lithuania",2002,TRUE,0,-0.00502299983054399,0.0222959108650684,0.0513999983668327,0,1,0
"LUXEMBOURG",1974,TRUE,0,0.0207950007170439,-0.000146962993312627,0.0452999994158745,1,0,0
"LUXEMBOURG",1979,TRUE,0,-0.0344879999756813,0.0187106672674417,0.00329999998211861,1,0,0
"LUXEMBOURG",1984,TRUE,0,0.0175190009176731,-0.0117446258664131,0.0197999998927116,1,0,0
"LUXEMBOURG",1989,TRUE,1,0.0333449989557266,-0.0250354297459126,0.062899999320507,1,0,0
"LUXEMBOURG",1994,TRUE,0,0.00302099995315075,-0.0118000283837318,0.0333000011742115,1,0,0
"Madagascar",1996,TRUE,0,0.0147540001198649,-0.00977713335305452,-0.0148000000044703,0,1,0
"Madagascar",2001,TRUE,0,-0.0180820003151894,0.00429042987525463,0.0147000001743436,0,1,0
"Malaysia",1964,TRUE,1,-0.00345900002866983,-0.0385357104241848,NA,0,1,1
"Malaysia",1969,TRUE,1,0.00856699980795383,0.00628850981593132,0.0357000008225441,0,1,1
"Malaysia",1974,TRUE,1,-0.00438900012522936,-0.0161562468856573,0.0612999983131886,0,1,1
"Malaysia",1978,TRUE,1,0.0171990003436804,0.00413543591275811,0.0476999990642071,0,1,1
"Malaysia",1982,FALSE,0,-0.010049999691546,-0.110261552035809,0.0485000014305115,0,0,1
"Malaysia",1986,TRUE,1,-0.0480110011994839,0.07439836114645,0.00650000013411045,0,0,1
"Malaysia",1990,TRUE,1,0.00354499998502433,0.056349765509367,0.0513000003993511,0,0,1
"Malaysia",1995,TRUE,1,-0.0141869997605681,0.026197275146842,0.0679000020027161,0,0,1
"Malaysia",1999,TRUE,1,-0.0187769997864962,-0.00246323901228607,0.0131000000983477,0,0,1
"Mali",1992,TRUE,0,NA,NA,NA,0,1,1
"Mali",1997,TRUE,1,-0.0111309997737408,0.0262667294591665,0.00460000010207295,0,1,1
"Mali",2002,FALSE,0,0.0162920001894236,-0.0167885143309832,0.0278999991714954,0,1,1
"Mauritius",1968,TRUE,0,NA,NA,NA,0,1,1
"Mauritius",1977,TRUE,1,-0.0431049987673759,-0.00748757785186172,NA,0,1,1
"Mauritius",1982,TRUE,0,-0.00234099989756942,0.0180009175091982,NA,0,1,1
"Mauritius",1984,TRUE,1,0.0166079998016357,0.00945313181728125,0.0248000007122755,0,0,1
"Mauritius",1988,TRUE,1,-0.000571999989915639,0.0341462828218937,0.0631999969482422,0,0,1
"Mauritius",1992,TRUE,1,-0.00796100031584501,-0.00478871492668986,0.0502999983727932,0,0,1
"Mauritius",1996,TRUE,0,-0.0221400000154972,-0.00832964759320021,0.0366000011563301,0,0,1
"Mauritius",2001,TRUE,0,-0.0285749994218349,-0.00028375699184835,0.0423999987542629,0,0,1
"Mexico",1988,FALSE,1,NA,NA,NA,0,1,0
"Mexico",1994,FALSE,1,-0.00629799999296665,0.0222073942422867,0.0199999995529652,0,1,0
"Mexico",2000,FALSE,0,0.00472499988973141,-0.00835962034761906,0.0185000002384186,0,1,0
"Nepal",1995,TRUE,0,-0.000117000003228895,0.0277929566800594,0.0281000006943941,0,1,1
"Netherlands",1963,TRUE,0,0.00674000009894371,-0.00485129980370402,NA,1,0,0
"Netherlands",1971,TRUE,0,-0.00125500001013279,0.00230784993618727,0.0447000004351139,1,0,0
"Netherlands",1977,TRUE,0,0.00397600000724196,-0.0329729504883289,0.0203000009059906,1,0,0
"Netherlands",1981,TRUE,1,-0.00654600001871586,-0.0136433001607656,0.00609999988228083,1,0,0
"Netherlands",1986,TRUE,1,0.00716800009831786,0.00653170002624393,0.0225000008940697,1,0,0
"Netherlands",1989,TRUE,1,0.00340700009837747,-0.00770065002143383,0.0249000005424023,1,0,0
"Netherlands",1994,TRUE,0,0.00107500003650784,0.00825984962284565,0.0162000004202127,1,0,0
"Netherlands",1998,TRUE,1,0.00625299988314509,0.0381410494446754,0.0303000006824732,1,0,0
"New Zealand",1960,TRUE,0,NA,NA,NA,1,0,1
"New Zealand",1963,TRUE,1,0.00496400007978082,-0.0308653395622969,0.0236000008881092,1,0,1
"New Zealand",1966,TRUE,1,-0.00474700005725026,0.0120904641225934,0.0366999991238117,1,0,1
"New Zealand",1969,TRUE,1,0.010495999827981,0.00199071201495826,0.0044999998062849,1,0,1
"New Zealand",1972,FALSE,0,-0.0225460007786751,0.0211295392364264,0.0194000005722046,1,0,1
"New Zealand",1975,FALSE,0,-0.0317820012569427,0.0119610000401735,0.0135000003501773,1,0,1
"New Zealand",1978,TRUE,1,-0.0375350005924702,0.0278495121747255,-0.0157999992370605,1,0,1
"New Zealand",1981,TRUE,1,-0.00774599984288216,-0.00764727499336004,0.0132999997586012,1,0,1
"New Zealand",1984,TRUE,0,0.00627900008112192,-0.016994895413518,0.0258000008761883,1,0,1
"New Zealand",1987,TRUE,1,0.0145439999178052,0.0292124506086111,0.00419999985024333,1,0,1
"New Zealand",1991,FALSE,NA,-0.00997199956327677,0.00631923088803887,-0.0131000000983477,1,0,1
"New Zealand",1994,TRUE,1,0.0285059995949268,-0.00194730504881591,0.0192000009119511,1,0,0
"New Zealand",1997,TRUE,1,-0.0172339994460344,0.0414249524474144,0.0216000005602837,1,0,0
