"cusip","year","isic","ikb","ikn","qb","qn","kstock","ikicb","ikicn","omphi","qicb","qicn","sb","sn"
2824,1980,2834,0.1960567,0.20906676,3.13798533,4.71049593,777.4932804,-0.03168026,-0.01423057,0.08888544,0.40942814,0.67561151,2.177857,3.52718985
2824,1981,2834,0.1693932,0.21065986,4.01171332,6.02135246,977.9081712,0.04381249,0.01973362,0.10123773,-0.126876,-0.19462489,2.2862793,3.59139157
2824,1982,2834,0.1599449,0.20701218,2.94198723,4.16055275,1186.8625599,0.03004824,0.03030959,0.12879388,1.62089311,2.56010553,2.13159885,3.30445051
2824,1983,2834,0.1753262,0.23245165,3.86597772,5.26736253,1341.4479683,0.00757026,0.0049902,0.13090757,-0.6778904,-0.87802889,1.99580573,2.93749209
2824,1984,2834,0.172116,0.22068868,4.00031148,5.29010867,1517.0682983,0.02688547,0.04211963,0.13755418,0.36301527,0.58201533,1.84827769,2.58932349
2824,1985,2834,0.154479,0.1775413,2.94875845,3.76019821,1649.710767,0.03776695,0.06628253,0.13030856,1.46695807,2.02068222,1.72909014,2.34065398
6284,1951,2300,0.0355876,0.03062835,-0.6732739,-1.03466126,6.529898,NA,0.06675994,0.18409851,NA,NA,NA,NA
6284,1952,2300,0.0934938,0.07865699,-0.91430913,-1.38083763,6.3567139,-0.04885279,-0.04041193,0.0968345,0.17874929,0.25206069,1.71071475,2.23575685
6284,1953,2300,0.0586995,0.09348761,-1.03094199,-1.63136409,6.4179631,0.03916519,-0.00786941,0.0744612,-0.12920083,-0.08033181,1.69013525,2.23848731
6284,1954,2300,0.0818823,0.04959611,-1.42609498,-2.13815093,6.0488611,-0.01722678,0.04749904,0.07273855,0.17785864,0.18990517,1.59456375,2.20991449
6284,1955,2300,0.1110512,0.09828238,-1.02177664,-1.73210589,6.1048585,-0.02297614,-0.04320554,0.05576506,-0.37488387,-0.36209105,1.65879521,2.26400462
6284,1956,2300,0.0223038,0.04864548,-1.03595797,-1.8656866,6.1670686,0.09008117,0.05254605,0.05980321,-0.11034479,-0.0551199,1.86718666,2.72767493
6284,1957,2300,0.0440687,0.04856936,-1.51472873,-2.54672,6.1767339,-0.01891828,0.00321344,0.06459472,0.32953281,0.43346794,1.75377741,2.68271747
6284,1958,2300,0.0872672,0.11350282,-1.50444968,-2.5605213,6.1672478,-0.03636705,-0.05604825,0.07828181,-0.14547616,-0.20976845,1.7887912,2.69437725
6284,1959,2300,0.1134408,0.12506467,-1.05314622,-1.89837123,6.3966909,-0.01729332,-0.00177167,0.07828093,-0.4059162,-0.61136228,1.80070229,2.74339868
6284,1960,2300,0.1177159,0.18587272,0.07421611,-0.17101271,6.9940334,0.00583033,-0.04485155,0.08584642,-0.8810276,-1.36026809,2.21252923,3.41260783
6284,1961,2300,0.069607,0.1275428,3.48158226,5.00450226,7.0564546,0.05444365,0.06993728,0.09100762,-3.30621643,-5.07638043,1.90678096,3.00363845
6284,1962,2300,0.0507276,0.08624933,1.57837849,2.05175679,6.956576,0.02288962,0.0481117,0.07905252,2.01428972,3.08491549,1.67185325,2.52477904
6284,1963,2300,0.1641635,0.08740397,-0.28148665,-0.68371445,6.8646767,-0.09967532,0.00617181,0.08382286,1.61506338,2.35060161,1.64065209,2.41840567
6284,1964,2300,0.0283392,0.0159083,-0.67426507,-1.48288953,6.2860286,0.13711706,0.07222138,0.04561782,0.53170257,1.02667726,1.5961901,2.33814567
6284,1965,2300,0.3569933,0.40542008,-0.03832349,-0.44635166,9.1263362,-0.31569376,-0.37479345,0.03630392,-0.50277789,-0.79964336,1.71765551,2.86156234
6284,1966,2300,0.1272176,0.12490695,0.0592194,-0.25147651,9.6071515,0.23902586,0.28959532,0.0727116,0.71495687,1.19485901,1.94958393,3.43663149
6284,1967,2300,0.1130566,0.145769,0.04016776,-0.30904557,10.2902537,0.02389069,-0.00831709,0.08606051,-0.18987329,-0.30681634,1.54941,2.68523641
6284,1968,2300,0.184005,0.22854135,4.52632211,7.71485734,12.2516124,-0.04224195,-0.04711782,0.15600908,-3.76895186,-6.79994837,1.50686758,2.71362606
6284,1969,2300,0.185042,0.22943829,2.13756921,3.36896157,14.8187996,0.0123598,0.01571412,0.07239881,2.9583929,5.31311282,1.90123503,3.425752
6284,1970,2300,0.1585456,0.22552445,0.56261816,0.70918012,17.7763434,0.02860874,0.00691857,0.01332329,1.83369607,3.0772373,2.22991431,3.93468132
6284,1971,2300,0.2917804,0.31841231,0.30798772,0.23307831,24.1573577,-0.11706525,-0.07524253,0.05541661,0.82162874,1.34817355,2.10251333,3.6054482
6284,1972,2300,0.291624,0.40371205,0.0600401,-0.16763867,36.8207985,0.02424619,-0.05195081,0.08260573,0.31913634,0.48049528,1.99549023,3.23153757
6284,1973,2250,0.1233873,0.13902853,-0.40893754,-0.72718815,39.2869002,0.17664872,0.27416188,0.06817566,1.18811431,1.49141123,1.72154414,2.75733145
6284,1974,2250,0.073274,0.11560547,-0.81660805,-1.29214729,43.6484542,0.05417928,0.02983801,0.05548996,0.19342895,0.26567576,1.59824708,2.20687172
6284,1975,2250,-0.0375438,0.00775824,-0.97883044,-1.44449684,45.2421935,0.10862995,0.10829932,0.05827275,-0.05446981,-0.2028889,1.25640126,1.74293519
6284,1976,2250,0.0234781,0.03108907,-1.16060416,-1.57388924,44.710251,-0.05912699,-0.0208217,0.08070761,-0.3967164,-0.68050216,1.18599346,1.57164807
6284,1977,2250,0.0356985,0.02096335,-1.25743191,-1.70006549,43.6953049,-0.00963891,0.01164165,0.07231363,-0.31669441,-0.40097844,1.1972363,1.50095324
6284,1978,2250,0.1086037,0.10204913,-1.34783111,-1.87209328,47.0459681,-0.06518551,-0.073832,0.0710812,-0.17656041,-0.16434491,1.26394524,1.58521614
6284,1979,2250,0.0916496,0.12525199,-1.24452124,-1.76004522,52.3025612,0.01981189,-0.01929724,0.03118217,-0.11745922,-0.12815744,1.40051116,1.80211051
6284,1980,2250,0.0957587,0.07657525,-1.2515515,-1.68557785,55.4748403,0.0044025,0.05548316,0.08888544,0.18413384,0.13250593,1.26423462,1.65232504
6284,1981,2250,0.1719346,0.21599896,-1.20439459,-1.6746311,69.3475568,-0.0587697,-0.11755646,0.10123773,-0.39081065,-0.44884086,1.297931,1.63894417
6284,1982,2250,-0.0137815,0.02971833,-1.1864361,-1.54290147,68.5435462,0.18394116,0.19010816,0.12879388,0.06719315,-0.04967701,1.24224075,1.61193124
6284,1983,2250,0.0511658,0.02942589,-1.15173296,-1.42851736,62.3600441,-0.05824928,0.00414451,0.13090757,-0.55319809,-0.76465346,0.81286589,0.99833046
6284,1984,2250,0.257672,0.20295465,-0.75802668,-1.02171708,68.2861903,-0.17106237,-0.1456115,0.13755418,-0.41789503,-0.43737765,1.08552832,1.28076591
6284,1985,2250,0.0320481,0.03897648,-0.58438256,-0.93820285,63.8590304,0.22980006,0.16905714,0.13030856,0.26672153,0.49611111,1.47707117,1.82255424
9158,1951,2803,0.3065401,0.2116657,0.98784446,1.08827202,2.3622155,NA,0.02780052,0.18409851,NA,NA,NA,NA
9158,1952,2803,0.2545156,0.19770411,0.40669001,0.33552731,2.5290319,0.07667041,0.03310617,0.0968345,1.93484713,2.61249589,1.70538529,2.09555807
9158,1953,2803,0.2940547,0.2665696,0.09896045,-0.20005689,3.0010924,-0.01764337,-0.0490164,0.0744612,2.56640638,4.13743527,2.60951392,3.74401549
9158,1954,2803,-0.0926687,0.0710113,0.78282993,0.95089407,2.8164532,0.37998275,0.20072356,0.07273855,-0.84346663,-1.16095855,1.68829389,2.75475314
9158,1955,2803,0.2923556,0.38731787,1.75402759,2.47608265,3.872788,-0.36872101,-0.29470777,0.05576506,-1.62260611,-3.01261235,1.8434205,3.31534938
9158,1956,2803,0.5382913,0.47251724,2.3659925,3.20855611,6.5606073,-0.21374423,-0.05694132,0.05980321,0.36054074,0.56357586,2.41423088,3.88143318
9158,1957,2803,0.4979204,0.59198854,3.6508532,6.00600516,13.6826974,0.072534,-0.08123197,0.06459472,3.30285401,4.74333943,4.04655992,5.95423638
9158,1958,2803,0.250139,0.3674994,2.80736528,3.96862114,17.6871039,0.26736266,0.25325765,0.07828181,1.11810016,1.99199253,3.47590942,6.13601927
9158,1959,2803,0.2166743,0.32879011,3.11977452,4.03026762,22.5067595,0.05042617,0.06444728,0.07828093,0.41682832,0.67282004,2.2168642,3.36311998
9158,1960,2803,0.4589692,0.51107089,4.05772413,4.73371204,36.5898361,-0.20289399,-0.13840717,0.08584642,-0.59381891,-0.60703022,2.27066687,3.07638266
9158,1961,2803,0.2714736,0.26276644,2.33743419,2.53315362,41.4817051,0.21220173,0.2722182,0.09100762,2.88285997,3.40832308,2.04593496,2.4401062
9158,1962,2803,0.3831672,0.37975098,5.57506656,6.29643108,55.5627265,-0.08140319,-0.08696427,0.07905252,-1.54908753,-1.79648617,1.94053312,2.1523454
9158,1963,2803,0.340734,0.35626927,3.49888533,4.02304577,72.1364497,0.07099448,0.05334522,0.08382286,2.93803524,3.343694,2.4139275,2.76586535
9158,1964,2803,0.261415,0.28128695,2.52009652,2.88162716,84.6111067,0.09124414,0.08781402,0.04561782,1.66892525,1.96168168,1.78977595,2.1169114
9158,1965,2803,0.3589891,0.38821055,1.57750328,1.76988446,115.6588872,-0.08454134,-0.09283004,0.03630392,0.85722598,1.00307012,1.41925718,1.68417479
9158,1966,2803,0.2888153,0.30513109,2.07722027,2.32414399,145.5112297,0.09117402,0.10526603,0.0727116,0.34220559,0.38383843,1.30916985,1.55105638
9158,1967,2803,0.218502,0.23253493,1.05871481,1.14084365,166.8566509,0.08911769,0.09260823,0.08606051,1.30513776,1.49455854,1.18991704,1.37892758
9158,1968,2803,0.1698089,0.19977069,1.60687709,1.75664788,186.7140741,0.07518482,0.06393028,0.15600908,-0.13831732,-0.16382535,1.19665927,1.37777401
9158,1969,2803,0.2216159,0.20041276,1.43203012,1.53374243,212.0623444,-0.03576231,0.01386758,0.07239881,-0.50226292,-0.60969607,1.14605265,1.31612874
9158,1970,2803,0.1856364,0.19201773,0.67536586,0.72120671,237.7697139,0.03845278,0.01095334,0.01332329,0.94517474,1.09434424,1.15243134,1.28906642
9158,1971,2803,0.2047783,0.23858221,0.90444818,0.97958044,282.9506852,-0.00779373,-0.03334307,0.05541661,0.03300687,0.05279967,1.14665548,1.33607741
9158,1972,2803,0.1275975,0.13932407,1.11331879,1.19803082,299.3452601,0.08772102,0.11076711,0.08260573,-0.0601929,-0.10609931,1.19756441,1.40351936
9158,1973,2810,0.1731477,0.19377803,1.48988376,1.62213886,329.8103573,-0.03374569,-0.04124301,0.06817566,-0.62106309,-0.71071933,1.19327149,1.3522452
9158,1974,2810,0.2868333,0.27143285,1.70778302,1.85020099,429.4506058,-0.09776926,-0.06259302,0.05548996,-0.00392155,-0.01021796,1.25161415,1.41308324
9158,1975,2810,0.2624283,0.25886957,1.58808131,1.74864228,583.1855788,0.03969747,0.02764832,0.05827275,0.82672081,0.9317578,1.63525456,1.82026856
9158,1976,2810,0.2103818,0.23027875,1.83554442,2.03701678,696.6904119,0.06902588,0.04717606,0.08070761,-0.09203283,-0.10976167,1.58180114,1.81350086
9158,1977,2810,0.1621619,0.18157639,1.47267437,1.59804623,785.4325004,0.05994642,0.06183281,0.07231363,0.49478109,0.56316102,1.36359537,1.57051945
9158,1978,2810,0.2104464,0.21397158,0.50263103,0.50062976,933.9885366,-0.03332578,-0.01718583,0.0710812,1.0996356,1.2195182,1.34597629,1.52380195
9158,1979,2810,0.2052542,0.21866341,0.09222253,0.04837134,1125.2454411,0.01159249,0.00212657,0.03118217,0.49928902,0.55184286,1.34263195,1.49492587
9158,1980,2810,0.2454032,0.25498771,0.44001159,0.44048409,1427.5703553,-0.01833624,-0.01365961,0.08888544,-0.19812481,-0.24273563,1.33306488,1.48732405
9158,1981,2810,0.1904472,0.19206018,0.31782943,0.30943374,1684.1846243,0.07423643,0.08237127,0.10123773,0.4598511,0.48947047,1.29873171,1.43068596
9158,1982,2810,0.2152868,0.22023368,-0.14816529,-0.20044214,1991.8197544,0.0028881,0.00019125,0.12879388,0.23149459,0.2504648,1.14234525,1.24702583
9158,1983,2810,0.104358,0.12715405,-0.19324984,-0.25081542,1937.9407023,0.12458999,0.10972506,0.13090757,0.26047146,0.28082462,0.9719518,1.06299794
9158,1984,2810,0.1174431,0.13626013,0.00452425,-0.02664926,1926.3962227,0.00306975,0.00963707,0.13755418,-0.43595039,-0.49972243,0.81398468,0.89028944
9158,1985,2810,0.188824,0.19184505,-0.01393292,-0.04117986,2044.2320995,-0.04677556,-0.03058586,0.13030856,-0.07837365,-0.10243052,0.86811756,0.93629205
13716,1951,3334,0.3241009,0.33452372,1.3295902,1.55149944,356.3274971,NA,-0.21164773,0.18409851,NA,NA,NA,NA
13716,1952,3334,0.3415905,0.37268178,0.94100636,1.05503161,518.4047376,0.01558813,-0.00206961,0.0968345,0.44414994,0.52524651,1.00275054,1.23931714
13716,1953,3334,0.1949531,0.21137242,0.62594504,0.66398879,626.3825838,0.16115386,0.17704841,0.0744612,1.01926421,1.18208912,0.81267575,0.98501425
13716,1954,3334,0.0862865,0.07796543,0.32773569,0.31584243,634.8968144,0.11494291,0.13907808,0.07273855,0.28257032,0.3038405,0.5881875,0.68871764
13716,1955,3334,0.1098746,0.10539974,1.04311369,1.1561986,676.4722602,-0.01746092,-0.02155669,0.05576506,-0.70878133,-0.80824746,0.48060095,0.55456938
13716,1956,3334,0.1676309,0.16119227,1.68308652,1.92663209,810.8329043,-0.04773143,-0.04615272,0.05980321,-0.77262693,-0.91283122,0.55999535,0.65850812
13716,1957,3334,0.1688791,0.18438294,1.5585881,1.79016694,989.7879032,0.00966053,-0.0112805,0.06459472,0.48203948,0.56809644,0.65758706,0.78309325
13716,1958,3334,0.0975048,0.10356516,0.47654592,0.49187715,1025.4413683,0.07900719,0.08892504,0.07828181,1.16561026,1.3677892,0.51342212,0.6158844
13716,1959,3334,0.0448622,0.06259305,0.71516605,0.77562894,1044.8443521,0.05615443,0.04587195,0.07828093,-0.08177241,-0.09856486,0.39766086,0.46795422
13716,1960,3334,0.0676669,0.06133012,0.72170202,0.77899353,1051.6856139,-0.01699576,0.00652791,0.08584642,0.11283021,0.11387465,0.4118462,0.48675185
13716,1961,3334,0.0591094,0.06078596,0.55946993,0.59345581,1039.7137739,0.01393688,0.00607614,0.09100762,0.02313424,0.03786874,0.44302662,0.51703132
13716,1962,3334,0.0606227,0.05346017,0.41602959,0.40728812,1038.1559805,0.00327908,0.01155195,0.07905252,0.03223457,0.06047161,0.41557056,0.49256164
13716,1963,3334,0.0540073,0.05991527,-0.01764956,-0.12296151,1043.1398314,0.01114245,-0.00143282,0.08382286,0.32753006,0.41670968,0.43147679,0.51659325
13716,1964,3334,0.069524,0.0583998,0.10169562,0.02830799,1039.3871673,-0.01234512,0.00417954,0.04561782,-0.24396173,-0.30275965,0.50582563,0.61632976
13716,1965,3334,0.1260554,0.11921981,0.21911914,0.17415882,1118.1027725,-0.05195513,-0.05649187,0.03630392,-0.18452081,-0.20255996,0.54336817,0.66462451
13716,1966,3334,0.0827249,0.09433898,0.25375066,0.2175359,1194.6281386,0.0493456,0.03174037,0.0727116,0.09638196,0.13664672,0.64524639,0.80879999
13716,1967,3334,0.076658,0.09264934,-0.00965542,-0.11422489,1268.2227256,0.01266411,0.00966309,0.08606051,0.19926619,0.23392439,0.65543001,0.83762383
13716,1968,3334,0.0608222,0.07269608,-0.13259025,-0.27785988,1332.9466748,0.02532461,0.03129451,0.15600908,0.24390507,0.28747721,0.61240533,0.77781622
13716,1969,3334,0.1062864,0.09435592,-0.24095278,-0.40221826,1451.949176,-0.03776916,-0.01482858,0.07239881,0.03724706,0.01716927,0.64352323,0.80893388
13716,1970,3334,0.1070385,0.10301914,-0.46280748,-0.65677176,1591.6945794,0.00067394,-0.00729066,0.01332329,0.34384766,0.42779158,0.75462096,0.94092426
13716,1971,3334,0.0893261,0.09668137,-0.46558289,-0.6887885,1741.7212872,0.02266256,0.01169552,0.05541661,0.0946568,0.15370212,0.75445119,0.95654667
13716,1972,3334,0.0446641,0.06053281,-0.69154634,-0.97204739,1823.2094952,0.0483515,0.04114891,0.08260573,0.15732565,0.18096825,0.71428498,0.91318042
13716,1973,3330,0.0733235,0.05951906,-0.60602246,-0.84420712,1875.5337279,-0.02366052,0.00507151,0.06817566,-0.11847851,-0.19168298,0.69685358,0.8855592
13716,1974,3330,0.173092,0.10473113,-0.16854716,-0.30651923,2158.6992272,-0.09016359,-0.03940054,0.05548996,-0.43646582,-0.51468233,0.81375709,1.0196658
13716,1975,3330,0.07118,0.07205703,-0.74568037,-1.17098088,2509.7066496,0.10605984,0.03687306,0.05827275,0.83719294,1.28820421,1.00322866,1.28549692
13716,1976,3330,0.0320092,0.04795715,-0.84870756,-1.28264635,2636.8748956,0.04175425,0.02797039,0.08070761,-0.19471642,-0.33342996,0.80389388,1.11257346
13716,1977,3330,0.0937517,0.07634722,-0.80965663,-1.20640112,2852.1012077,-0.05496304,-0.02286913,0.07231363,-0.23677013,-0.36999689,0.81916024,1.10961691
13716,1978,3330,0.0794556,0.09499847,-0.91577904,-1.38198277,3193.5651213,0.01994393,-0.01189864,0.0710812,-0.04993661,-0.02476783,0.90576899,1.20560494
13716,1979,3330,0.1238905,0.1214637,-0.89678518,-1.30727207,3710.0622117,-0.04057177,-0.02267773,0.03118217,-0.00090015,-0.07285562,1.01400084,1.37725247
13716,1980,3330,0.166041,0.15191418,-0.83409753,-1.21103085,4495.959492,-0.02739179,-0.01694752,0.08888544,-0.14677637,-0.21881887,1.09164754,1.45134658
13716,1981,3330,0.1580945,0.15773607,-0.63905957,-0.95927122,5509.2039801,0.02395159,0.01014695,0.10123773,-0.09016981,-0.11486417,1.12446172,1.49182124
13716,1982,3330,0.0577517,0.08986307,-0.79096757,-1.15197686,6064.7827178,0.10778089,0.07944682,0.12879388,0.29567006,0.36728531,0.87659189,1.17583519
13716,1983,3330,0.0207059,0.05260588,-0.60442287,-0.86304973,5892.8773787,0.0397563,0.0441437,0.13090757,-0.26143145,-0.42669406,0.67671267,0.90094501
13716,1984,3330,0.064534,0.07022968,-0.34277122,-0.51034736,5894.9437916,-0.03495116,-0.00796341,0.13755418,-0.50785851,-0.68965163,0.68023161,0.87275441
13716,1985,3330,0.0730713,0.09351419,-0.5773655,-0.81721319,6084.637927,0.00098454,-0.01109882,0.13030856,0.04872489,0.06662617,0.71968698,0.90869481
17372,1951,3311,0.2302798,0.25716359,-0.34047432,-0.70397226,85.5486595,NA,-0.14347301,0.18409851,NA,NA,NA,NA
17372,1952,3311,0.1693029,0.18987486,-0.23736842,-0.52959191,95.3259424,0.0773713,0.08567516,0.0968345,0.77916302,1.04314246,2.56938859,3.72982636
17372,1953,3311,0.0891813,0.10574024,-0.41414981,-0.78343531,99.2999425,0.08676211,0.09200816,0.0744612,0.05242304,0.06924147,1.64978722,2.31998198
17372,1954,3311,0.0604181,0.10800537,-0.68930116,-1.17499362,100.9209069,0.03315794,0.00559103,0.07273855,-0.04861487,-0.07829275,1.90738837,2.69269288
17372,1955,3311,0.1125181,0.07223032,-0.28166001,-0.56894453,101.0655844,-0.04582541,0.03980297,0.05576506,-0.58585356,-0.89571494,1.26881016,1.79410843
17372,1956,3311,0.1573586,0.14181227,0.12681681,-0.04462839,114.9406864,-0.03542992,-0.06110112,0.05980321,0.05194969,0.19409017,1.90817853,2.6295254
17372,1957,3311,0.090763,0.12785093,1.56493352,2.12480294,127.4922241,0.07245842,0.02221983,0.06459472,-1.25760942,-1.8746752,2.07318299,3.05818133
17372,1958,3311,0.0161843,0.036573,-0.18757588,-0.49455396,120.3073468,0.07584561,0.09414094,0.07828181,1.27629913,1.84453146,1.70036746,2.57775873
17372,1959,3311,0.0556256,0.04681648,0.61159915,0.68328486,117.4799864,-0.03508694,-0.00657865,0.07828093,-0.9210157,-1.36399997,1.17437868,1.72272045
17372,1960,3311,0.0983058,0.13747641,0.98131567,1.25924969,124.3849744,-0.0342409,-0.07885807,0.08584642,0.11436823,0.16973399,1.41087283,2.0884104
17372,1961,3311,0.0956437,0.05462258,0.03743166,-0.17457221,118.9984111,0.01136632,0.0878249,0.09100762,0.62339972,0.9052323,1.44142436,2.20678704
17372,1962,3311,-0.0084683,0.06092803,0.76715926,0.91324062,116.5309298,0.10344261,-0.00148894,0.07905252,-0.60154197,-0.81124918,1.36046065,2.05232495
17372,1963,3311,0.0744591,0.05383578,0.10490466,-0.14435136,113.3075468,-0.07668605,0.01160492,0.08382286,0.5051145,0.72260972,1.40764081,2.30503618
17372,1964,3311,0.037614,0.06508473,0.25593231,0.09420648,110.6250345,0.03856096,-0.00827992,0.04561782,-0.10897946,-0.11782615,1.49976218,2.3547912
17372,1965,3311,0.1563792,0.2209944,0.25497319,0.11672108,129.4150457,-0.11308798,-0.14788671,0.03630392,-0.00364668,-0.03271909,1.63490253,2.71054758
17372,1966,3311,0.1943509,0.22445844,0.70611685,0.85922537,155.4853553,-0.02384011,0.01285669,0.0727116,0.08071023,0.05127669,1.89480458,3.16228664
17372,1967,3311,0.1903049,0.13985074,0.66850943,0.79851083,168.7513436,0.02042366,0.09664333,0.08606051,-0.13619307,-0.25572659,1.92563452,3.06912922
17372,1968,3311,0.1053681,0.15856313,1.02003677,1.38833465,189.1990871,0.1013752,0.00602489,0.15600908,-0.34343105,-0.51325904,1.78772996,2.81124799
17372,1969,3311,0.1685007,0.1498256,0.57525779,0.63345567,212.9142202,-0.05093336,0.01958473,0.07239881,0.61025303,0.96175572,1.58020245,2.7176524
17372,1970,3311,0.0815845,0.1318709,-0.4013726,-0.92436066,234.1077532,0.08800323,0.01971165,0.01332329,1.555633,2.57854308,1.79145488,2.96028736
17372,1971,3311,0.0399925,0.08850742,-0.53497998,-1.1444384,246.9397376,0.04380826,0.04826826,0.05541661,0.15444625,0.18188513,1.46312,2.51933015
17372,1972,3311,0.1701625,0.13600856,-0.8230032,-1.54900812,272.571074,-0.1161137,-0.03626605,0.08260573,0.02729103,-0.09416701,1.30180074,2.1542622
17372,1973,3630,0.0955841,0.11064776,-0.54626397,-1.1957404,287.6696198,0.08109498,0.03290428,0.06817566,0.33781335,0.70599665,1.52291625,2.42336213
17372,1974,3630,0.1539347,0.13508056,-0.67384329,-1.41657711,333.1345263,-0.04980881,-0.01693719,0.05548996,0.19851874,0.34126227,1.68685401,2.85183909
17372,1975,3630,0.0505352,0.12569863,-0.87053209,-1.8312644,401.1340421,0.10634439,0.01670674,0.05827275,0.23678562,0.5040527,2.05217092,3.49951974
17372,1976,3630,0.0566237,0.12594682,-0.90235329,-1.65688854,445.9501189,-0.00151861,0.00991668,0.08070761,-0.37845991,-1.04985086,1.45893222,2.54475821
17372,1977,3630,0.3377283,0.31730169,-0.80772612,-1.38298757,628.6887473,-0.25668218,-0.16840963,0.07231363,0.00153733,-0.23098911,1.52364938,2.38330147
