"household","year","migration","price","rain","land"
"564",2005,0,0.252841472625732,-0.064609669148922,0
"564",2006,0,0.194757461547852,0.040870875120163,0
"619",2000,NA,NA,5.6027512550354,0.100000001490116
"619",2001,1,NA,0.0346675552427769,0.100000001490116
"619",2002,0,-0.0544562339782715,-0.130607679486275,0.100000001490116
"619",2003,0,0.0146751403808594,0.182487443089485,0.100000001490116
"619",2004,0,0.172737121582031,0.0904694274067879,0.100000001490116
"619",2005,0,0.23487663269043,-0.0147389369085431,0.100000001490116
"619",2006,0,0.157605648040771,0.127371713519096,0.100000001490116
"623",2000,NA,NA,5.6027512550354,0
"623",2001,0,NA,0.0346675552427769,0
"623",2002,0,-0.0544562339782715,-0.130607679486275,0
"623",2003,1,0.0146751403808594,0.182487443089485,0
"623",2004,0,0.172737121582031,0.0904694274067879,0
"623",2005,0,0.23487663269043,-0.0147389369085431,0
"623",2006,0,0.157605648040771,0.127371713519096,0
"811",2000,NA,NA,5.8154935836792,0
"811",2001,0,NA,0.0329043008387089,0
"811",2002,0,-0.0544562339782715,-0.164495840668678,0
"811",2003,0,0.0146751403808594,0.16498090326786,0
"811",2004,0,0.172737121582031,0.0716612637042999,0
"811",2005,1,0.23487663269043,-0.0103183789178729,0
"811",2006,0,0.157605648040771,0.132021754980087,0
"1162",2000,NA,NA,5.449303150177,0
"1162",2001,0,NA,0.0377013050019741,0
"1162",2002,0,-0.0544562339782715,-0.0825178474187851,0
"1162",2003,1,0.0146751403808594,0.0704812780022621,0
"1162",2004,0,0.172737121582031,0.0835430026054382,0
"1162",2005,0,0.23487663269043,-0.0126147652044892,0
"1162",2006,0,0.157605648040771,0.149189203977585,0
"1173",2000,NA,NA,5.449303150177,0.200000002980232
"1173",2001,0,NA,0.0377013050019741,0.200000002980232
"1173",2002,0,-0.0544562339782715,-0.0825178474187851,0.200000002980232
"1173",2003,1,0.0146751403808594,0.0704812780022621,0.200000002980232
"1173",2004,0,0.172737121582031,0.0835430026054382,0.200000002980232
"1173",2005,0,0.23487663269043,-0.0126147652044892,0.200000002980232
"1173",2006,0,0.157605648040771,0.149189203977585,0.200000002980232
"1551",2000,NA,NA,5.56030464172363,0
"1551",2001,0,NA,-0.11081013828516,0
"1551",2002,0,0.0168571472167969,0.047026164829731,0
"1551",2003,0,-0.00453329086303711,-0.111615248024464,0
"1551",2004,1,0.0601825714111328,0.0205829702317715,0
"1551",2005,0,0.136619091033936,0.0165803842246532,0
"1551",2006,0,0.264060497283936,0.0675237774848938,0
"1562",2000,NA,NA,5.56030464172363,0.350000023841858
"1562",2001,0,NA,-0.11081013828516,0.350000023841858
"1562",2002,0,0.0168571472167969,0.047026164829731,0.350000023841858
"1562",2003,0,-0.00453329086303711,-0.111615248024464,0.350000023841858
"1562",2004,0,0.0601825714111328,0.0205829702317715,0.350000023841858
"1562",2005,1,0.136619091033936,0.0165803842246532,0.350000023841858
"1562",2006,0,0.264060497283936,0.0675237774848938,0.350000023841858
"1632",2000,NA,NA,5.69493341445923,0.5
"1632",2001,0,NA,-0.0165159124881029,0.5
"1632",2002,0,0.0223484039306641,0.0909235030412674,0.5
"1632",2003,1,-0.0061798095703125,-0.160120457410812,0.5
"1632",2004,0,0.0833144187927246,0.0254003722220659,0.5
"1632",2005,0,0.258890628814697,0.0120723275467753,0.5
"1632",2006,0,0.242164611816406,0.114975839853287,0.5
"1785",2000,NA,NA,5.72392845153809,0
"1785",2001,1,NA,0.0562653355300426,0
"1785",2002,0,0.0223484039306641,0.0908610224723816,0
"1785",2003,0,-0.0061798095703125,-0.0971711799502373,0
"1785",2004,0,0.0833144187927246,0.0580587051808834,0
"1785",2005,0,0.258890628814697,0.0361619591712952,0
"1785",2006,0,0.242164611816406,0.165449380874634,0
"1795",2000,NA,NA,5.54788875579834,0.740000009536743
"1795",2001,0,NA,-0.200819417834282,0.740000009536743
"1795",2002,0,-0.0176548957824707,0.0678830668330193,0.740000009536743
"1795",2003,0,-0.00162982940673828,-0.405210316181183,0.740000009536743
"1795",2004,1,0.0736780166625977,-0.0740574598312378,0.740000009536743
"1795",2005,0,0.239320278167725,0.00110023666638881,0.740000009536743
"1795",2006,0,0.113483428955078,0.0495599023997784,0.740000009536743
"1798",2000,NA,NA,5.54788875579834,0.620000004768372
"1798",2001,0,NA,-0.200819417834282,0.620000004768372
"1798",2002,0,-0.0176548957824707,0.0678830668330193,0.620000004768372
"1798",2003,1,-0.00162982940673828,-0.405210316181183,0.620000004768372
"1798",2004,0,0.0736780166625977,-0.0740574598312378,0.620000004768372
"1798",2005,0,0.239320278167725,0.00110023666638881,0.620000004768372
"1798",2006,0,0.113483428955078,0.0495599023997784,0.620000004768372
"1826",2000,NA,NA,5.43467330932617,0.25
"1826",2001,0,NA,-0.304960638284683,0.25
"1826",2002,0,-0.0176548957824707,0.0718894675374031,0.25
"1826",2003,1,-0.00162982940673828,-0.46796926856041,0.25
"1826",2004,0,0.0736780166625977,-0.110986530780792,0.25
"1826",2005,0,0.239320278167725,-0.00645565474405885,0.25
"1826",2006,0,0.113483428955078,0.0232287403196096,0.25
"1850",2000,NA,NA,5.43467330932617,0
"1850",2001,0,NA,-0.304960638284683,0
"1850",2002,0,-0.0176548957824707,0.0718894675374031,0
"1850",2003,0,-0.00162982940673828,-0.46796926856041,0
"1850",2004,0,0.0736780166625977,-0.110986530780792,0
"1850",2005,1,0.239320278167725,-0.00645565474405885,0
"1850",2006,0,0.113483428955078,0.0232287403196096,0
"1903",2000,NA,NA,5.35255002975464,1.87000000476837
"1903",2001,0,NA,-0.304359376430511,1.87000000476837
"1903",2002,0,-0.0176548957824707,0.0386234559118748,1.87000000476837
"1903",2003,1,-0.00162982940673828,-0.503631353378296,1.87000000476837
"1903",2004,0,0.0736780166625977,-0.105310335755348,1.87000000476837
"1903",2005,0,0.239320278167725,0.00484864041209221,1.87000000476837
"1903",2006,0,0.113483428955078,-0.0269111860543489,1.87000000476837
"1904",2000,NA,NA,5.35255002975464,1.75
"1904",2001,0,NA,-0.304359376430511,1.75
"1904",2002,0,-0.0176548957824707,0.0386234559118748,1.75
"1904",2003,1,-0.00162982940673828,-0.503631353378296,1.75
"1904",2004,0,0.0736780166625977,-0.105310335755348,1.75
"1904",2005,0,0.239320278167725,0.00484864041209221,1.75
"1904",2006,0,0.113483428955078,-0.0269111860543489,1.75
"1908",2000,NA,NA,5.35255002975464,0.5
"1908",2001,0,NA,-0.304359376430511,0.5
"1908",2002,0,-0.0176548957824707,0.0386234559118748,0.5
"1908",2003,0,-0.00162982940673828,-0.503631353378296,0.5
"1908",2004,1,0.0736780166625977,-0.105310335755348,0.5
"1908",2005,0,0.239320278167725,0.00484864041209221,0.5
"1908",2006,0,0.113483428955078,-0.0269111860543489,0.5
"1917",2000,NA,NA,5.35255002975464,0.5
"1917",2001,0,NA,-0.304359376430511,0.5
"1917",2002,0,-0.0176548957824707,0.0386234559118748,0.5
"1917",2003,1,-0.00162982940673828,-0.503631353378296,0.5
"1917",2004,0,0.0736780166625977,-0.105310335755348,0.5
"1917",2005,0,0.239320278167725,0.00484864041209221,0.5
"1917",2006,0,0.113483428955078,-0.0269111860543489,0.5
"1922",2000,NA,NA,5.35255002975464,0.75
"1922",2001,0,NA,-0.304359376430511,0.75
"1922",2002,1,-0.0176548957824707,0.0386234559118748,0.75
"1922",2003,0,-0.00162982940673828,-0.503631353378296,0.75
"1922",2004,0,0.0736780166625977,-0.105310335755348,0.75
"1922",2005,0,0.239320278167725,0.00484864041209221,0.75
"1922",2006,0,0.113483428955078,-0.0269111860543489,0.75
"1941",2000,NA,NA,5.35255002975464,0
"1941",2001,0,NA,-0.304359376430511,0
"1941",2002,0,-0.0176548957824707,0.0386234559118748,0
"1941",2003,0,-0.00162982940673828,-0.503631353378296,0
"1941",2004,0,0.0736780166625977,-0.105310335755348,0
"1941",2005,1,0.239320278167725,0.00484864041209221,0
"1941",2006,0,0.113483428955078,-0.0269111860543489,0
"1943",2000,NA,NA,5.35255002975464,1.25
"1943",2001,0,NA,-0.304359376430511,1.25
"1943",2002,0,-0.0176548957824707,0.0386234559118748,1.25
"1943",2003,0,-0.00162982940673828,-0.503631353378296,1.25
"1943",2004,0,0.0736780166625977,-0.105310335755348,1.25
"1943",2005,1,0.239320278167725,0.00484864041209221,1.25
"1943",2006,0,0.113483428955078,-0.0269111860543489,1.25
"1945",2000,NA,NA,5.35255002975464,0
"1945",2001,0,NA,-0.304359376430511,0
"1945",2002,0,-0.0176548957824707,0.0386234559118748,0
"1945",2003,0,-0.00162982940673828,-0.503631353378296,0
"1945",2004,1,0.0736780166625977,-0.105310335755348,0
"1945",2005,0,0.239320278167725,0.00484864041209221,0
"1945",2006,0,0.113483428955078,-0.0269111860543489,0
"1947",2000,NA,NA,5.35255002975464,0.720000028610229
"1947",2001,0,NA,-0.304359376430511,0.720000028610229
"1947",2002,0,-0.0176548957824707,0.0386234559118748,0.720000028610229
"1947",2003,1,-0.00162982940673828,-0.503631353378296,0.720000028610229
"1947",2004,0,0.0736780166625977,-0.105310335755348,0.720000028610229
"1947",2005,0,0.239320278167725,0.00484864041209221,0.720000028610229
"1947",2006,0,0.113483428955078,-0.0269111860543489,0.720000028610229
"1948",2000,NA,NA,5.35255002975464,0.5
"1948",2001,1,NA,-0.304359376430511,0.5
"1948",2002,0,-0.0176548957824707,0.0386234559118748,0.5
"1948",2003,0,-0.00162982940673828,-0.503631353378296,0.5
"1948",2004,0,0.0736780166625977,-0.105310335755348,0.5
"1948",2005,1,0.239320278167725,0.00484864041209221,0.5
"1948",2006,0,0.113483428955078,-0.0269111860543489,0.5
"1949",2000,NA,NA,5.35255002975464,0.5
"1949",2001,0,NA,-0.304359376430511,0.5
"1949",2002,0,-0.0176548957824707,0.0386234559118748,0.5
"1949",2003,1,-0.00162982940673828,-0.503631353378296,0.5
"1949",2004,0,0.0736780166625977,-0.105310335755348,0.5
"1949",2005,0,0.239320278167725,0.00484864041209221,0.5
"1949",2006,0,0.113483428955078,-0.0269111860543489,0.5
"1953",2000,NA,NA,5.35255002975464,1
"1953",2001,1,NA,-0.304359376430511,1
"1953",2002,1,-0.0176548957824707,0.0386234559118748,1
"1953",2003,0,-0.00162982940673828,-0.503631353378296,1
"1953",2004,0,0.0736780166625977,-0.105310335755348,1
"1953",2005,0,0.239320278167725,0.00484864041209221,1
"1953",2006,0,0.113483428955078,-0.0269111860543489,1
"1961",2000,NA,NA,5.35255002975464,0
"1961",2001,0,NA,-0.304359376430511,0
"1961",2002,0,-0.0176548957824707,0.0386234559118748,0
"1961",2003,1,-0.00162982940673828,-0.503631353378296,0
"1961",2004,0,0.0736780166625977,-0.105310335755348,0
"1961",2005,0,0.239320278167725,0.00484864041209221,0
"1961",2006,0,0.113483428955078,-0.0269111860543489,0
"1973",2000,NA,NA,5.46049976348877,0.5
"1973",2001,0,NA,-0.285834848880768,0.5
"1973",2002,0,-0.0176548957824707,0.0763822495937347,0.5
"1973",2003,0,-0.00162982940673828,-0.408550173044205,0.5
"1973",2004,0,0.0736780166625977,-0.0943960398435593,0.5
"1973",2005,1,0.239320278167725,-0.00216989777982235,0.5
"1973",2006,0,0.113483428955078,0.0173392351716757,0.5
"1985",2000,NA,NA,5.46049976348877,1
"1985",2001,0,NA,-0.285834848880768,1
"1985",2002,0,-0.0176548957824707,0.0763822495937347,1
"1985",2003,1,-0.00162982940673828,-0.408550173044205,1
"1985",2004,1,0.0736780166625977,-0.0943960398435593,1
"1985",2005,0,0.239320278167725,-0.00216989777982235,1
"1985",2006,0,0.113483428955078,0.0173392351716757,1
"1996",2000,NA,NA,5.46049976348877,1.5
"1996",2001,0,NA,-0.285834848880768,1.5
"1996",2002,0,-0.0176548957824707,0.0763822495937347,1.5
"1996",2003,0,-0.00162982940673828,-0.408550173044205,1.5
"1996",2004,0,0.0736780166625977,-0.0943960398435593,1.5
"1996",2005,1,0.239320278167725,-0.00216989777982235,1.5
"1996",2006,0,0.113483428955078,0.0173392351716757,1.5
"1998",2000,NA,NA,5.46049976348877,0.25
"1998",2001,0,NA,-0.285834848880768,0.25
"1998",2002,0,-0.0176548957824707,0.0763822495937347,0.25
"1998",2003,1,-0.00162982940673828,-0.408550173044205,0.25
"1998",2004,0,0.0736780166625977,-0.0943960398435593,0.25
"1998",2005,0,0.239320278167725,-0.00216989777982235,0.25
"1998",2006,0,0.113483428955078,0.0173392351716757,0.25
"2001",2000,NA,NA,5.46049976348877,0
"2001",2001,0,NA,-0.285834848880768,0
"2001",2002,0,-0.0176548957824707,0.0763822495937347,0
"2001",2003,0,-0.00162982940673828,-0.408550173044205,0
"2001",2004,1,0.0736780166625977,-0.0943960398435593,0
"2001",2005,0,0.239320278167725,-0.00216989777982235,0
"2001",2006,0,0.113483428955078,0.0173392351716757,0
"2006",2000,NA,NA,5.46049976348877,1
"2006",2001,0,NA,-0.285834848880768,1
"2006",2002,0,-0.0176548957824707,0.0763822495937347,1
"2006",2003,0,-0.00162982940673828,-0.408550173044205,1
"2006",2004,1,0.0736780166625977,-0.0943960398435593,1
"2006",2005,0,0.239320278167725,-0.00216989777982235,1
"2006",2006,0,0.113483428955078,0.0173392351716757,1
"2015",2000,NA,NA,5.50889825820923,1.10000002384186
"2015",2001,1,NA,-0.251438021659851,1.10000002384186
"2015",2002,0,-0.0176548957824707,0.0787989050149918,1.10000002384186
"2015",2003,0,-0.00162982940673828,-0.384462088346481,1.10000002384186
"2015",2004,0,0.0736780166625977,-0.0845742672681808,1.10000002384186
"2015",2005,0,0.239320278167725,-0.0103833917528391,1.10000002384186
"2015",2006,0,0.113483428955078,0.0325989797711372,1.10000002384186
"2021",2000,NA,NA,5.50889825820923,0.349999994039536
"2021",2001,0,NA,-0.251438021659851,0.349999994039536
"2021",2002,0,-0.0176548957824707,0.0787989050149918,0.349999994039536
"2021",2003,0,-0.00162982940673828,-0.384462088346481,0.349999994039536
"2021",2004,1,0.0736780166625977,-0.0845742672681808,0.349999994039536
"2021",2005,0,0.239320278167725,-0.0103833917528391,0.349999994039536
"2021",2006,0,0.113483428955078,0.0325989797711372,0.349999994039536
"2025",2000,NA,NA,5.50889825820923,0.480000019073486
"2025",2001,0,NA,-0.251438021659851,0.480000019073486
"2025",2002,1,-0.0176548957824707,0.0787989050149918,0.480000019073486
"2025",2003,0,-0.00162982940673828,-0.384462088346481,0.480000019073486
"2025",2004,1,0.0736780166625977,-0.0845742672681808,0.480000019073486
"2025",2005,0,0.239320278167725,-0.0103833917528391,0.480000019073486
"2025",2006,0,0.113483428955078,0.0325989797711372,0.480000019073486
"2051",2000,NA,NA,5.50889825820923,2
"2051",2001,0,NA,-0.251438021659851,2
"2051",2002,1,-0.0176548957824707,0.0787989050149918,2
"2051",2003,0,-0.00162982940673828,-0.384462088346481,2
"2051",2004,0,0.0736780166625977,-0.0845742672681808,2
"2051",2005,0,0.239320278167725,-0.0103833917528391,2
"2051",2006,0,0.113483428955078,0.0325989797711372,2
"2070",2000,NA,NA,5.44873809814453,1.25
"2070",2001,0,NA,-0.285398870706558,1.25
"2070",2002,0,-0.0176548957824707,0.0680179223418236,1.25
"2070",2003,1,-0.00162982940673828,-0.434373497962952,1.25
"2070",2004,0,0.0736780166625977,-0.0978980734944344,1.25
"2070",2005,0,0.239320278167725,-0.00308159948326647,1.25
"2070",2006,0,0.113483428955078,0.0162906851619482,1.25
"2072",2000,NA,NA,5.44873809814453,1
"2072",2001,0,NA,-0.285398870706558,1
"2072",2002,0,-0.0176548957824707,0.0680179223418236,1
"2072",2003,1,-0.00162982940673828,-0.434373497962952,1
"2072",2004,0,0.0736780166625977,-0.0978980734944344,1
"2072",2005,0,0.239320278167725,-0.00308159948326647,1
"2072",2006,0,0.113483428955078,0.0162906851619482,1
"2075",2000,NA,NA,5.44873809814453,1.5
"2075",2001,0,NA,-0.285398870706558,1.5
"2075",2002,1,-0.0176548957824707,0.0680179223418236,1.5
"2075",2003,0,-0.00162982940673828,-0.434373497962952,1.5
"2075",2004,0,0.0736780166625977,-0.0978980734944344,1.5
"2075",2005,0,0.239320278167725,-0.00308159948326647,1.5
"2075",2006,0,0.113483428955078,0.0162906851619482,1.5
"2092",2000,NA,NA,5.52737951278687,2.25
"2092",2001,0,NA,-0.211421579122543,2.25
"2092",2002,1,-0.0176548957824707,0.0720298141241074,2.25
"2092",2003,0,-0.00162982940673828,-0.304380238056183,2.25
"2092",2004,0,0.0736780166625977,-0.0610163547098637,2.25
"2092",2005,0,0.239320278167725,-0.00858997460454702,2.25
"2092",2006,0,0.113483428955078,0.025657182559371,2.25
"2292",2000,NA,NA,5.59554004669189,0
"2292",2001,0,NA,-0.0388101153075695,0
"2292",2002,0,-0.0286054611206055,-0.13261017203331,0
"2292",2003,0,-0.0405302047729492,0.0849683880805969,0
"2292",2004,0,0.187185287475586,0.0291425213217735,0
"2292",2005,1,0.23028039932251,-0.0613574087619781,0
"2292",2006,0,0.243282794952393,-0.0312113240361214,0
"2297",2000,NA,NA,5.59554004669189,0
"2297",2001,0,NA,-0.0388101153075695,0
"2297",2002,0,-0.0286054611206055,-0.13261017203331,0
"2297",2003,0,-0.0405302047729492,0.0849683880805969,0
"2297",2004,1,0.187185287475586,0.0291425213217735,0
"2297",2005,0,0.23028039932251,-0.0613574087619781,0
"2297",2006,0,0.243282794952393,-0.0312113240361214,0
"2300",2000,NA,NA,5.59554004669189,0
"2300",2001,0,NA,-0.0388101153075695,0
"2300",2002,0,-0.0286054611206055,-0.13261017203331,0
"2300",2003,0,-0.0405302047729492,0.0849683880805969,0
"2300",2004,1,0.187185287475586,0.0291425213217735,0
"2300",2005,0,0.23028039932251,-0.0613574087619781,0
"2300",2006,0,0.243282794952393,-0.0312113240361214,0
"2783",2000,NA,NA,5.63313484191895,0
"2783",2001,1,NA,-0.0806099995970726,0
"2783",2002,0,0.00955390930175781,-0.0271171685308218,0
"2783",2003,0,0.0337929725646973,-0.390949875116348,0
"2783",2004,0,0.0246853828430176,-0.0507482141256332,0
"2783",2005,0,0.273711681365967,0.0248739942908287,0
"2783",2006,0,0.295097351074219,-0.18913346529007,0
"2789",2000,NA,NA,5.63313484191895,0
"2789",2001,0,NA,-0.0806099995970726,0
"2789",2002,0,0.00955390930175781,-0.0271171685308218,0
"2789",2003,0,0.0337929725646973,-0.390949875116348,0
"2789",2004,0,0.0246853828430176,-0.0507482141256332,0
"2789",2005,0,0.273711681365967,0.0248739942908287,0
"2789",2006,1,0.295097351074219,-0.18913346529007,0
"3013",2000,NA,NA,5.7647647857666,0
"3013",2001,0,NA,-0.124124296009541,0
"3013",2002,0,0.00955390930175781,-0.0371177271008492,0
"3013",2003,0,0.0337929725646973,-0.325939357280731,0
"3013",2004,0,0.0246853828430176,-0.0407026074826717,0
"3013",2005,1,0.273711681365967,0.0357009060680866,0
"3013",2006,0,0.295097351074219,-0.126926153898239,0
"3064",2000,NA,NA,5.7647647857666,0.0999999940395355
"3064",2001,0,NA,-0.124124296009541,0.0999999940395355
"3064",2002,1,0.00955390930175781,-0.0371177271008492,0.0999999940395355
"3064",2003,0,0.0337929725646973,-0.325939357280731,0.0999999940395355
"3064",2004,0,0.0246853828430176,-0.0407026074826717,0.0999999940395355
"3064",2005,0,0.273711681365967,0.0357009060680866,0.0999999940395355
"3064",2006,0,0.295097351074219,-0.126926153898239,0.0999999940395355
"3067",2000,NA,NA,5.7647647857666,0.25
"3067",2001,0,NA,-0.124124296009541,0.25
"3067",2002,1,0.00955390930175781,-0.0371177271008492,0.25
"3067",2003,0,0.0337929725646973,-0.325939357280731,0.25
"3067",2004,0,0.0246853828430176,-0.0407026074826717,0.25
"3067",2005,0,0.273711681365967,0.0357009060680866,0.25
"3067",2006,0,0.295097351074219,-0.126926153898239,0.25
"3070",2000,NA,NA,5.7647647857666,0.150000005960464
"3070",2001,0,NA,-0.124124296009541,0.150000005960464
"3070",2002,1,0.00955390930175781,-0.0371177271008492,0.150000005960464
"3070",2003,0,0.0337929725646973,-0.325939357280731,0.150000005960464
"3070",2004,0,0.0246853828430176,-0.0407026074826717,0.150000005960464
"3070",2005,0,0.273711681365967,0.0357009060680866,0.150000005960464
"3070",2006,0,0.295097351074219,-0.126926153898239,0.150000005960464
"3074",2000,NA,NA,5.61896514892578,0.200000002980232
"3074",2001,0,NA,-0.14567095041275,0.200000002980232
"3074",2002,1,-0.000299930572509766,-0.0215615034103394,0.200000002980232
"3074",2003,0,-0.000500679016113281,-0.319748610258102,0.200000002980232
"3074",2004,0,0.00509119033813477,-0.0337655767798424,0.200000002980232
"3074",2005,0,0.211304664611816,0.0317032337188721,0.200000002980232
"3074",2006,0,0.285967350006104,-0.107239454984665,0.200000002980232
"3085",2000,NA,NA,5.61896514892578,0.150000005960464
"3085",2001,1,NA,-0.14567095041275,0.150000005960464
"3085",2002,0,-0.000299930572509766,-0.0215615034103394,0.150000005960464
"3085",2003,0,-0.000500679016113281,-0.319748610258102,0.150000005960464
"3085",2004,0,0.00509119033813477,-0.0337655767798424,0.150000005960464
"3085",2005,0,0.211304664611816,0.0317032337188721,0.150000005960464
"3085",2006,0,0.285967350006104,-0.107239454984665,0.150000005960464
"3099",2000,NA,NA,5.61896514892578,0.300000011920929
"3099",2001,0,NA,-0.14567095041275,0.300000011920929
"3099",2002,0,-0.000299930572509766,-0.0215615034103394,0.300000011920929
"3099",2003,0,-0.000500679016113281,-0.319748610258102,0.300000011920929
"3099",2004,1,0.00509119033813477,-0.0337655767798424,0.300000011920929
"3099",2005,0,0.211304664611816,0.0317032337188721,0.300000011920929
"3099",2006,0,0.285967350006104,-0.107239454984665,0.300000011920929
"3109",2000,NA,NA,5.61896514892578,0.5
"3109",2001,0,NA,-0.14567095041275,0.5
"3109",2002,0,-0.000299930572509766,-0.0215615034103394,0.5
"3109",2003,0,-0.000500679016113281,-0.319748610258102,0.5
"3109",2004,1,0.00509119033813477,-0.0337655767798424,0.5
"3109",2005,0,0.211304664611816,0.0317032337188721,0.5
"3109",2006,0,0.285967350006104,-0.107239454984665,0.5
"3116",2000,NA,NA,5.61896514892578,0.5
"3116",2001,0,NA,-0.14567095041275,0.5
"3116",2002,0,-0.000299930572509766,-0.0215615034103394,0.5
"3116",2003,1,-0.000500679016113281,-0.319748610258102,0.5
"3116",2004,0,0.00509119033813477,-0.0337655767798424,0.5
"3116",2005,0,0.211304664611816,0.0317032337188721,0.5
"3116",2006,0,0.285967350006104,-0.107239454984665,0.5
"3267",2000,NA,NA,5.5045018196106,0
"3267",2001,0,NA,-0.180317580699921,0
"3267",2002,0,-0.0325231552124023,0.00460075912997127,0
"3267",2003,0,-0.0331892967224121,-0.286354690790176,0
"3267",2004,0,-0.0301380157470703,-0.036787785589695,0
"3267",2005,1,0.354283809661865,0.0538643784821033,0
"3267",2006,0,0.364559650421143,-0.0747246444225311,0
"3378",2000,NA,NA,5.50077247619629,0.300000011920929
"3378",2001,0,NA,-0.182707324624062,0.300000011920929
"3378",2002,0,-0.0325231552124023,-0.00254809879697859,0.300000011920929
"3378",2003,0,-0.0331892967224121,-0.275820165872574,0.300000011920929
"3378",2004,0,-0.0301380157470703,-0.0498190335929394,0.300000011920929
"3378",2005,1,0.354283809661865,0.0773638188838959,0.300000011920929
"3378",2006,0,0.364559650421143,-0.0517428666353226,0.300000011920929
"3380",2000,NA,NA,5.50077247619629,0.370000004768372
"3380",2001,0,NA,-0.182707324624062,0.370000004768372
"3380",2002,0,-0.0325231552124023,-0.00254809879697859,0.370000004768372
"3380",2003,0,-0.0331892967224121,-0.275820165872574,0.370000004768372
"3380",2004,0,-0.0301380157470703,-0.0498190335929394,0.370000004768372
"3380",2005,1,0.354283809661865,0.0773638188838959,0.370000004768372
"3380",2006,0,0.364559650421143,-0.0517428666353226,0.370000004768372
"3383",2000,NA,NA,5.50077247619629,0.189999997615814
"3383",2001,0,NA,-0.182707324624062,0.189999997615814
"3383",2002,1,-0.0325231552124023,-0.00254809879697859,0.189999997615814
"3383",2003,0,-0.0331892967224121,-0.275820165872574,0.189999997615814
"3383",2004,0,-0.0301380157470703,-0.0498190335929394,0.189999997615814
"3383",2005,0,0.354283809661865,0.0773638188838959,0.189999997615814
"3383",2006,0,0.364559650421143,-0.0517428666353226,0.189999997615814
"3389",2000,NA,NA,5.50077247619629,0
"3389",2001,0,NA,-0.182707324624062,0
"3389",2002,1,-0.0325231552124023,-0.00254809879697859,0
"3389",2003,0,-0.0331892967224121,-0.275820165872574,0
"3389",2004,0,-0.0301380157470703,-0.0498190335929394,0
"3389",2005,0,0.354283809661865,0.0773638188838959,0
"3389",2006,0,0.364559650421143,-0.0517428666353226,0
"3428",2000,NA,NA,5.51520919799805,0
"3428",2001,1,NA,-0.0452625602483749,0
"3428",2002,0,-0.00581693649291992,-0.243189051747322,0
"3428",2003,0,-0.00362777709960938,-0.146441698074341,0
"3428",2004,0,-0.0457510948181152,-0.107274830341339,0
"3428",2005,0,0.224769592285156,0.157863929867744,0
"3428",2006,0,0.314764022827148,-0.125918731093407,0
"3438",2000,NA,NA,5.51520919799805,0
"3438",2001,1,NA,-0.0452625602483749,0
"3438",2002,1,-0.00581693649291992,-0.243189051747322,0
"3438",2003,0,-0.00362777709960938,-0.146441698074341,0
"3438",2004,0,-0.0457510948181152,-0.107274830341339,0
"3438",2005,0,0.224769592285156,0.157863929867744,0
"3438",2006,0,0.314764022827148,-0.125918731093407,0
"3451",2000,NA,NA,5.22439098358154,0
"3451",2001,1,NA,-0.200623854994774,0
"3451",2002,0,-0.00581693649291992,0.0412470325827599,0
"3451",2003,0,-0.00362777709960938,-0.308641880750656,0
"3451",2004,0,-0.0457510948181152,-0.0677497982978821,0
